NO_OF_FRAMES	455
NO_OF_CAMERAS	24
NO_OF_MARKERS	45
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:23:03.575	240978.54400470
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_4	cluster_tibia_right_3	calc_back_right	calc_lat_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Gap-filled	Mixed	Mixed	Mixed	Mixed
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	calc_back_right X	calc_back_right Y	calc_back_right Z	calc_lat_right X	calc_lat_right Y	calc_lat_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
110	0.54500	856.346	1806.526	1326.901	842.294	1767.802	1135.905	876.501	1906.218	1398.807	885.688	1967.726	1214.178	955.674	1828.328	931.073	774.856	1825.085	942.221	908.255	1980.767	982.869	815.626	1989.005	976.591	999.660	1895.379	989.626	715.445	1909.575	992.840	1005.898	1831.561	1376.456	729.185	1893.245	1377.236	1023.995	1943.305	728.250	1028.278	2003.719	754.459	1003.313	2036.219	666.392	1005.654	1973.485	647.304	852.519	2083.058	504.039	0.000	0.000	0.000	966.024	2193.887	401.347	970.651	2217.988	451.785	956.903	2290.914	414.065	956.244	2264.561	363.564	870.787	2470.652	341.225	908.277	2475.687	353.890	940.867	2470.338	324.772	837.931	2435.071	186.705	851.284	2418.704	141.130	940.827	2446.585	190.834	673.659	1856.407	760.059	666.611	1911.967	747.302	685.734	1897.249	663.271	685.027	1837.940	673.829	845.557	1821.378	465.533	724.538	1789.015	477.344	727.484	1789.881	338.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.968	2415.748	312.287	862.943	2402.402	305.568	968.618	2072.533	479.214	773.922	1722.424	429.459
111	0.55000	856.089	1789.511	1324.787	843.171	1751.587	1133.596	875.746	1889.042	1397.035	885.334	1950.904	1212.576	955.889	1811.552	929.714	775.099	1808.515	940.861	907.986	1964.279	980.552	815.317	1972.718	974.353	999.660	1879.277	987.691	715.394	1893.238	990.831	1005.716	1814.838	1374.687	728.453	1875.749	1375.093	1023.753	1924.578	725.658	1028.326	1985.166	751.022	1003.210	2016.768	662.731	1005.249	1953.908	644.384	851.619	2061.287	500.463	0.000	0.000	0.000	969.435	2173.767	403.655	969.769	2196.755	454.225	956.788	2269.716	418.845	956.076	2246.312	367.377	871.371	2452.877	351.629	907.743	2457.336	364.329	941.748	2453.450	335.675	839.670	2422.028	195.712	852.277	2407.445	150.130	942.033	2433.554	200.735	672.345	1840.154	756.236	666.299	1896.012	744.172	683.097	1883.430	659.790	683.165	1822.389	669.766	845.002	1805.013	464.035	724.318	1771.750	476.004	727.586	1772.887	337.788	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.275	2400.197	321.765	863.501	2386.337	313.818	967.335	2050.778	475.998	774.422	1705.416	428.544
112	0.55500	855.909	1772.529	1322.488	843.494	1734.784	1130.799	875.117	1871.900	1395.091	885.374	1934.560	1210.917	956.032	1794.763	928.215	774.757	1791.965	939.640	907.962	1947.996	977.891	815.143	1956.630	971.781	999.842	1863.098	985.413	715.299	1876.703	987.970	1005.331	1798.017	1372.655	727.792	1858.241	1372.683	1023.594	1905.822	722.803	1028.356	1966.548	747.298	1004.752	1998.658	658.914	1004.980	1933.954	641.192	850.716	2039.389	496.573	0.000	0.000	0.000	971.621	2154.426	406.248	969.280	2174.893	457.176	956.106	2250.005	423.412	955.927	2227.445	370.874	872.588	2434.692	361.272	908.878	2439.119	374.824	942.706	2435.733	346.335	840.393	2408.682	204.794	853.714	2395.109	158.706	943.267	2419.442	210.390	671.107	1823.756	752.223	665.860	1879.764	740.758	682.390	1867.848	656.402	681.526	1806.747	665.601	844.320	1788.586	463.780	724.377	1754.384	474.972	727.544	1756.312	336.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.567	2382.647	330.405	863.991	2369.056	321.502	966.647	2029.022	472.482	774.745	1688.642	427.337
113	0.56000	855.620	1755.519	1319.884	843.661	1718.136	1127.788	874.399	1854.714	1392.901	884.348	1917.222	1208.808	956.298	1778.060	926.277	775.194	1775.559	938.105	908.187	1931.694	974.951	815.220	1940.773	968.919	1000.072	1846.861	982.788	715.922	1859.269	985.702	1004.998	1781.274	1370.287	726.961	1840.587	1369.988	1023.349	1886.854	719.618	1028.717	1947.878	743.207	1004.850	1978.927	654.589	1004.774	1913.990	637.705	849.782	2017.224	492.273	0.000	0.000	0.000	971.006	2133.255	406.737	968.343	2152.293	458.365	955.313	2228.700	427.035	955.957	2207.609	373.828	873.547	2417.278	367.615	909.232	2419.592	383.317	943.728	2416.985	356.387	842.316	2393.929	213.110	856.434	2381.738	166.617	944.675	2404.338	219.686	669.707	1807.311	748.320	665.381	1863.615	737.195	681.986	1851.853	652.926	680.057	1790.826	661.571	844.550	1770.654	464.077	724.900	1736.299	473.668	727.467	1740.065	334.917	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.945	2364.376	338.686	864.536	2350.644	328.618	966.453	2007.431	468.697	775.139	1671.639	425.847
114	0.56500	855.577	1738.765	1317.177	843.940	1701.422	1124.464	873.839	1837.699	1390.487	883.617	1900.211	1206.537	956.189	1761.254	924.054	775.233	1759.146	936.619	908.445	1915.422	971.666	815.347	1924.943	965.678	1000.316	1830.612	979.896	715.415	1844.295	983.223	1004.634	1764.602	1367.733	726.367	1823.190	1367.061	1023.252	1867.804	716.242	1029.134	1929.229	738.882	1005.016	1959.136	649.940	1004.686	1893.960	633.953	848.904	1994.805	487.536	0.000	0.000	0.000	971.089	2112.029	406.853	967.796	2129.222	458.960	954.408	2206.803	429.860	956.309	2187.191	376.271	873.884	2397.325	376.256	907.392	2399.030	392.656	943.368	2398.599	364.373	843.354	2378.676	221.251	857.149	2367.582	174.613	946.135	2388.402	228.610	668.117	1791.378	744.968	664.915	1847.705	733.754	681.656	1835.246	649.549	679.608	1774.318	658.373	845.054	1752.554	464.569	725.357	1717.902	472.227	727.239	1724.126	333.293	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	940.435	2344.960	346.399	864.919	2331.941	335.503	966.244	1985.318	464.594	775.529	1654.638	423.791
115	0.57000	855.153	1721.727	1314.137	844.288	1684.762	1120.882	873.174	1820.387	1387.865	883.056	1883.532	1204.057	956.282	1744.496	921.524	775.133	1743.785	933.875	908.790	1899.068	968.084	815.679	1908.969	962.180	1000.613	1814.123	976.673	715.635	1828.749	980.272	1004.183	1748.016	1364.860	725.652	1805.671	1363.909	1023.155	1848.797	712.445	1029.715	1910.457	734.356	1005.311	1939.532	645.012	1004.768	1873.757	629.894	848.193	1972.373	482.604	0.000	0.000	0.000	970.468	2089.428	406.036	967.327	2105.467	458.891	955.642	2183.320	432.825	959.286	2167.550	379.061	874.248	2376.435	384.399	909.770	2377.381	401.977	940.623	2377.081	371.304	844.982	2362.254	228.813	859.244	2352.179	181.895	944.227	2368.436	236.193	666.432	1775.909	742.510	664.386	1832.163	730.628	681.738	1818.254	646.692	679.660	1757.452	656.410	845.584	1732.638	465.210	725.911	1699.629	470.531	727.043	1708.561	331.623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.934	2322.724	350.890	865.607	2312.086	341.644	966.219	1962.858	460.029	775.873	1637.495	421.354
116	0.57500	855.166	1704.853	1310.800	844.535	1667.950	1116.860	872.505	1803.260	1385.001	882.462	1866.737	1201.304	956.888	1728.197	918.819	774.741	1727.621	931.709	909.224	1882.805	963.708	816.070	1893.069	958.462	1000.918	1797.732	973.198	716.101	1812.930	977.102	1003.806	1731.538	1361.774	724.918	1788.078	1360.454	1023.086	1829.672	708.527	1030.326	1891.845	729.424	1005.820	1920.007	639.982	1004.935	1853.821	625.721	847.531	1949.533	477.233	0.000	0.000	0.000	970.701	2066.880	405.117	966.986	2081.190	458.123	955.459	2159.480	434.133	956.332	2144.203	378.732	874.697	2354.472	391.720	907.962	2355.686	409.288	938.815	2354.213	376.690	846.681	2344.746	235.652	861.423	2335.919	188.663	945.101	2351.023	244.117	665.325	1760.620	740.676	663.895	1816.610	727.469	682.022	1800.776	644.151	679.750	1740.343	655.273	846.291	1713.079	465.267	726.282	1681.166	468.823	726.664	1693.267	329.776	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	938.390	2301.524	357.440	866.354	2291.227	347.153	966.365	1940.161	455.298	776.205	1620.639	418.302
117	0.58000	854.779	1687.814	1307.254	844.861	1651.210	1112.790	871.718	1786.093	1381.891	881.796	1850.058	1198.301	956.688	1711.534	915.841	773.937	1711.130	929.382	909.895	1866.708	959.613	816.817	1877.203	954.498	1001.239	1781.276	969.438	716.334	1797.709	973.771	1003.436	1715.100	1358.409	724.184	1770.503	1356.685	1023.127	1810.692	704.307	1030.528	1872.794	724.260	1005.420	1899.540	634.565	1005.259	1833.749	621.096	847.003	1926.509	471.493	0.000	0.000	0.000	970.737	2043.684	403.414	966.840	2056.491	456.898	954.986	2135.804	434.964	958.148	2122.353	380.298	874.967	2332.069	398.357	909.588	2331.831	416.833	938.620	2331.789	386.159	848.524	2326.212	241.845	863.585	2318.546	194.945	944.116	2329.362	248.904	664.732	1745.376	739.232	663.470	1801.006	724.577	682.659	1783.048	641.850	679.751	1722.836	654.496	846.412	1693.887	464.883	726.263	1662.918	467.468	726.153	1678.249	327.680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.329	2279.927	363.455	866.981	2269.791	352.239	966.742	1917.165	450.283	776.332	1603.976	414.680
118	0.58500	854.474	1670.855	1303.405	845.143	1634.637	1108.679	870.911	1768.868	1378.485	880.997	1833.395	1195.033	956.643	1695.016	912.516	773.245	1694.803	926.505	910.577	1850.659	955.223	817.514	1861.357	950.186	1001.530	1764.750	965.416	716.818	1782.206	969.742	1003.014	1698.815	1354.741	723.307	1752.915	1352.818	1023.351	1791.670	699.863	1030.925	1854.051	718.910	1005.496	1879.757	628.993	1005.395	1813.699	616.416	846.668	1903.133	465.656	0.000	0.000	0.000	971.455	2020.501	401.479	966.826	2031.573	455.196	955.002	2111.532	435.370	958.072	2099.354	380.143	875.350	2309.365	404.470	909.234	2307.663	422.833	939.296	2309.016	392.817	850.927	2306.427	247.128	866.849	2299.504	200.040	946.145	2309.609	255.707	664.442	1730.023	737.987	663.548	1785.133	721.686	683.685	1764.970	639.779	680.262	1704.947	653.858	846.335	1674.440	464.077	726.797	1644.508	465.552	725.463	1663.503	325.365	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	944.106	2259.019	371.445	867.693	2247.728	356.518	966.960	1893.640	444.965	776.522	1587.809	410.712
119	0.59000	854.181	1653.826	1299.444	845.304	1617.888	1104.263	870.000	1751.752	1374.832	880.137	1816.839	1191.479	956.905	1678.660	908.945	772.696	1678.578	923.272	911.591	1834.930	950.509	818.418	1845.701	945.783	1001.851	1748.398	961.228	716.910	1767.152	966.039	1002.392	1682.441	1350.880	722.431	1735.173	1348.649	1023.431	1772.778	695.222	1031.353	1835.546	713.404	1005.614	1860.017	623.167	1005.357	1793.490	611.386	846.552	1879.553	459.399	0.000	0.000	0.000	971.884	1996.655	399.069	966.916	2006.305	453.090	955.452	2086.836	435.356	958.594	2076.065	379.839	875.760	2285.575	409.504	909.756	2285.636	426.872	941.879	2286.148	399.998	852.731	2285.978	252.076	868.418	2280.086	205.575	947.639	2288.415	261.498	664.495	1714.595	736.672	663.878	1769.232	718.903	684.742	1746.623	637.651	680.933	1687.157	653.523	846.096	1655.343	462.759	727.041	1626.539	463.652	724.435	1649.231	322.859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	942.799	2235.443	375.602	868.418	2225.208	360.366	967.750	1870.282	439.699	776.825	1571.824	406.334
120	0.59500	853.603	1636.754	1295.150	845.571	1601.172	1099.671	869.000	1734.693	1370.913	879.280	1800.403	1187.662	957.236	1662.283	905.209	771.679	1662.163	920.055	912.492	1819.145	945.782	819.230	1830.274	941.653	1002.072	1732.036	956.978	712.771	1753.322	964.435	1002.095	1666.369	1346.881	721.445	1717.390	1344.384	1023.232	1753.571	690.254	1031.185	1816.726	707.525	1005.432	1839.905	617.006	1005.781	1773.229	606.270	846.492	1855.689	452.950	0.000	0.000	0.000	972.745	1972.610	396.325	967.415	1980.875	450.479	956.117	2061.709	435.008	958.955	2052.199	379.047	876.298	2261.413	413.705	908.853	2260.742	430.852	940.680	2261.473	403.823	854.670	2264.630	256.124	871.839	2259.508	209.140	954.048	2268.840	269.096	664.887	1698.930	735.184	664.427	1753.118	716.002	685.696	1728.264	635.660	681.869	1669.257	652.898	845.793	1636.875	460.731	726.772	1609.292	461.404	723.521	1635.354	320.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	944.827	2213.047	379.925	869.182	2201.874	363.379	968.594	1846.405	434.219	777.147	1555.972	401.603
121	0.60000	853.361	1619.755	1290.742	845.634	1584.392	1095.026	868.012	1717.760	1366.735	878.128	1783.773	1183.600	956.894	1645.878	901.134	771.116	1645.815	916.228	913.365	1803.428	940.817	820.140	1814.777	936.916	1002.425	1715.958	952.534	714.539	1738.609	959.837	1001.658	1650.467	1342.739	720.559	1699.597	1339.952	1023.220	1734.784	685.299	1031.205	1798.243	701.594	1004.765	1819.128	610.499	1006.179	1752.966	600.982	846.633	1831.505	446.408	0.000	0.000	0.000	973.580	1948.103	393.344	967.713	1954.554	446.818	957.084	2036.390	434.113	960.368	2028.568	378.242	875.587	2235.979	418.478	911.834	2233.790	436.619	941.293	2236.876	408.172	856.786	2242.402	259.408	873.976	2237.533	212.894	954.966	2246.164	273.328	665.576	1682.803	733.486	664.895	1736.990	713.093	687.907	1708.745	633.522	683.261	1651.256	651.963	845.092	1618.877	458.112	726.743	1592.447	458.665	724.521	1621.071	316.509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	944.068	2187.394	382.669	870.010	2177.878	365.805	969.635	1822.588	428.641	777.096	1540.017	396.525
122	0.60500	853.207	1602.806	1286.116	846.481	1567.995	1090.075	866.897	1700.852	1362.422	877.025	1767.134	1179.419	956.949	1629.592	896.741	770.959	1629.663	912.330	914.307	1787.838	935.809	820.927	1799.385	932.266	1002.798	1699.914	947.932	714.530	1722.787	955.653	1001.229	1634.692	1338.576	719.544	1681.646	1335.332	1023.338	1716.038	680.216	1031.022	1779.740	695.202	1004.713	1799.158	603.924	1006.452	1732.496	595.485	846.890	1807.128	439.641	0.000	0.000	0.000	974.908	1923.426	390.225	968.484	1928.497	443.723	957.877	2010.610	432.839	960.663	2003.510	376.544	875.940	2210.622	421.235	911.593	2209.592	439.804	944.037	2211.743	412.480	858.704	2219.331	262.043	876.165	2215.106	215.723	955.572	2221.804	276.528	666.535	1666.645	731.594	665.270	1720.150	709.844	688.214	1690.395	630.957	684.461	1633.447	650.797	846.042	1599.935	454.930	726.498	1575.960	455.763	725.826	1606.838	313.719	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.213	2162.171	382.634	870.969	2153.431	367.629	970.600	1798.181	422.773	776.916	1524.017	391.463
123	0.61000	852.891	1585.786	1281.306	846.865	1551.358	1085.120	865.671	1683.828	1358.041	875.977	1750.684	1175.209	957.546	1613.355	892.459	770.526	1612.808	908.165	915.214	1772.629	930.758	821.607	1784.132	927.674	1003.248	1683.943	943.243	714.751	1707.180	951.574	1000.961	1618.989	1334.462	718.237	1663.324	1330.736	1023.445	1697.376	675.035	1030.776	1761.216	688.872	1004.163	1778.444	597.084	1006.609	1711.794	589.780	847.226	1782.364	432.951	0.000	0.000	0.000	975.824	1898.147	386.753	969.384	1902.168	440.346	958.885	1984.555	431.096	962.269	1979.072	374.956	876.523	2185.040	423.351	911.982	2183.722	442.024	943.479	2187.139	414.880	860.600	2195.472	263.976	878.608	2191.550	217.639	957.511	2197.557	279.282	667.257	1650.292	729.257	665.444	1703.341	706.463	688.030	1672.193	627.905	685.504	1615.645	648.997	842.984	1584.918	452.292	726.111	1559.562	452.800	726.339	1593.387	311.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	955.327	2140.587	390.615	871.816	2128.112	368.678	971.505	1773.450	416.756	776.676	1507.728	386.797
124	0.61500	852.617	1568.815	1276.829	847.572	1534.748	1080.193	864.366	1666.913	1353.713	874.885	1734.123	1171.267	957.413	1597.128	887.856	771.115	1595.668	903.551	915.982	1757.512	925.727	822.082	1769.712	923.154	1003.857	1668.171	938.283	715.015	1691.394	947.890	1000.601	1603.201	1330.455	717.069	1645.120	1326.271	1023.410	1678.622	669.781	1030.373	1742.665	682.293	1004.053	1758.087	590.185	1007.079	1691.283	584.064	847.347	1757.355	426.298	0.000	0.000	0.000	977.019	1872.507	383.146	970.460	1875.622	436.942	959.817	1957.984	428.936	962.906	1953.387	372.795	877.041	2158.883	424.809	912.996	2157.593	442.711	945.929	2160.044	416.723	862.463	2170.956	265.068	881.045	2167.405	219.004	959.192	2172.443	281.123	667.636	1633.310	726.252	665.256	1686.103	702.925	687.210	1654.297	624.537	686.155	1598.035	646.540	842.130	1568.333	449.433	725.613	1542.852	449.633	726.937	1579.840	310.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	946.965	2111.029	388.106	872.772	2102.757	369.374	972.739	1748.641	411.029	776.418	1491.394	382.893
125	0.62000	852.530	1551.664	1272.000	848.273	1518.306	1075.101	863.035	1649.956	1349.565	873.696	1717.446	1167.850	957.224	1580.863	882.889	770.423	1580.171	899.620	916.650	1742.483	920.876	822.488	1754.989	919.045	1004.594	1652.489	933.273	714.854	1675.727	944.381	1000.689	1587.730	1326.717	715.848	1626.798	1321.985	1023.232	1659.772	664.603	1030.051	1724.240	675.756	1003.752	1737.437	583.194	1007.625	1670.670	578.489	847.950	1731.973	419.624	0.000	0.000	0.000	978.275	1846.531	379.419	971.759	1848.783	433.167	961.042	1931.251	426.308	964.247	1927.741	370.256	878.098	2132.798	425.301	913.753	2130.906	444.180	946.625	2133.331	417.837	864.181	2145.707	265.559	882.743	2142.284	219.374	961.913	2147.520	282.326	667.916	1615.978	723.031	665.009	1668.746	699.561	686.112	1636.571	620.987	686.291	1580.323	643.247	841.258	1552.450	446.511	724.981	1526.015	446.807	726.751	1565.659	310.465	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	947.947	2084.905	388.320	873.665	2076.700	369.325	974.158	1723.632	405.374	776.122	1475.355	380.068
126	0.62500	852.394	1534.587	1267.446	849.184	1502.047	1069.999	861.684	1632.942	1345.802	872.557	1700.967	1165.186	957.632	1564.879	878.210	770.198	1564.887	894.914	918.278	1728.318	916.569	823.096	1740.354	915.089	1005.319	1637.120	928.072	714.975	1659.874	940.844	1000.722	1572.169	1323.130	714.704	1608.479	1317.986	1022.889	1640.673	659.619	1029.457	1705.204	669.490	1002.861	1715.730	576.600	1007.819	1649.660	573.193	848.144	1706.462	413.332	0.000	0.000	0.000	979.350	1820.113	375.585	973.164	1821.852	429.568	962.294	1904.246	423.534	965.155	1901.391	367.546	879.701	2106.744	424.573	914.787	2104.394	443.916	947.142	2106.307	417.415	865.903	2119.826	265.277	884.763	2116.358	219.157	958.329	2119.098	279.965	668.178	1598.423	719.930	664.572	1651.168	696.737	685.011	1619.282	617.722	685.657	1563.122	640.053	840.763	1537.017	443.747	724.531	1509.266	443.938	726.421	1551.245	310.781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	948.907	2058.105	387.866	874.643	2050.218	368.846	974.743	1698.498	399.817	776.046	1460.002	377.874
127	0.63000	852.194	1517.580	1263.289	850.300	1485.779	1065.010	860.361	1615.845	1342.630	871.436	1684.571	1162.715	957.818	1549.059	873.427	769.626	1549.062	890.346	919.027	1713.682	912.050	823.695	1725.513	911.268	1005.896	1621.872	923.038	718.178	1642.560	936.268	1000.906	1556.505	1319.787	713.546	1590.230	1314.381	1022.603	1621.538	655.707	1029.128	1686.309	663.936	1002.778	1694.158	570.580	1008.282	1628.157	568.903	848.173	1680.418	407.540	0.000	0.000	0.000	980.706	1793.502	371.753	974.879	1794.460	425.500	962.132	1875.784	419.609	965.805	1874.440	364.403	882.613	2081.168	422.118	915.407	2076.952	442.857	949.071	2079.728	416.598	867.500	2093.327	264.192	886.632	2089.416	218.005	962.923	2092.239	279.874	668.446	1581.266	717.454	663.994	1634.277	695.031	684.035	1603.876	615.409	684.714	1547.316	636.588	841.048	1521.711	441.092	724.195	1492.308	441.412	726.031	1536.825	310.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	950.198	2031.200	386.785	875.715	2023.386	367.595	975.835	1672.572	394.777	776.225	1444.857	376.217
128	0.63500	852.237	1500.536	1258.976	851.461	1469.701	1060.113	859.312	1598.820	1340.159	870.436	1668.352	1160.304	958.022	1533.572	868.922	769.354	1532.980	886.049	919.988	1699.015	907.874	824.437	1710.242	907.900	1006.392	1606.735	918.168	718.749	1627.302	933.493	1001.191	1540.797	1316.618	712.397	1571.943	1310.801	1022.581	1602.533	653.143	1028.979	1667.541	659.302	1002.804	1672.296	565.729	1008.605	1606.281	566.046	847.936	1654.245	402.511	0.000	0.000	0.000	981.964	1766.463	367.923	976.655	1767.070	421.778	965.405	1849.716	417.348	966.829	1847.464	361.177	884.031	2054.701	420.300	917.688	2050.995	440.870	950.477	2052.456	414.700	869.199	2066.309	262.001	888.077	2061.966	215.799	967.198	2065.919	279.482	668.239	1564.964	715.379	663.564	1618.520	694.058	682.884	1589.781	613.713	683.623	1532.783	633.545	841.944	1506.394	439.177	724.596	1475.091	439.050	725.446	1522.898	310.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	951.697	2004.154	384.955	876.780	1996.207	365.855	976.609	1646.370	390.190	777.082	1430.597	374.489
