NO_OF_FRAMES	455
NO_OF_CAMERAS	24
NO_OF_MARKERS	45
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:23:03.575	240978.54400470
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_4	cluster_tibia_right_3	calc_back_right	calc_lat_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Gap-filled	Mixed	Mixed	Mixed	Mixed
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	calc_back_right X	calc_back_right Y	calc_back_right Z	calc_lat_right X	calc_lat_right Y	calc_lat_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
187	0.93000	881.262	491.621	1300.099	890.835	458.739	1106.349	860.756	589.700	1375.070	841.852	651.460	1192.163	958.800	522.965	918.846	776.042	504.561	907.084	902.325	676.626	954.740	809.624	671.684	947.363	994.803	604.435	970.824	714.582	577.358	953.780	1009.599	569.461	1353.223	731.370	524.101	1350.039	1041.553	552.366	723.645	1041.889	615.655	707.624	1015.162	586.464	618.417	1026.927	525.135	640.678	864.594	511.776	458.630	0.000	0.000	0.000	987.973	456.232	313.570	985.411	510.670	307.142	968.620	495.654	226.668	970.195	440.481	234.378	869.610	451.995	18.311	904.274	470.758	9.903	937.592	443.986	12.612	853.076	303.312	68.299	875.878	261.613	89.071	951.005	314.360	51.204	682.713	616.648	709.110	670.175	670.513	729.471	694.979	703.681	651.565	700.687	647.893	628.280	860.565	754.056	465.558	742.040	742.010	450.840	743.362	872.579	446.848	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	942.315	430.942	70.176	866.266	421.332	91.064	983.851	479.001	456.010	783.336	772.796	368.446
188	0.93500	881.184	474.251	1295.497	890.614	441.868	1101.430	861.512	572.299	1370.961	842.603	634.642	1188.348	959.665	506.976	915.902	776.286	488.266	903.221	901.586	661.122	950.362	808.740	655.973	942.595	994.594	589.992	967.016	714.313	561.150	949.494	1010.299	551.325	1348.657	731.712	507.230	1345.911	1041.226	535.602	722.437	1040.818	598.715	704.865	1014.446	567.457	616.567	1026.210	506.687	640.240	864.742	492.657	456.737	0.000	0.000	0.000	987.721	442.154	309.735	986.102	496.710	304.905	969.389	484.406	224.012	969.778	428.769	230.023	869.392	449.314	17.345	904.102	468.640	10.168	937.345	441.764	11.538	852.231	298.257	56.675	874.575	254.938	74.977	949.747	309.625	40.742	682.450	597.687	704.256	670.004	651.828	723.791	695.226	684.092	645.455	700.668	627.999	623.092	860.564	730.782	458.490	741.437	718.998	444.647	743.545	848.278	443.686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	942.372	425.289	66.384	865.996	414.624	86.431	983.650	461.337	453.677	782.584	750.242	362.944
189	0.94000	881.352	456.834	1290.837	890.144	425.002	1096.346	862.272	554.909	1366.613	843.319	617.860	1184.259	960.289	490.943	912.347	776.123	471.919	899.228	900.760	645.919	946.027	807.884	640.484	937.778	993.647	573.913	963.318	713.924	545.066	945.016	1011.017	533.147	1344.093	731.903	490.406	1341.613	1040.918	519.008	720.832	1040.059	581.593	701.853	1013.922	548.543	614.448	1025.287	488.231	639.522	865.286	473.830	454.464	0.000	0.000	0.000	986.821	428.148	305.997	986.581	482.998	302.864	969.168	473.546	221.684	968.854	417.785	225.960	868.876	447.124	16.793	903.679	466.723	11.008	937.246	439.897	11.151	850.560	292.880	45.996	873.476	248.934	61.627	949.163	306.001	31.123	682.747	578.916	699.136	670.051	633.322	717.829	695.123	664.382	639.225	700.998	608.055	617.563	860.673	707.080	451.233	740.749	695.671	438.341	743.561	823.589	440.223	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	941.603	420.566	63.177	865.401	408.942	82.407	983.819	444.236	451.072	781.798	727.297	357.434
190	0.94500	881.320	439.424	1286.012	889.644	408.131	1091.143	862.378	536.898	1362.011	844.160	601.060	1180.055	960.589	474.881	908.107	776.396	455.769	894.955	900.213	631.545	941.970	807.167	625.703	933.479	993.597	558.972	959.637	713.483	529.191	940.377	1011.702	514.893	1339.493	732.181	473.705	1337.295	1040.341	502.352	718.887	1039.610	564.571	698.775	1014.110	529.707	611.741	1023.704	469.751	638.406	865.910	455.491	451.843	0.000	0.000	0.000	985.421	414.520	302.943	986.743	469.500	301.635	968.332	463.142	220.397	967.653	407.290	222.606	868.463	445.156	16.904	903.520	464.647	12.513	936.780	437.739	11.686	849.504	288.707	38.296	872.547	243.981	51.236	948.430	302.266	24.424	683.301	560.250	693.872	670.213	614.875	711.582	695.221	644.698	632.453	701.063	588.032	611.786	860.566	683.123	443.911	740.009	672.083	431.861	743.331	798.480	436.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	940.585	415.965	60.954	864.367	403.346	79.345	984.322	427.372	448.760	781.104	703.901	351.853
191	0.95000	881.325	422.033	1281.100	889.360	391.354	1085.793	862.830	519.331	1357.401	844.949	584.236	1175.840	961.059	459.506	904.536	776.320	439.602	890.421	899.758	617.191	937.911	806.353	610.666	928.609	993.437	543.281	956.149	712.981	513.377	935.386	1012.400	496.587	1334.825	732.353	457.070	1333.025	1039.303	485.508	716.544	1039.442	547.398	695.269	1014.778	511.254	608.490	1022.338	451.770	636.732	866.639	437.344	449.151	0.000	0.000	0.000	984.794	400.874	300.876	985.941	455.682	302.021	967.288	452.854	220.482	966.731	396.791	220.361	868.071	443.571	17.364	903.162	463.193	14.219	936.561	436.454	12.520	849.029	285.749	32.250	871.232	239.977	42.685	948.186	299.586	21.523	683.548	541.467	688.323	670.511	596.437	705.062	695.784	624.992	625.365	701.346	567.968	605.744	860.704	658.934	436.501	739.127	648.154	425.325	742.974	772.999	432.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	939.677	411.406	60.214	863.286	397.973	77.395	984.922	410.378	446.775	781.052	680.332	346.307
192	0.95500	881.102	404.555	1276.121	888.553	374.671	1080.353	863.722	502.109	1352.836	845.620	567.536	1171.852	961.104	443.912	900.519	776.245	423.565	885.808	899.255	602.956	934.045	805.543	596.018	923.895	993.286	527.409	952.868	712.247	497.765	930.450	1013.328	478.070	1330.222	732.557	440.074	1328.875	1038.060	468.520	713.972	1040.149	530.170	691.814	1015.658	493.312	605.192	1021.295	433.985	634.460	867.948	419.807	446.764	0.000	0.000	0.000	985.252	386.941	300.177	985.299	441.416	303.755	966.842	441.651	222.051	966.699	385.711	219.693	867.585	442.678	18.069	902.828	462.454	15.847	936.013	435.656	13.811	849.210	284.483	28.396	871.024	238.046	37.162	948.517	298.444	19.570	684.223	522.990	682.929	670.785	578.052	698.280	695.826	605.140	618.202	701.559	547.706	599.619	860.893	634.353	428.978	738.104	623.903	418.766	742.582	747.191	427.927	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	938.604	408.093	60.610	862.408	394.981	77.190	985.936	393.167	445.224	780.620	656.027	341.133
193	0.96000	880.972	387.083	1271.297	887.868	358.183	1074.909	864.924	485.081	1348.503	846.360	550.840	1168.702	961.547	429.010	896.368	776.375	407.767	880.928	898.766	588.696	930.314	804.685	581.544	919.241	993.746	512.095	950.013	711.393	482.300	925.345	1014.365	459.472	1325.766	732.338	423.408	1324.946	1037.257	451.897	711.754	1041.400	513.327	688.931	1016.390	476.134	602.500	1021.218	416.712	632.069	869.419	402.483	444.943	0.000	0.000	0.000	986.205	371.904	300.127	985.823	426.388	306.223	967.292	430.012	224.653	967.008	374.158	219.911	867.417	442.545	19.022	902.594	461.543	17.781	935.974	434.956	15.320	848.712	283.094	26.434	870.316	236.797	33.818	947.549	297.582	19.189	684.833	504.304	677.237	671.407	559.570	691.296	696.139	585.146	610.792	701.799	527.304	593.478	861.337	609.525	421.709	737.846	599.590	411.838	741.839	720.944	423.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.999	405.836	62.238	861.796	392.915	78.245	986.939	375.251	443.776	780.469	631.044	336.233
194	0.96500	880.730	369.605	1266.539	886.676	341.891	1069.551	865.987	467.557	1344.786	847.214	534.391	1166.474	961.843	414.311	892.287	776.248	392.177	875.995	898.028	574.333	926.704	803.647	567.099	914.721	993.168	496.816	947.014	710.567	467.008	920.279	1015.491	440.745	1321.634	731.930	406.577	1321.279	1037.401	436.046	710.388	1042.162	497.334	687.719	1017.217	460.397	601.067	1022.652	400.983	630.488	870.642	385.157	443.913	0.000	0.000	0.000	986.618	356.761	300.373	987.358	411.277	308.450	968.509	418.045	227.220	967.242	362.416	220.389	867.559	441.769	20.219	902.798	460.769	19.342	936.030	434.161	16.494	848.432	281.862	24.221	870.049	235.428	29.894	947.181	296.366	18.411	685.425	485.257	671.688	674.078	540.533	683.936	696.034	564.640	603.396	702.334	506.516	587.359	862.014	584.513	414.753	736.156	574.173	405.538	741.155	694.192	419.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.973	403.636	64.737	861.712	390.510	80.254	987.960	356.595	442.664	780.625	605.394	331.698
195	0.97000	880.559	352.120	1262.196	885.797	325.776	1064.186	867.205	449.813	1341.938	848.029	517.948	1164.298	962.371	399.579	888.761	776.229	377.192	871.029	896.843	559.571	923.491	802.518	552.798	910.391	992.539	482.145	944.585	709.616	451.856	915.357	1016.621	422.076	1317.799	731.332	389.850	1317.878	1037.446	420.715	709.354	1042.423	482.007	687.287	1018.098	446.005	600.158	1023.798	386.506	628.805	870.965	367.863	444.204	0.000	0.000	0.000	986.426	341.982	300.563	989.493	396.417	310.301	970.190	406.432	229.482	967.202	351.042	220.879	867.972	440.961	21.387	902.543	459.790	20.264	936.311	433.194	17.544	847.853	279.842	23.002	870.602	233.378	25.735	947.236	294.585	17.293	686.246	466.015	667.023	674.470	521.570	677.588	696.074	543.196	596.133	703.669	484.701	582.050	862.898	558.683	407.939	735.379	548.661	399.102	740.049	667.108	414.693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.876	400.601	67.127	862.032	387.220	82.555	988.842	337.419	441.816	780.752	579.142	327.635
196	0.97500	880.246	334.736	1257.750	884.691	309.712	1058.930	868.479	431.760	1339.679	848.967	501.714	1162.085	962.703	384.687	885.489	776.263	362.535	866.218	895.411	544.368	920.669	801.095	538.383	906.325	991.693	467.825	942.309	708.705	437.049	910.741	1017.702	403.354	1314.163	730.887	372.820	1314.558	1038.134	405.603	707.652	1042.355	467.299	686.283	1018.894	432.093	598.742	1024.763	372.263	626.848	870.210	349.790	445.661	0.000	0.000	0.000	986.163	328.400	300.422	991.591	382.223	311.659	972.174	395.475	231.357	967.284	340.437	221.018	868.006	440.185	22.021	902.966	459.193	21.558	936.440	432.466	18.371	847.097	278.596	22.559	870.831	232.197	23.292	947.348	294.073	16.723	686.528	446.879	663.781	674.904	502.650	671.879	696.023	521.013	589.634	704.445	462.027	577.964	863.976	532.377	402.037	735.024	522.713	393.006	738.898	639.691	410.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.904	397.575	67.868	862.009	384.514	84.083	989.084	318.611	441.145	781.459	552.344	323.605
197	0.98000	879.923	317.421	1253.837	883.647	293.738	1053.775	869.459	413.633	1337.641	849.845	485.744	1160.198	963.617	369.674	882.566	776.194	348.071	861.710	894.011	528.887	918.210	799.252	523.813	902.540	990.854	453.400	940.022	707.880	422.552	906.625	1018.743	384.407	1310.679	730.607	355.676	1311.384	1039.372	390.947	705.540	1042.115	452.854	684.628	1019.307	417.781	596.740	1025.714	357.894	624.568	868.875	331.355	447.547	0.000	0.000	0.000	986.369	315.625	299.699	993.169	369.081	312.251	973.968	385.376	232.602	967.230	330.996	220.656	868.047	439.861	22.467	903.119	458.815	22.208	936.465	432.117	18.925	846.662	278.262	21.726	870.756	231.416	21.442	946.868	293.613	16.639	686.698	427.771	661.249	675.283	483.908	667.115	696.203	498.899	584.137	704.811	439.570	574.911	865.042	505.595	397.228	734.682	496.189	387.814	737.674	611.960	405.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.867	395.515	68.448	861.801	383.096	84.639	989.143	300.797	440.381	782.250	525.011	319.634
198	0.98500	879.470	300.236	1249.995	882.528	277.785	1048.742	870.227	395.588	1335.807	850.858	469.618	1158.390	964.586	354.514	879.954	776.275	333.738	857.588	892.632	513.243	915.944	797.911	509.136	898.993	990.438	439.013	937.536	707.805	408.780	903.399	1019.608	365.638	1307.624	730.678	338.749	1308.217	1040.511	376.648	702.943	1041.684	438.806	682.299	1019.566	403.424	594.301	1026.565	343.596	622.069	867.301	313.075	449.057	0.000	0.000	0.000	985.915	304.634	297.524	994.427	357.638	311.761	975.205	376.990	232.972	966.661	323.158	219.267	868.104	439.712	22.942	903.324	458.559	23.026	936.446	431.758	19.390	846.933	277.676	20.282	870.549	230.826	20.031	947.026	293.349	16.330	687.004	408.838	659.217	675.430	465.066	663.352	695.994	477.265	579.824	704.339	417.532	572.623	865.986	478.830	393.754	734.996	469.267	383.663	736.303	583.976	401.487	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.232	393.882	68.858	861.623	382.015	84.824	988.639	284.251	439.147	783.014	497.221	316.339
199	0.99000	879.160	283.126	1246.436	881.451	261.906	1044.135	870.762	377.743	1334.095	851.865	453.573	1156.703	964.981	338.877	877.359	775.950	319.084	853.989	891.501	497.489	913.792	796.914	494.470	895.904	990.269	424.449	935.188	707.753	395.192	901.054	1020.259	346.705	1304.698	730.700	321.643	1305.259	1041.445	362.523	699.991	1041.290	424.808	679.611	1019.494	389.183	591.549	1027.117	329.363	619.209	866.058	295.256	449.605	0.000	0.000	0.000	984.931	295.649	294.551	994.639	347.806	310.148	975.559	369.980	232.188	965.897	316.663	216.894	867.961	439.485	23.125	903.265	458.388	23.364	936.328	431.625	19.822	846.774	277.378	19.672	870.432	230.527	18.489	946.667	293.165	16.309	686.650	389.845	657.710	675.379	446.118	660.248	696.058	455.920	576.469	703.918	396.102	570.915	866.586	452.296	391.397	735.283	441.818	380.667	734.868	555.804	397.521	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.996	392.376	68.689	861.036	380.747	84.964	987.286	269.521	437.109	783.291	468.703	313.638
200	0.99500	878.704	266.171	1243.191	880.285	245.962	1039.975	871.017	360.204	1332.469	852.912	437.468	1155.225	965.425	323.147	875.292	775.691	304.291	850.833	890.916	481.730	912.123	796.558	479.748	893.313	990.311	409.311	933.287	707.721	381.366	899.009	1020.371	327.673	1301.852	731.160	305.229	1302.815	1042.011	348.661	696.718	1040.665	410.867	676.555	1019.029	375.284	588.470	1027.145	315.477	615.997	868.199	279.904	446.696	0.000	0.000	0.000	984.301	287.806	290.515	994.294	339.346	307.489	975.134	363.952	230.373	965.045	311.197	213.662	867.758	439.319	23.279	902.974	458.420	23.214	936.279	431.752	20.012	846.047	277.226	19.497	869.956	230.110	18.284	946.323	292.640	16.519	686.097	370.881	656.656	675.187	427.352	657.705	696.125	435.007	573.741	703.454	374.974	569.524	866.724	425.594	390.211	735.518	413.813	378.808	733.718	527.366	394.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.595	391.188	68.321	860.417	379.813	84.671	986.818	258.032	433.486	784.122	440.234	311.538
201	1.00000	878.021	249.122	1240.253	879.039	230.078	1036.309	871.185	342.904	1330.915	853.841	421.289	1153.945	965.193	307.171	873.472	775.016	289.175	848.308	890.971	465.837	910.638	796.710	464.756	891.276	991.281	393.885	931.616	707.369	367.198	897.374	1020.412	308.552	1299.487	731.180	289.367	1300.680	1042.418	334.786	693.098	1040.374	397.170	673.343	1018.064	361.841	585.276	1027.023	301.980	612.258	869.368	269.259	440.441	0.000	0.000	0.000	983.629	280.874	286.155	993.633	331.955	304.545	974.465	358.761	228.175	964.168	306.388	210.039	867.620	439.060	23.428	902.824	458.165	23.785	936.029	431.444	20.456	846.352	277.147	18.586	870.081	229.812	17.534	946.145	292.318	16.541	685.577	352.153	655.866	674.679	408.629	655.599	695.876	414.281	571.429	702.706	354.160	568.665	866.579	399.068	389.946	735.707	385.591	377.632	732.795	498.880	391.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.399	390.096	67.966	859.903	378.888	84.307	987.255	249.332	428.033	784.653	411.347	309.945
202	1.00500	877.119	232.135	1237.686	877.807	214.047	1033.247	871.233	325.972	1329.557	854.837	405.038	1152.966	965.192	291.119	872.039	774.292	273.899	846.607	891.637	449.803	909.664	797.511	449.359	890.193	992.069	377.547	930.030	706.955	352.782	896.199	1020.218	289.425	1297.259	731.275	273.683	1299.194	1042.583	321.156	689.378	1040.319	383.748	670.296	1016.997	349.012	581.991	1026.814	288.968	608.290	869.388	260.784	434.704	0.000	0.000	0.000	982.922	274.615	281.796	993.216	325.293	301.332	973.905	353.942	225.783	962.991	301.996	206.543	867.633	438.991	23.750	902.781	458.041	24.193	936.105	431.293	20.845	846.250	277.193	18.219	870.057	229.727	16.772	946.019	292.295	16.475	685.501	333.601	655.428	674.368	390.005	653.892	695.492	393.776	569.722	701.741	333.659	568.043	866.396	372.505	390.202	735.615	357.138	376.908	732.129	470.179	388.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.425	389.121	67.695	859.568	378.010	84.029	987.931	242.511	422.340	785.263	382.404	309.173
203	1.01000	876.181	215.216	1235.645	876.461	198.011	1030.827	871.537	309.283	1328.277	855.793	388.749	1152.244	964.156	274.524	871.030	773.280	258.377	845.936	892.893	433.574	909.322	798.766	433.420	889.917	992.789	360.444	928.737	706.524	338.214	895.581	1019.898	270.414	1295.638	731.110	258.502	1298.302	1042.627	307.379	685.999	1040.319	370.161	668.087	1015.528	337.309	579.534	1026.288	276.807	604.387	869.487	253.565	429.593	0.000	0.000	0.000	982.205	268.987	277.623	992.843	319.168	298.249	973.284	349.661	223.384	962.167	298.245	203.181	867.659	438.961	24.246	902.863	457.903	24.805	936.055	431.095	21.262	846.172	277.041	17.798	869.912	229.677	16.144	945.997	292.149	16.431	684.532	314.913	655.317	674.160	371.523	652.589	695.260	373.577	568.271	700.378	313.217	567.726	866.298	346.083	391.100	735.767	329.042	376.770	731.803	441.479	386.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.351	388.277	67.614	859.321	377.113	84.112	988.361	236.143	416.961	785.811	353.324	309.098
204	1.01500	875.126	198.326	1234.296	874.943	181.799	1029.266	872.177	292.843	1327.451	856.734	372.290	1151.786	963.861	258.267	869.703	772.067	242.837	846.058	894.385	417.202	909.259	800.135	417.436	890.322	993.543	342.815	927.784	706.171	323.653	895.299	1019.537	251.241	1294.141	730.590	243.478	1298.089	1042.377	293.674	683.687	1040.077	356.814	667.786	1014.294	326.876	578.503	1025.664	265.633	601.122	868.393	247.741	425.318	0.000	0.000	0.000	981.625	263.967	273.872	992.511	313.690	295.494	972.603	345.625	221.196	961.172	294.862	200.273	867.512	438.802	24.747	902.789	457.701	25.423	935.889	430.884	21.937	845.987	276.908	17.435	869.559	229.523	15.553	945.884	292.272	16.174	684.036	296.428	655.743	674.133	353.041	651.976	694.787	353.306	567.556	699.185	292.976	568.224	866.621	319.635	392.432	735.966	300.873	377.152	731.795	412.675	385.534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.248	387.372	67.760	859.095	376.027	84.184	988.474	230.316	412.049	786.071	323.843	309.962
205	1.02000	874.020	181.465	1233.766	873.136	165.313	1028.615	872.770	276.227	1326.905	857.839	355.878	1151.607	962.527	241.439	868.555	770.887	227.425	847.412	895.909	400.784	909.532	801.568	401.316	890.998	993.998	324.998	927.149	706.021	308.914	895.574	1019.236	232.528	1293.225	730.278	228.666	1298.287	1041.800	279.908	681.737	1039.778	343.494	668.650	1013.315	317.496	578.288	1025.337	255.420	598.157	869.155	243.296	421.959	0.000	0.000	0.000	981.070	259.632	270.929	992.325	309.188	293.167	972.112	342.165	219.502	960.288	291.778	197.909	867.356	438.506	25.131	902.650	457.484	26.163	935.858	430.692	22.596	845.677	276.760	17.146	868.984	229.324	15.101	945.888	292.061	16.181	683.640	278.050	656.702	673.910	334.673	651.843	694.397	333.063	567.385	698.073	272.762	569.200	867.723	294.614	394.094	736.396	272.759	378.102	731.823	383.973	384.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	936.303	386.531	68.202	858.902	375.138	84.494	988.659	224.596	407.312	786.730	294.360	311.243
206	1.02500	873.079	164.817	1233.974	871.192	148.468	1028.751	873.385	259.613	1327.033	858.906	339.278	1151.699	961.841	224.848	867.813	769.668	211.794	849.153	897.396	384.197	910.005	802.951	385.191	891.865	994.389	307.065	926.806	706.055	294.078	896.282	1018.664	213.549	1292.936	729.683	214.097	1299.222	1040.971	266.130	680.017	1039.318	330.351	669.448	1012.711	308.237	578.087	1024.998	245.284	595.369	869.396	240.352	419.267	0.000	0.000	0.000	981.139	255.663	268.873	992.121	305.045	291.696	971.626	338.872	218.625	960.017	288.820	196.408	867.222	438.133	25.792	902.710	457.208	27.026	935.841	430.495	23.267	845.474	276.460	17.173	870.294	229.018	14.426	945.704	291.876	16.187	682.869	259.836	658.198	673.927	316.541	652.125	694.333	312.897	567.748	697.044	252.592	570.797	867.278	266.734	395.385	736.806	245.045	380.288	732.118	355.619	384.223	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.705	385.557	68.967	858.878	374.285	85.018	988.611	218.573	403.152	787.346	264.835	313.338
207	1.03000	872.029	148.128	1234.896	869.274	131.422	1029.404	873.926	242.929	1327.599	860.189	322.675	1152.229	960.877	207.999	867.510	768.477	195.913	851.206	898.819	367.484	910.672	804.096	368.950	893.428	994.672	289.258	926.693	704.897	279.386	898.048	1018.344	194.666	1293.045	729.443	199.791	1300.302	1040.152	253.128	678.546	1038.651	317.633	670.217	1012.151	298.754	578.257	1024.513	235.421	592.980	868.849	233.844	415.957	0.000	0.000	0.000	981.564	251.729	267.566	991.803	300.666	291.358	971.561	335.753	218.902	960.082	286.063	195.554	867.353	438.012	26.815	902.672	456.927	27.965	935.846	430.174	24.070	845.396	276.306	17.023	870.118	228.809	14.348	945.543	291.762	16.099	681.779	242.074	660.421	673.792	298.595	652.858	694.491	292.620	568.626	696.098	232.348	573.022	867.750	241.003	397.706	737.067	217.087	383.262	732.291	327.494	384.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	937.887	384.621	69.513	858.843	373.110	85.606	988.603	212.726	399.933	788.124	235.320	315.908
