NO_OF_FRAMES	208
NO_OF_CAMERAS	24
NO_OF_MARKERS	39
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:29:23.061	241358.03123630
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
150	0.74500	872.485	1287.543	1323.516	880.635	1248.885	1134.909	843.764	1389.727	1394.032	818.467	1445.805	1208.568	938.225	1302.954	929.073	756.407	1292.415	917.647	888.552	1455.225	979.356	794.977	1453.969	974.891	980.367	1380.957	988.358	696.415	1363.253	970.586	994.328	1379.174	1371.557	721.576	1308.449	1375.316	1004.694	1316.770	751.856	1015.085	1377.280	728.252	987.472	1341.672	642.002	990.007	1281.961	671.529	836.752	1255.351	490.288	953.848	1230.339	486.274	955.377	1200.130	344.226	948.078	1253.580	334.782	929.331	1232.660	256.322	936.307	1178.424	266.641	830.048	1168.326	46.771	864.484	1187.525	38.066	899.407	1163.799	45.469	823.273	1021.219	107.345	845.873	980.955	129.433	919.205	1036.445	94.273	660.274	1433.886	737.515	653.775	1483.526	766.558	672.730	1530.489	695.914	678.266	1478.909	663.103	834.568	1625.487	525.271	717.696	1604.535	497.534	0.000	0.000	0.000	902.877	1155.389	105.225	829.585	1142.126	125.601	903.130	1173.135	442.400	769.601	1633.314	417.678
151	0.75000	872.470	1266.124	1323.058	880.333	1227.644	1134.226	844.160	1368.437	1393.552	818.537	1424.451	1208.110	937.675	1281.593	928.240	756.108	1270.890	917.295	888.173	1434.114	978.700	794.790	1432.741	974.350	980.212	1359.429	987.563	696.129	1341.856	970.377	994.649	1357.787	1370.819	721.446	1287.243	1375.114	1004.914	1296.401	749.415	1014.373	1357.381	726.927	987.340	1322.775	640.005	990.983	1262.755	668.530	835.877	1238.876	486.003	953.860	1213.254	483.143	955.260	1177.937	342.984	947.360	1230.786	331.406	928.861	1206.743	253.929	936.380	1153.131	266.636	829.426	1133.414	46.856	863.765	1151.594	37.109	898.515	1128.065	45.555	821.524	989.603	114.187	843.879	950.008	138.383	917.583	1003.263	100.570	660.569	1411.516	736.623	653.012	1461.086	765.402	672.674	1508.149	694.206	678.584	1456.268	661.755	835.186	1601.710	524.650	718.277	1582.386	497.230	0.000	0.000	0.000	902.205	1122.809	106.080	828.429	1111.188	127.804	902.966	1154.326	440.233	769.236	1612.496	417.185
152	0.75500	872.564	1244.789	1322.236	880.051	1206.441	1133.178	844.322	1346.956	1392.740	818.593	1403.192	1207.381	937.327	1260.275	927.363	755.618	1249.435	916.880	887.832	1413.083	977.847	794.469	1411.580	973.570	979.943	1338.232	986.588	695.785	1320.618	969.958	994.832	1336.215	1369.675	721.527	1265.888	1374.537	1005.529	1276.129	746.591	1013.869	1337.596	725.281	987.409	1304.076	637.694	991.961	1243.772	665.190	833.830	1222.396	481.869	953.757	1195.992	479.638	955.403	1155.782	342.068	947.335	1208.296	328.686	928.596	1181.340	252.022	936.037	1128.010	266.470	828.658	1100.645	47.409	863.302	1118.381	36.973	897.554	1094.881	46.294	819.193	959.967	121.787	842.163	921.061	146.481	915.430	971.252	105.828	660.709	1389.220	735.169	652.869	1438.966	763.635	672.858	1485.408	692.181	678.762	1433.529	660.180	835.258	1577.613	523.284	719.016	1559.819	496.597	0.000	0.000	0.000	901.481	1092.037	107.163	827.753	1081.826	129.648	901.999	1135.437	438.699	768.709	1591.051	416.237
153	0.76000	872.228	1223.537	1321.309	879.587	1185.242	1131.771	844.343	1325.277	1391.708	818.675	1381.912	1206.507	936.745	1239.179	926.314	755.385	1228.178	916.409	887.466	1392.129	976.723	794.043	1390.543	972.532	979.559	1317.296	985.432	695.432	1299.309	969.302	995.274	1314.478	1368.435	721.885	1244.459	1373.835	1006.205	1255.998	743.426	1013.508	1317.980	723.304	987.725	1285.557	635.074	993.147	1224.907	661.648	832.986	1205.730	477.489	954.198	1178.453	476.321	955.133	1133.581	341.284	947.525	1185.694	326.350	928.513	1156.630	250.412	935.728	1103.650	266.511	827.744	1070.027	48.175	862.418	1087.198	37.011	896.534	1063.764	46.811	818.229	931.913	127.082	840.968	893.854	153.264	914.857	942.949	110.543	660.766	1367.028	733.515	652.772	1416.875	761.678	672.836	1463.187	690.082	678.987	1411.044	658.233	835.512	1553.241	521.339	719.804	1536.959	495.464	0.000	0.000	0.000	901.257	1063.260	108.363	827.525	1053.766	130.505	901.502	1116.399	437.167	768.072	1569.112	414.815
154	0.76500	872.452	1202.299	1319.868	879.211	1164.115	1130.098	844.853	1303.971	1390.534	818.856	1360.718	1205.429	936.143	1218.111	925.155	755.005	1206.946	915.795	887.130	1371.302	975.274	794.090	1369.506	970.805	979.061	1296.684	984.103	695.067	1278.260	968.695	995.574	1292.747	1366.806	721.882	1223.066	1372.701	1007.131	1235.908	740.031	1013.498	1298.452	721.089	988.193	1267.196	632.214	994.429	1206.214	657.644	832.716	1188.896	472.972	954.411	1160.298	472.916	954.850	1111.354	340.698	947.664	1163.255	324.481	928.183	1132.497	248.910	935.211	1079.858	266.627	826.856	1041.911	48.960	861.506	1058.505	36.951	895.572	1035.086	46.964	817.617	905.742	130.846	840.000	868.388	158.468	913.757	915.816	113.741	660.438	1344.861	731.638	652.530	1394.896	759.427	673.169	1440.701	687.623	678.857	1388.286	656.284	835.798	1528.529	518.764	720.480	1513.625	493.834	0.000	0.000	0.000	900.675	1036.270	108.957	827.102	1027.829	131.742	900.618	1096.957	436.017	767.353	1546.816	412.901
155	0.77000	872.145	1180.819	1318.242	878.880	1142.995	1127.996	845.253	1282.406	1389.104	819.008	1339.480	1204.232	935.233	1197.568	924.293	754.659	1185.781	915.026	886.572	1350.984	973.496	793.013	1348.985	969.388	978.479	1276.219	982.578	694.921	1257.373	967.475	995.978	1270.723	1365.068	722.110	1201.529	1371.365	1008.061	1216.103	736.322	1013.575	1278.946	718.569	988.820	1248.953	629.158	995.567	1187.583	653.507	832.781	1171.648	468.411	954.745	1141.391	469.879	954.227	1089.370	340.043	947.983	1141.190	322.945	928.210	1109.369	247.769	934.686	1056.944	266.391	825.982	1016.064	49.247	860.668	1032.359	36.586	894.565	1008.923	46.715	816.843	881.484	133.803	839.246	844.645	161.896	912.803	890.772	115.519	660.031	1322.704	729.507	652.111	1372.946	757.118	673.236	1418.173	685.099	678.807	1365.697	653.968	836.136	1503.524	515.382	721.196	1489.904	491.618	0.000	0.000	0.000	900.162	1011.396	109.123	826.614	1003.795	132.360	900.368	1077.268	434.684	766.583	1524.012	410.500
156	0.77500	872.178	1159.337	1316.182	878.337	1121.923	1125.609	845.655	1260.927	1387.418	819.238	1318.363	1202.841	935.194	1176.939	923.339	754.343	1164.754	914.073	885.972	1330.568	971.623	792.192	1328.393	967.329	977.875	1256.099	981.017	694.786	1236.489	966.011	996.302	1248.816	1363.034	722.274	1180.145	1369.768	1009.171	1196.394	732.546	1014.169	1259.353	715.959	989.640	1230.914	625.938	997.045	1169.240	649.104	833.051	1153.939	464.216	954.864	1121.586	467.589	953.719	1067.841	339.272	948.201	1119.500	321.679	928.284	1087.199	246.736	934.028	1034.887	265.875	825.252	992.781	48.726	859.562	1008.334	35.600	893.397	984.741	45.668	815.991	859.081	135.089	838.642	822.649	163.428	911.579	867.442	115.837	659.368	1300.670	727.279	651.593	1351.034	754.551	673.037	1395.834	682.310	678.440	1343.102	651.517	836.285	1477.868	511.173	721.795	1465.496	488.817	0.000	0.000	0.000	899.666	988.457	108.651	826.040	981.462	131.918	899.943	1057.247	433.692	765.678	1500.734	407.807
157	0.78000	871.912	1137.942	1313.912	877.859	1100.901	1122.940	846.021	1239.192	1385.537	819.189	1297.020	1201.135	934.659	1156.437	922.010	753.954	1143.742	912.854	885.340	1310.508	969.387	792.178	1307.861	964.837	977.248	1236.337	979.268	693.973	1215.813	964.560	996.714	1226.881	1360.572	722.467	1158.638	1367.964	1010.099	1176.511	728.519	1014.791	1239.860	713.002	990.185	1212.762	622.709	998.643	1150.808	644.733	833.629	1135.695	460.569	954.943	1101.360	465.742	953.280	1046.613	338.169	948.305	1098.486	320.351	928.294	1066.081	245.495	933.478	1013.701	264.767	824.473	971.460	47.221	859.228	987.602	34.220	893.050	964.061	44.232	815.351	838.597	134.595	837.892	802.255	163.007	911.345	847.312	115.080	658.865	1278.565	724.786	651.125	1329.245	751.685	672.848	1373.234	679.271	677.944	1320.304	648.800	836.743	1452.097	506.444	722.187	1440.508	485.383	0.000	0.000	0.000	899.190	967.672	107.299	825.577	960.877	130.793	898.887	1037.216	432.859	764.742	1477.039	404.559
158	0.78500	871.665	1116.530	1311.525	877.300	1079.887	1119.984	846.582	1217.702	1383.360	819.303	1275.976	1199.369	934.770	1136.023	920.769	753.588	1122.805	911.463	884.526	1290.557	966.969	791.397	1287.570	962.233	976.621	1216.554	977.293	693.505	1195.178	962.603	997.268	1204.811	1358.057	722.795	1137.199	1365.796	1011.015	1156.710	724.576	1015.798	1220.473	710.123	990.763	1194.550	619.446	999.861	1132.256	640.283	833.589	1116.400	458.792	954.443	1080.279	464.618	952.878	1026.149	336.529	948.253	1078.166	318.929	928.360	1046.200	243.928	933.029	993.677	263.021	824.067	952.603	44.991	858.736	968.607	31.864	892.615	945.093	41.915	814.648	820.078	132.237	837.604	783.341	160.814	910.699	828.201	112.626	658.067	1256.440	722.244	650.604	1307.382	748.553	672.541	1350.603	675.876	677.323	1297.363	645.759	837.064	1425.888	501.132	722.168	1414.978	481.410	0.000	0.000	0.000	898.757	948.789	105.119	825.177	942.057	128.552	897.820	1016.949	431.856	763.467	1452.593	400.945
159	0.79000	871.577	1095.026	1308.770	876.812	1058.960	1116.754	847.127	1196.106	1380.979	819.652	1254.793	1197.327	934.100	1116.036	918.926	753.493	1102.290	909.609	883.683	1270.776	964.216	790.598	1267.381	959.395	975.419	1196.248	974.941	693.035	1174.679	960.291	997.679	1182.670	1355.164	722.878	1115.735	1363.383	1011.650	1136.975	720.859	1016.920	1200.907	706.997	991.174	1175.848	616.336	1000.498	1113.293	636.206	833.448	1096.591	459.004	953.753	1058.614	463.309	952.361	1006.483	334.352	948.123	1058.590	317.173	928.557	1027.320	241.755	932.088	974.544	260.529	823.982	935.939	41.869	858.660	951.867	28.768	892.324	928.212	38.744	814.153	802.759	128.493	836.480	766.161	156.970	910.107	811.044	109.074	657.545	1234.283	719.379	648.752	1285.627	745.830	672.336	1327.649	672.149	676.624	1274.292	642.470	837.238	1399.240	495.240	721.926	1388.991	476.943	0.000	0.000	0.000	898.388	931.474	102.018	824.893	924.855	125.364	896.742	996.686	430.435	762.281	1427.624	396.944
160	0.79500	871.424	1073.495	1305.715	876.404	1038.148	1113.173	847.664	1174.392	1378.372	819.878	1233.699	1195.066	934.541	1095.996	917.263	753.074	1081.575	907.676	882.909	1251.118	961.269	789.681	1247.440	956.304	975.506	1177.753	972.534	692.471	1154.363	957.748	998.158	1160.562	1352.065	722.998	1094.434	1360.724	1012.518	1117.471	717.922	1018.045	1181.630	704.182	991.149	1156.616	613.659	1000.678	1094.169	633.504	832.816	1075.535	460.005	952.993	1037.078	462.022	951.868	987.641	331.685	948.103	1039.971	315.165	928.008	1009.806	239.378	931.816	956.922	257.426	823.834	921.213	37.906	858.501	937.128	24.974	892.242	913.283	34.772	812.806	788.319	124.524	835.801	750.624	151.893	909.559	795.653	104.192	657.140	1211.927	716.302	647.647	1263.674	742.204	672.420	1304.652	667.810	675.981	1251.046	638.798	837.333	1372.302	489.043	721.333	1362.583	472.007	0.000	0.000	0.000	898.335	916.162	98.155	824.595	909.296	121.228	895.999	976.448	428.758	760.965	1401.935	392.554
161	0.80000	871.475	1051.949	1302.341	875.907	1017.333	1109.438	848.142	1152.621	1375.503	820.170	1212.660	1192.587	934.841	1075.999	915.191	752.621	1060.784	905.207	881.972	1231.436	958.096	788.906	1227.493	952.895	974.938	1158.520	969.803	691.976	1134.035	954.822	998.840	1138.303	1348.862	723.246	1072.992	1357.691	1013.039	1098.783	716.332	1018.716	1162.664	701.571	990.914	1136.807	611.731	1000.655	1074.516	632.247	832.065	1053.730	460.708	952.163	1015.334	460.943	951.497	969.314	328.550	947.582	1021.839	312.995	927.794	993.285	236.688	931.352	940.091	253.710	823.780	908.301	33.336	858.586	924.421	20.605	892.177	900.390	30.104	813.131	773.938	117.774	835.378	736.699	145.559	908.998	781.773	98.479	656.771	1189.489	712.978	647.123	1241.599	738.080	672.212	1281.501	663.409	675.354	1227.607	634.923	837.378	1344.896	482.390	720.542	1335.730	466.711	0.000	0.000	0.000	898.284	902.430	93.601	824.418	895.437	116.315	894.991	956.159	426.891	759.692	1375.620	387.848
162	0.80500	871.308	1030.416	1298.704	875.383	996.483	1105.427	848.720	1130.911	1372.428	820.511	1191.614	1189.918	935.183	1056.450	912.984	752.417	1040.212	902.576	881.038	1211.941	954.547	788.007	1207.663	949.168	974.141	1139.116	966.973	691.602	1113.866	951.718	999.332	1115.992	1345.275	723.422	1051.793	1354.490	1013.317	1080.429	715.286	1018.489	1144.174	699.392	989.683	1116.553	610.297	1000.540	1054.770	631.829	831.836	1031.694	460.919	951.301	993.742	459.557	951.081	951.147	325.049	947.276	1004.189	310.989	927.486	977.427	233.867	931.164	924.012	249.623	823.883	897.644	28.395	858.723	913.812	15.786	892.186	889.432	24.906	811.896	762.788	111.634	834.748	724.201	138.009	908.723	769.927	91.491	656.535	1166.919	709.356	646.599	1219.368	733.651	672.219	1258.208	658.437	674.870	1204.070	630.690	837.356	1317.191	475.396	719.512	1308.544	461.022	0.000	0.000	0.000	898.175	890.369	88.401	823.738	883.280	111.704	894.319	936.014	424.108	758.396	1348.859	382.812
163	0.81000	871.322	1009.007	1294.753	874.934	975.695	1101.138	849.041	1108.924	1369.076	820.948	1170.630	1186.945	934.729	1036.848	910.073	752.056	1019.704	899.606	879.981	1192.329	950.988	787.067	1187.861	945.267	973.494	1121.312	963.865	691.157	1093.783	948.286	999.866	1093.726	1341.236	723.623	1030.498	1350.874	1013.647	1062.417	714.419	1017.667	1125.455	697.230	988.099	1096.009	609.178	1000.168	1034.757	631.626	830.771	1008.736	460.976	950.605	972.064	458.171	951.152	933.465	321.395	947.097	986.624	308.770	927.593	962.132	231.098	930.891	908.292	245.099	824.217	888.691	23.219	859.089	904.897	10.826	892.447	880.158	19.471	811.437	752.395	103.643	834.033	713.156	129.384	907.771	758.790	83.595	656.395	1144.302	705.391	646.235	1197.082	728.847	672.081	1234.742	653.109	674.271	1180.133	626.084	837.100	1289.060	467.975	718.198	1280.985	455.023	0.000	0.000	0.000	898.012	879.579	82.856	823.776	872.260	105.802	893.907	915.518	420.576	756.633	1321.545	377.186
164	0.81500	871.310	987.222	1290.638	874.590	954.873	1096.660	849.296	1087.013	1365.485	821.502	1149.615	1183.747	935.389	1016.812	907.568	751.895	999.449	896.371	878.784	1172.512	946.825	786.164	1168.210	941.167	972.414	1101.105	960.871	690.675	1073.749	944.556	1000.456	1071.315	1337.236	723.648	1009.155	1347.000	1013.960	1043.706	713.670	1016.153	1106.527	695.118	986.295	1074.988	607.988	999.724	1014.382	631.357	829.961	985.293	460.730	949.942	950.711	456.726	951.062	916.143	317.321	947.306	969.662	306.485	927.846	947.690	228.049	930.788	893.456	240.347	825.055	881.585	19.561	859.854	898.228	7.536	893.083	872.836	15.055	810.516	743.575	95.014	833.089	703.311	119.749	907.797	750.332	75.433	656.350	1121.632	701.130	646.074	1174.815	723.659	672.035	1211.096	647.379	673.801	1156.081	621.266	836.805	1260.576	460.451	716.851	1253.110	448.769	0.000	0.000	0.000	898.445	870.087	77.366	823.952	862.388	99.763	893.285	894.958	416.664	755.371	1293.625	372.077
165	0.82000	871.383	965.664	1286.245	874.214	934.074	1091.965	849.619	1065.114	1361.652	822.224	1128.686	1180.245	935.673	997.169	904.578	751.797	979.227	892.845	877.648	1153.111	942.713	785.159	1148.736	936.718	970.941	1081.386	957.222	690.486	1053.875	940.721	1001.036	1048.825	1332.870	723.719	987.935	1342.828	1014.193	1024.729	712.485	1014.288	1087.324	693.031	984.271	1053.294	606.821	999.144	993.429	631.434	829.620	962.161	460.069	949.146	929.528	455.230	950.863	899.210	313.189	947.511	953.168	304.089	928.639	934.083	224.854	930.588	879.410	235.291	825.612	877.504	18.508	860.410	894.883	7.771	893.764	868.772	12.896	810.143	736.229	85.385	832.336	694.533	107.895	906.534	741.952	64.207	656.015	1098.934	696.618	646.054	1152.494	718.124	671.816	1187.437	641.244	673.237	1131.970	616.065	836.517	1231.807	452.716	715.126	1224.812	442.270	0.000	0.000	0.000	898.829	861.457	72.327	824.312	852.980	94.489	893.724	875.343	412.254	753.856	1265.374	366.080
166	0.82500	871.534	943.734	1281.831	873.853	913.297	1086.983	850.186	1043.421	1357.504	822.966	1107.870	1176.512	936.253	977.743	901.139	751.711	959.178	889.141	876.682	1133.859	938.465	784.089	1129.291	932.179	970.100	1062.420	953.601	689.621	1033.981	936.519	1001.643	1026.233	1328.432	723.815	966.755	1338.415	1014.223	1005.479	711.350	1012.167	1067.711	690.692	982.501	1031.352	605.415	997.957	972.275	631.240	829.960	939.421	458.619	948.860	908.849	453.121	950.515	882.836	308.889	948.333	937.160	301.661	929.033	921.014	221.769	930.375	866.014	230.356	825.410	873.461	16.571	860.060	891.848	7.179	893.402	865.013	10.531	809.606	728.993	73.657	831.318	685.576	93.755	906.441	736.166	52.896	655.774	1076.257	691.824	646.014	1130.282	712.249	671.700	1163.546	634.673	672.741	1107.675	610.515	835.748	1202.579	444.760	713.185	1196.098	435.466	0.000	0.000	0.000	898.794	854.120	67.283	824.105	844.501	88.685	893.582	856.136	407.578	752.430	1236.526	360.261
167	0.83000	871.402	922.144	1277.010	873.413	892.305	1081.921	850.796	1021.767	1353.258	823.779	1087.161	1172.600	936.093	957.447	897.523	751.543	939.144	885.162	875.625	1114.620	934.192	783.011	1109.976	927.557	969.997	1044.055	950.009	689.106	1014.218	932.229	1002.410	1003.479	1323.865	723.821	945.705	1333.869	1013.743	985.939	710.074	1010.238	1047.701	688.167	980.959	1009.114	603.540	996.287	950.747	631.027	830.383	916.896	456.669	948.799	888.903	450.237	949.650	866.914	304.738	948.956	921.526	299.283	929.191	908.554	218.863	929.345	852.997	225.549	824.670	870.376	15.253	859.477	889.331	7.841	892.841	862.418	9.401	808.298	721.782	60.468	830.181	676.928	77.725	904.232	729.518	40.606	655.480	1053.502	686.788	646.238	1108.017	706.050	671.526	1139.580	627.720	672.245	1083.148	604.720	835.149	1173.006	436.685	711.125	1166.982	428.526	0.000	0.000	0.000	897.828	847.603	62.619	822.663	837.482	84.098	893.784	836.888	402.626	750.925	1207.048	354.361
168	0.83500	871.219	900.615	1272.021	873.002	871.521	1076.621	851.450	1000.232	1348.771	824.712	1066.407	1168.478	936.527	938.482	893.242	751.455	919.168	880.969	874.692	1095.711	930.098	781.993	1090.731	922.714	969.332	1024.875	946.234	688.525	994.554	927.651	1003.047	980.852	1319.367	723.907	925.291	1329.463	1012.782	966.223	708.376	1008.615	1027.414	685.254	980.720	987.102	601.160	994.263	929.040	630.264	831.751	894.867	453.936	949.101	869.384	447.246	947.940	851.283	300.897	948.883	906.191	297.185	927.933	896.370	216.066	927.891	840.592	221.271	823.729	867.843	14.575	858.827	886.992	9.045	892.227	859.802	9.641	807.450	714.910	49.232	828.679	669.046	62.875	904.237	725.644	30.682	655.269	1030.817	681.512	646.342	1085.724	699.547	671.376	1115.459	620.537	671.729	1058.659	598.733	834.494	1143.102	428.638	708.830	1137.382	421.415	0.000	0.000	0.000	896.424	841.330	59.365	820.674	830.146	80.257	894.372	817.402	397.737	749.463	1177.032	348.468
169	0.84000	871.075	879.465	1266.962	872.526	850.732	1071.179	852.220	978.752	1344.223	825.616	1045.824	1164.297	936.666	919.046	889.167	751.217	899.231	876.492	873.936	1077.313	926.260	781.045	1071.931	918.082	968.753	1005.638	942.676	687.882	975.078	922.983	1003.872	957.847	1314.664	723.828	904.641	1325.023	1011.688	946.111	706.205	1007.743	1007.065	681.888	981.368	965.106	598.028	992.377	907.363	629.016	832.383	873.634	451.032	949.690	850.050	444.581	946.371	835.499	297.690	947.500	890.175	296.534	926.360	884.291	215.240	926.056	828.228	217.914	822.903	865.268	14.919	858.149	884.578	11.429	891.608	857.485	10.843	805.850	709.917	40.018	827.137	662.837	50.425	902.838	721.723	23.580	655.548	1008.216	676.055	646.710	1063.406	692.771	671.127	1091.270	613.032	671.219	1033.940	592.647	833.788	1112.482	420.513	706.386	1107.378	414.317	0.000	0.000	0.000	895.119	834.485	58.283	819.109	822.519	77.467	894.315	797.246	393.776	748.104	1146.281	342.726
170	0.84500	870.714	857.907	1261.904	871.889	830.051	1065.721	853.010	957.302	1339.717	826.485	1025.289	1160.358	936.327	899.476	884.755	750.817	879.428	872.150	873.407	1059.336	922.605	780.082	1053.349	913.406	967.793	985.459	939.051	687.084	955.673	918.109	1004.875	934.772	1310.137	723.670	884.049	1320.778	1010.502	925.709	703.625	1008.044	986.309	678.274	982.732	943.314	594.532	991.068	885.921	626.926	833.290	853.232	448.274	950.477	830.353	442.175	945.922	819.652	296.321	946.132	874.041	297.637	925.063	871.084	216.354	924.866	814.956	216.535	822.325	863.770	15.745	857.636	882.936	13.633	890.946	855.857	12.316	804.193	706.384	32.674	824.877	658.684	40.400	902.230	718.652	20.889	655.562	985.472	670.589	648.520	1040.740	685.545	670.985	1066.791	605.262	670.777	1008.990	586.407	833.416	1081.634	412.629	704.738	1077.349	406.803	0.000	0.000	0.000	893.519	829.203	57.760	817.213	817.745	76.261	895.342	776.756	390.478	747.012	1114.839	337.289
171	0.85000	870.587	836.458	1256.945	871.068	809.591	1060.308	853.930	935.869	1335.421	827.255	1004.835	1157.310	936.353	880.661	880.244	750.591	859.695	867.677	872.632	1041.392	919.199	778.971	1034.911	908.911	968.202	966.696	936.357	686.365	936.434	913.182	1006.057	911.383	1305.778	723.091	863.453	1316.888	1009.943	905.259	700.908	1009.221	965.565	674.885	983.979	922.160	591.298	991.305	864.961	624.370	834.381	833.533	445.712	951.531	810.220	440.093	946.493	802.224	296.424	945.886	856.684	300.554	925.225	857.142	219.246	924.689	801.220	216.756	821.828	862.838	16.610	857.184	882.014	15.427	890.581	854.965	14.032	802.844	704.754	29.551	823.698	656.820	35.532	901.197	716.848	19.623	655.781	962.462	665.141	649.132	1018.182	678.588	670.286	1041.753	597.640	670.293	983.559	580.488	833.255	1050.214	405.044	702.484	1046.293	399.744	0.000	0.000	0.000	892.363	825.895	58.909	816.003	814.497	76.217	895.709	756.293	389.011	746.313	1082.684	332.142
172	0.85500	870.063	814.963	1252.167	869.879	789.198	1054.928	855.050	914.540	1331.762	828.059	984.469	1155.240	933.959	860.371	875.475	750.405	840.274	862.968	871.714	1023.550	916.156	777.805	1016.842	904.629	967.456	947.227	933.638	685.506	917.132	908.342	1007.417	888.256	1301.612	722.323	843.181	1313.269	1009.930	884.970	698.495	1011.257	945.292	672.532	984.864	902.656	588.994	992.142	845.212	621.651	834.986	814.457	443.744	952.296	789.829	438.035	947.178	784.210	296.777	947.247	838.934	303.282	926.145	843.155	222.194	924.659	787.451	217.217	821.748	862.134	17.870	857.047	881.404	17.104	890.460	854.278	15.334	803.096	703.854	27.344	823.216	655.894	32.192	900.087	716.614	19.430	656.138	938.986	660.191	649.534	995.026	671.830	670.305	1016.272	589.812	670.078	957.467	574.580	833.382	1018.419	398.075	700.546	1014.726	392.756	0.000	0.000	0.000	891.908	823.483	61.447	815.658	812.301	77.964	895.845	736.635	388.053	746.444	1050.095	327.457
