NO_OF_FRAMES	208
NO_OF_CAMERAS	24
NO_OF_MARKERS	39
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:29:23.061	241358.03123630
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
203	1.01000	840.095	168.914	1299.943	821.306	135.823	1105.349	861.492	271.404	1375.089	865.009	335.725	1190.788	928.582	194.692	902.591	743.748	194.098	916.204	884.464	349.190	954.613	791.800	360.496	949.516	974.886	262.793	957.859	688.436	279.593	967.208	988.702	194.411	1347.236	713.570	253.177	1358.113	1002.094	318.665	704.703	1007.476	377.373	733.150	985.156	414.647	646.320	984.586	351.812	624.749	826.557	476.700	483.090	950.637	461.006	461.464	948.814	548.489	345.741	944.114	590.455	380.360	926.385	637.944	314.693	931.780	594.885	279.481	836.406	765.385	165.213	873.417	775.561	177.858	903.976	759.486	154.071	805.980	675.456	41.290	822.308	642.794	13.033	903.802	681.322	41.348	645.219	213.277	752.143	643.173	261.591	721.463	668.195	220.254	649.029	665.054	167.515	678.768	752.386	45.791	431.051	711.158	165.598	400.360	735.129	213.386	328.643	903.654	704.439	165.134	828.031	687.416	164.463	896.080	455.030	386.232	712.497	116.254	368.610
204	1.01500	839.432	147.860	1302.798	820.532	114.102	1109.048	861.369	250.297	1377.260	865.587	313.824	1192.731	928.322	171.937	904.810	743.938	171.979	920.070	885.177	326.368	957.098	792.402	337.634	952.013	975.063	239.270	960.090	688.444	257.459	970.806	987.842	172.713	1349.955	713.615	232.727	1360.025	1002.260	298.469	707.626	1008.148	356.906	737.552	985.049	395.921	651.730	984.405	333.664	628.570	826.594	461.608	490.314	950.528	445.902	467.476	949.570	535.799	353.325	943.641	577.050	388.152	926.355	625.044	322.610	932.095	582.434	287.314	836.881	751.934	179.313	873.852	761.455	192.128	904.460	747.700	167.115	806.071	668.980	48.596	821.844	639.907	13.352	903.825	677.769	48.274	645.758	189.743	756.099	642.425	237.968	725.402	667.966	196.918	652.800	665.324	144.327	682.522	789.275	51.792	473.581	706.069	65.575	507.134	712.264	88.232	366.937	904.300	692.692	175.077	828.766	675.410	173.074	896.314	441.216	391.760	826.879	79.861	515.258
205	1.02000	838.784	126.606	1305.415	820.049	92.301	1112.371	861.143	229.195	1379.124	866.131	291.995	1194.539	928.149	149.343	906.724	744.090	149.887	923.452	885.643	303.402	959.314	792.184	313.607	954.547	975.062	215.971	962.073	689.093	235.656	973.492	987.098	151.209	1352.526	713.349	212.007	1361.794	1002.564	278.403	710.428	1008.480	336.262	741.614	984.956	376.925	656.851	984.439	315.284	632.278	827.076	445.983	496.909	950.326	429.595	472.685	949.540	521.767	360.380	943.530	562.709	395.594	926.855	611.423	330.722	932.463	569.167	294.935	837.072	738.190	193.214	874.269	747.553	206.171	904.705	735.954	180.045	807.239	664.000	55.667	822.404	638.079	14.317	902.847	673.844	56.550	646.395	166.277	759.575	641.873	214.504	729.143	667.448	174.061	656.065	665.778	121.394	685.563	826.026	59.280	514.730	705.992	45.366	507.623	712.343	60.586	365.257	904.915	681.320	185.381	829.495	663.380	181.956	895.598	426.186	396.834	751.011	-0.919	435.481
206	1.02500	838.093	105.294	1307.731	819.517	70.578	1115.406	860.844	207.977	1380.657	866.597	270.240	1196.073	927.905	127.051	908.215	744.285	127.893	926.322	886.012	280.462	961.468	792.930	291.032	956.935	975.164	192.865	963.944	689.445	213.697	976.093	986.427	129.575	1354.751	713.336	191.467	1363.260	1002.746	258.216	713.117	1008.695	315.538	745.281	984.585	357.824	661.648	984.562	296.574	635.660	827.624	429.114	502.712	950.175	412.346	477.066	949.446	506.547	366.653	943.744	547.063	402.668	927.169	596.942	338.666	932.549	555.283	302.102	836.864	725.954	206.088	873.625	734.920	219.925	904.689	725.109	192.381	807.683	658.794	64.271	823.105	635.209	22.537	903.145	669.619	65.876	647.118	142.955	762.506	640.533	191.123	732.525	667.153	151.920	658.691	667.092	99.076	687.467	824.877	39.481	513.597	705.838	25.342	507.426	712.335	33.254	363.110	905.239	670.389	195.654	830.052	651.896	190.670	895.209	410.154	401.425	750.289	-23.312	436.962
207	1.03000	837.437	83.895	1309.756	818.902	48.690	1118.031	860.558	186.774	1381.969	866.991	248.423	1197.346	927.789	104.892	909.498	744.640	105.989	928.688	886.503	257.836	963.430	793.403	268.361	958.863	975.340	169.957	965.533	689.985	191.655	978.369	985.591	107.947	1356.813	713.135	170.682	1364.476	1003.085	237.957	715.661	1008.753	294.676	748.643	984.230	338.376	665.856	984.847	277.613	638.871	828.158	411.767	507.728	949.954	394.070	480.718	948.836	490.385	372.244	944.647	530.140	409.156	928.024	581.825	346.531	932.418	540.916	308.917	836.571	715.513	218.257	873.317	724.236	232.230	904.451	715.418	204.582	808.033	652.755	74.888	823.237	629.943	32.215	903.922	663.644	76.470	648.231	119.765	764.378	639.829	168.150	735.213	667.103	130.929	660.608	668.152	77.553	688.461	823.545	20.447	511.807	705.725	5.652	506.490	712.227	6.060	360.847	905.490	660.461	206.315	830.238	641.845	200.604	893.901	393.345	405.006	749.914	-45.216	437.877
208	1.03500	836.780	62.506	1311.457	818.494	26.770	1120.423	860.189	165.532	1383.085	867.038	226.504	1198.420	927.398	82.908	910.338	744.924	84.050	930.335	886.706	235.253	965.328	793.803	245.880	960.617	975.608	147.271	966.761	690.211	169.535	980.316	985.172	86.307	1358.549	712.860	149.892	1365.470	1003.328	217.608	718.031	1008.691	273.935	751.737	983.736	318.484	669.521	985.192	258.225	641.716	828.726	393.472	511.910	949.702	374.903	483.563	948.679	473.655	376.994	945.487	512.310	415.142	929.031	566.146	354.328	932.004	526.296	315.452	836.826	705.777	230.607	873.259	713.891	244.736	904.312	705.839	216.749	808.345	644.779	85.852	823.611	622.991	42.896	903.891	655.574	88.172	649.264	96.970	765.545	639.479	145.949	737.603	667.169	110.834	661.951	668.997	56.870	688.526	822.106	1.948	509.362	705.690	-13.602	504.983	712.187	-20.767	358.284	905.069	650.626	217.704	830.369	632.447	211.797	892.722	375.786	407.863	749.767	-66.527	438.366
209	1.04000	836.290	41.576	1312.714	817.879	4.781	1122.316	859.814	144.174	1383.946	867.169	204.780	1199.336	927.464	61.055	911.079	745.380	62.223	931.307	887.298	212.941	967.095	794.049	223.442	962.315	975.950	124.957	967.983	690.347	147.303	981.634	984.663	64.668	1360.123	712.515	128.981	1366.185	1003.437	197.148	720.132	1008.665	253.046	754.203	983.785	298.440	672.423	985.645	238.092	643.981	829.262	374.127	515.235	949.281	355.181	485.588	948.226	456.469	381.109	946.688	494.038	420.882	930.047	550.156	362.148	931.563	511.668	321.992	837.204	695.721	243.553	874.221	703.680	257.520	905.033	695.420	229.478	808.280	636.793	97.946	823.490	615.159	54.570	903.808	646.654	100.302	650.143	74.881	766.318	639.497	124.255	739.410	667.230	91.255	662.903	669.700	36.758	688.208	820.626	-16.285	506.246	705.419	-32.582	502.910	712.032	-47.359	355.637	905.277	640.432	229.454	830.363	623.057	223.517	892.008	357.874	410.314	749.694	-87.443	438.467
210	1.04500	835.728	20.303	1313.882	817.779	-16.448	1123.756	859.400	122.796	1384.695	867.190	183.026	1200.120	927.466	39.375	911.512	745.758	40.396	931.786	887.411	190.580	968.473	794.300	201.171	963.588	976.061	102.740	969.034	690.663	125.094	982.659	984.248	43.001	1361.509	712.095	108.022	1366.830	1003.421	176.301	721.796	1008.211	232.093	756.057	983.495	277.723	674.383	986.110	217.614	645.719	829.566	353.757	517.671	948.866	334.819	486.971	947.615	438.994	384.952	947.885	475.011	426.159	930.835	533.520	370.137	931.083	496.844	328.325	837.988	685.140	256.625	875.386	692.608	270.649	905.900	684.222	242.345	808.294	628.765	110.251	822.792	607.500	66.521	903.799	637.291	112.492	650.889	53.364	766.664	639.477	103.105	740.854	667.133	71.919	663.489	670.258	16.978	687.627	819.357	-34.105	502.696	705.079	-51.313	500.231	711.765	-73.671	353.170	905.502	629.461	241.351	830.436	612.994	235.584	890.989	339.421	412.033	749.776	-107.763	437.928
211	1.05000	835.250	-1.047	1314.896	817.383	-38.203	1124.934	858.963	101.380	1385.301	867.109	161.303	1200.760	927.964	17.756	911.873	746.154	18.549	931.883	887.672	168.828	969.797	794.307	178.917	964.531	976.197	80.858	969.911	690.922	102.792	983.114	983.956	21.355	1362.570	711.382	87.009	1367.166	1003.397	155.168	722.982	1007.741	211.018	757.139	983.301	256.473	675.352	986.160	196.406	646.712	829.565	332.140	519.168	948.345	313.973	487.747	947.006	421.275	388.493	948.514	455.506	430.893	931.307	516.630	377.794	930.361	481.586	334.667	838.737	673.082	270.223	876.524	680.234	284.137	906.956	672.123	255.640	807.880	620.627	122.730	822.165	600.300	78.343	903.638	628.041	124.594	651.098	32.260	766.660	639.670	82.500	741.817	666.815	52.781	663.705	670.344	-2.562	686.774	818.715	-51.905	498.926	704.639	-69.900	497.043	711.575	-99.591	350.966	905.844	617.503	253.065	830.626	601.956	247.547	890.516	320.720	413.215	749.502	-127.796	437.072
212	1.05500	834.730	-22.523	1315.695	817.274	-59.904	1125.791	858.451	79.873	1385.789	866.962	139.670	1201.251	928.143	-3.655	912.083	746.729	-3.217	931.727	887.590	147.139	970.820	794.090	156.811	965.438	976.073	59.467	970.911	690.510	80.451	983.763	983.729	-0.282	1363.314	710.942	66.120	1367.374	1003.254	133.746	723.646	1007.368	189.613	757.675	983.432	234.979	675.506	986.159	174.630	647.133	829.325	309.570	519.658	947.666	292.642	488.090	946.240	403.138	391.869	949.001	435.822	435.721	931.714	499.149	385.482	929.590	465.859	340.969	839.586	660.019	284.285	877.815	666.668	298.008	907.857	658.957	269.160	807.596	612.210	135.461	821.323	593.356	90.394	903.412	618.850	136.936	651.469	11.519	766.218	640.018	62.194	742.470	666.386	33.782	663.603	670.151	-21.892	685.834	818.578	-69.401	495.053	704.040	-88.609	493.820	710.786	-125.009	349.594	906.400	604.734	264.774	830.901	589.993	259.218	889.701	301.605	413.897	749.277	-147.534	435.965
213	1.06000	834.185	-43.874	1316.255	817.233	-81.527	1126.188	857.674	58.066	1386.037	866.694	118.037	1201.505	928.413	-25.075	912.154	747.216	-25.070	931.185	887.214	125.202	971.423	794.136	135.252	965.957	975.902	38.345	971.634	690.721	58.191	983.679	983.272	-21.890	1363.911	710.364	44.907	1367.272	1002.917	112.143	723.698	1006.700	168.283	757.617	983.326	213.176	675.110	985.790	152.737	647.105	828.919	286.010	519.345	947.056	271.083	488.083	945.651	384.631	395.252	949.325	415.463	440.512	931.805	480.841	393.129	929.080	449.425	347.054	840.423	646.304	298.996	878.708	651.820	312.346	908.832	644.981	283.087	807.337	603.278	148.452	820.833	585.910	102.563	903.023	609.327	149.762	651.620	-9.058	765.307	640.401	42.119	742.574	665.712	14.849	663.112	669.705	-41.265	684.280	818.856	-86.513	490.606	703.456	-107.090	490.757	710.375	-149.501	348.940	906.958	590.993	276.455	831.277	576.825	271.092	889.597	282.017	413.916	748.798	-167.079	434.550
214	1.06500	833.772	-65.253	1316.490	817.130	-103.116	1126.335	857.025	36.452	1386.254	866.421	96.516	1201.641	928.665	-46.413	912.493	747.825	-46.838	930.495	886.948	103.970	971.477	793.840	113.587	966.139	975.790	17.195	972.327	690.644	35.886	983.408	983.026	-43.557	1364.136	709.582	23.634	1366.962	1002.504	90.397	723.357	1006.090	146.660	757.085	983.581	191.058	674.220	985.254	130.527	646.551	828.692	262.120	518.257	946.460	249.126	487.801	945.378	365.661	398.904	949.125	394.700	445.229	931.675	461.881	400.352	928.718	432.224	353.049	841.691	631.454	312.853	879.609	636.134	326.526	909.107	630.396	296.949	807.204	593.362	161.660	820.386	577.637	115.028	903.386	600.034	162.394	651.494	-29.564	764.089	640.813	22.177	742.304	665.171	-4.090	662.121	668.764	-60.519	682.337	819.307	-103.358	485.935	702.923	-125.372	487.713	709.895	-173.035	348.656	907.292	576.416	288.245	831.763	562.793	282.876	889.290	261.921	413.609	748.405	-186.543	432.914
215	1.07000	833.353	-86.662	1316.376	817.103	-124.650	1125.972	856.415	14.770	1386.212	866.250	75.261	1201.578	928.674	-67.721	912.364	748.184	-68.683	929.681	886.544	82.574	971.491	793.547	92.063	965.979	975.520	-3.713	972.772	690.625	13.705	982.938	982.616	-65.275	1364.207	709.124	2.366	1366.414	1002.034	68.488	722.510	1005.467	124.737	755.969	983.111	168.885	672.762	984.555	108.170	645.553	828.237	237.843	516.871	945.818	226.748	487.171	945.179	346.022	402.366	948.524	373.419	449.974	931.384	442.040	407.572	928.626	414.263	359.109	842.003	614.942	327.174	880.120	619.478	341.025	909.556	614.969	310.950	807.306	582.233	174.919	820.428	568.293	127.654	903.307	589.362	175.528	651.111	-50.108	762.181	642.033	2.400	741.465	664.604	-22.864	660.735	667.564	-79.805	679.889	819.743	-120.301	481.177	702.417	-143.390	484.749	709.299	-195.742	348.425	907.853	561.237	300.179	832.322	547.696	294.655	889.524	241.318	412.846	748.088	-206.069	431.282
216	1.07500	832.923	-107.899	1316.001	817.216	-146.123	1125.282	855.626	-6.863	1385.947	865.718	53.841	1201.250	929.182	-88.809	912.409	748.849	-90.410	928.795	886.081	61.470	971.215	792.920	70.574	965.296	975.365	-24.404	972.962	690.731	-8.342	982.289	982.056	-86.764	1363.871	708.349	-19.188	1365.560	1001.584	46.400	721.446	1004.793	103.000	754.553	982.251	146.542	670.917	983.767	85.601	644.257	827.889	213.470	514.937	945.171	203.918	486.325	945.085	325.789	406.000	947.674	350.889	454.299	931.121	421.575	414.829	929.232	395.912	365.202	842.538	597.792	341.584	880.391	601.910	355.408	909.924	598.626	325.151	807.500	569.707	188.232	820.685	557.601	140.530	903.568	577.656	188.970	650.867	-70.359	760.087	642.427	-17.428	740.232	663.926	-41.681	658.969	666.048	-98.972	677.021	820.565	-137.030	476.448	701.865	-161.360	481.763	708.705	-217.782	348.167	908.463	545.303	312.283	832.833	531.695	306.333	890.609	219.858	411.310	748.106	-225.614	429.610
217	1.08000	832.488	-129.322	1315.076	817.170	-167.624	1124.274	854.849	-28.456	1385.365	865.337	32.563	1200.608	929.751	-110.037	912.325	749.444	-112.023	927.731	885.798	40.651	970.793	792.719	49.665	964.627	975.270	-44.963	972.883	690.812	-30.258	981.290	981.417	-108.364	1363.478	707.772	-40.798	1364.448	1001.114	24.319	720.017	1004.314	81.046	752.773	981.615	123.895	668.811	983.004	62.870	642.516	827.468	188.487	512.688	944.498	180.572	485.058	945.094	304.896	409.425	947.025	328.051	458.817	930.645	400.217	422.123	929.519	376.591	371.535	842.560	579.440	355.901	880.430	583.235	369.792	910.059	581.366	339.286	808.157	555.985	201.535	821.089	545.511	153.496	904.347	564.742	202.483	650.255	-90.725	757.467	642.750	-37.264	738.628	662.284	-60.238	656.905	664.422	-118.167	673.877	820.969	-154.118	471.331	701.141	-179.506	478.903	708.022	-239.562	347.725	908.918	528.357	324.599	833.289	514.533	317.915	891.071	197.940	409.498	748.484	-245.379	428.289
218	1.08500	832.239	-150.587	1313.920	817.329	-188.943	1122.858	854.134	-49.990	1384.522	864.880	11.346	1199.766	930.130	-131.058	912.095	749.934	-133.539	926.602	885.369	19.770	969.687	792.286	28.605	963.536	975.259	-65.418	972.529	691.033	-51.848	980.099	980.908	-129.906	1362.594	706.980	-62.573	1363.056	1000.688	2.060	718.277	1003.687	59.056	750.627	980.940	101.286	666.414	982.629	40.040	640.546	826.784	162.989	509.995	943.928	156.721	483.287	945.393	283.480	412.957	946.204	304.416	463.289	930.187	378.082	429.352	929.928	356.807	378.020	842.776	559.882	369.929	880.426	563.427	384.014	910.176	562.708	353.622	809.071	541.215	214.674	822.246	532.242	166.343	904.941	550.103	216.214	649.435	-110.997	754.508	642.903	-56.979	736.666	661.626	-79.067	654.423	662.520	-137.274	670.355	820.914	-171.514	466.317	700.189	-197.714	475.860	707.596	-261.309	347.352	909.781	510.397	337.232	833.796	496.840	329.447	891.299	175.511	407.298	748.771	-265.402	427.403
219	1.09000	831.767	-171.920	1312.423	817.465	-210.226	1121.185	853.316	-71.478	1383.352	864.437	-9.859	1198.710	930.816	-151.996	911.575	750.336	-154.937	925.519	884.903	-0.989	968.198	791.962	7.627	961.892	975.504	-85.683	971.650	691.268	-73.085	978.754	980.250	-151.305	1361.470	706.271	-84.417	1361.348	1000.568	-20.192	716.333	1003.319	37.132	748.193	980.411	78.484	663.575	982.416	17.057	638.276	826.404	137.864	507.004	943.626	132.469	480.986	945.415	261.355	416.297	945.548	280.208	467.606	929.600	355.097	436.503	930.051	336.015	384.208	842.901	539.152	383.198	880.514	542.483	397.890	910.367	542.717	367.798	810.152	525.245	227.607	823.638	517.888	179.049	905.918	534.798	229.928	648.377	-131.264	751.147	642.784	-76.786	734.274	660.989	-97.990	651.716	660.436	-156.395	666.551	820.847	-189.138	461.426	699.380	-216.268	472.657	707.220	-283.146	346.832	910.217	491.275	349.650	834.557	477.540	340.472	891.304	152.478	404.719	748.831	-285.849	426.760
220	1.09500	831.504	-193.202	1310.524	817.903	-231.323	1119.117	852.505	-92.889	1381.869	863.928	-31.005	1197.374	931.401	-172.997	910.756	751.033	-176.246	924.166	884.802	-21.764	966.361	791.702	-13.043	960.134	975.682	-106.246	970.361	691.429	-94.074	977.182	979.572	-172.694	1360.178	705.555	-106.164	1359.361	1000.621	-42.580	714.004	1002.990	15.075	745.380	979.937	55.484	660.305	982.362	-6.269	635.669	825.745	111.755	503.372	943.213	107.664	478.160	945.877	238.435	419.300	944.863	255.009	471.375	929.040	331.179	443.354	930.296	314.297	390.181	842.845	517.241	396.625	880.428	520.048	411.613	910.213	521.404	381.660	811.425	508.256	240.316	825.367	502.449	191.623	907.033	517.775	243.632	646.944	-151.408	747.688	642.510	-96.625	731.600	660.335	-116.880	648.707	658.219	-175.499	662.585	820.197	-207.286	456.687	698.525	-235.364	469.564	706.988	-304.812	346.127	910.458	470.568	361.917	834.906	457.035	351.568	891.395	128.951	401.734	748.708	-306.374	426.038
221	1.10000	831.170	-214.383	1308.384	818.172	-252.456	1116.608	851.750	-114.281	1380.149	863.475	-52.143	1195.836	932.051	-194.033	909.665	751.688	-197.125	922.915	884.720	-42.345	964.102	791.596	-33.638	958.052	976.061	-126.515	968.525	691.686	-114.646	975.519	979.157	-193.783	1358.359	704.781	-128.077	1357.116	1000.890	-65.142	711.491	1002.887	-7.181	742.239	979.822	32.119	656.690	982.455	-29.691	632.681	825.213	85.924	499.503	942.734	82.415	474.944	946.149	214.557	421.913	944.053	228.875	474.749	928.440	306.410	449.570	930.455	291.485	395.751	843.870	494.939	408.380	880.355	496.353	424.626	910.319	498.647	395.188	812.801	490.270	252.527	827.111	486.107	203.869	908.221	499.553	257.244	645.579	-171.793	743.812	641.853	-116.659	728.573	659.533	-135.926	645.473	655.884	-194.661	658.248	819.151	-226.247	452.693	697.897	-255.437	467.243	706.699	-326.168	345.196	910.215	448.365	373.357	835.194	435.261	362.170	891.623	104.916	398.452	748.195	-327.070	425.304
222	1.10500	830.797	-235.692	1305.998	818.544	-273.623	1113.789	850.975	-135.700	1378.172	863.015	-73.259	1194.110	932.669	-214.925	908.136	751.992	-218.017	921.601	884.974	-63.092	961.579	791.649	-54.018	955.701	976.534	-146.920	966.334	691.869	-134.887	973.631	978.235	-215.063	1356.846	703.964	-149.937	1354.586	1001.126	-87.953	708.778	1003.096	-29.499	738.650	979.500	8.513	652.516	982.804	-53.481	629.465	824.537	59.610	495.158	942.523	56.651	471.109	946.021	189.812	424.211	943.263	201.966	477.185	927.955	280.399	455.017	930.609	267.534	400.640	843.814	470.467	420.369	879.824	471.140	437.232	910.586	474.402	408.158	814.457	471.393	264.285	829.261	468.729	215.656	909.871	479.977	270.411	644.039	-192.388	739.639	640.893	-136.845	725.436	658.520	-155.156	641.920	653.675	-213.999	653.640	817.973	-245.950	450.948	697.492	-276.447	465.799	706.719	-347.092	343.787	910.479	425.084	384.487	835.442	412.445	372.082	891.861	80.236	394.975	748.027	-347.686	424.248
223	1.11000	830.520	-256.851	1303.311	818.799	-294.750	1110.671	850.094	-157.039	1375.940	862.516	-94.354	1192.136	933.315	-235.961	906.389	752.436	-238.617	920.180	885.112	-83.534	958.740	792.392	-73.112	953.035	976.954	-167.260	963.710	692.044	-154.949	971.487	977.701	-236.047	1354.728	703.099	-171.776	1351.821	1001.164	-111.012	705.538	1003.358	-52.145	734.674	980.276	-14.769	648.348	983.092	-77.624	625.715	824.422	32.895	490.382	942.365	30.299	466.803	946.289	163.957	425.299	942.561	174.008	479.011	927.471	253.296	459.547	930.139	242.248	404.769	843.787	444.764	431.869	879.430	444.724	449.278	910.512	448.892	420.450	816.113	451.412	275.537	831.421	450.305	226.996	911.506	459.408	282.975	642.436	-213.287	735.514	640.040	-157.359	722.107	657.173	-174.492	638.257	652.049	-233.513	649.009	817.848	-266.556	451.598	697.418	-298.078	464.502	706.508	-367.488	342.049	910.721	400.456	394.947	835.727	388.329	381.300	892.379	55.258	390.834	747.971	-368.353	422.993
224	1.11500	830.198	-278.126	1300.462	819.638	-315.741	1107.763	848.983	-178.562	1373.415	861.960	-115.590	1189.847	934.049	-257.020	904.524	752.660	-259.112	918.657	885.439	-104.199	955.547	792.557	-93.456	950.338	977.434	-187.676	960.741	692.325	-174.733	969.086	977.029	-256.836	1352.407	702.282	-193.592	1348.729	1001.410	-134.248	702.081	1003.830	-74.971	730.470	980.135	-38.842	643.638	983.066	-101.847	621.873	824.466	5.928	484.363	942.248	3.863	462.224	946.515	137.545	426.105	942.017	145.323	479.650	927.479	225.498	463.213	930.798	216.580	408.074	843.507	418.073	442.433	879.047	417.271	460.389	910.460	422.258	432.100	818.143	430.184	285.890	833.894	430.769	237.759	913.347	437.683	295.012	641.393	-233.541	731.544	639.007	-177.525	718.728	655.806	-194.136	634.626	651.549	-253.313	645.073	818.290	-288.585	452.886	697.665	-319.661	463.332	706.538	-387.437	339.848	910.879	374.804	404.671	836.063	363.189	389.735	892.854	29.521	386.546	748.050	-389.172	421.664
225	1.12000	829.795	-299.490	1297.345	820.048	-336.817	1104.150	848.157	-199.985	1370.644	861.350	-136.662	1187.307	934.537	-277.716	902.066	752.752	-279.527	916.820	886.178	-124.513	952.099	792.817	-113.949	947.223	978.006	-208.233	957.487	693.098	-193.658	966.093	976.730	-277.351	1349.670	701.298	-215.433	1345.437	1001.425	-157.616	698.329	1004.252	-98.028	725.935	980.082	-62.848	638.794	983.226	-126.055	617.726	823.923	-21.061	478.709	942.549	-23.144	457.337	946.634	110.448	425.626	941.560	116.086	479.272	927.189	196.853	465.773	931.115	189.956	410.494	843.293	390.458	451.703	878.447	388.727	469.974	910.597	394.469	442.829	819.579	407.885	295.915	836.471	409.978	247.949	915.323	414.667	306.819	639.936	-253.058	728.581	637.939	-197.019	715.464	655.045	-214.321	631.598	652.160	-273.432	642.671	819.322	-311.373	453.990	698.008	-341.444	462.139	706.487	-407.101	337.192	911.143	348.120	413.452	836.437	337.246	397.353	893.471	3.535	381.710	748.004	-410.286	419.928
226	1.12500	829.479	-320.645	1294.030	820.342	-357.877	1100.443	847.410	-221.287	1367.806	860.694	-157.743	1184.549	934.897	-298.639	899.431	752.683	-299.854	914.772	886.832	-144.878	948.342	793.260	-134.083	943.757	978.454	-228.901	953.956	692.953	-213.968	963.275	976.621	-298.120	1346.333	700.608	-237.108	1341.800	1001.455	-181.127	694.224	1004.545	-121.137	721.066	980.021	-87.130	633.673	983.352	-150.357	613.293	823.540	-48.545	472.683	942.471	-50.427	451.973	946.649	82.450	424.448	940.937	86.215	478.338	927.268	167.592	467.706	931.426	162.607	412.158	843.044	361.833	460.314	878.007	359.387	479.064	910.365	365.918	452.512	821.875	384.649	304.799	839.106	387.993	257.213	916.610	390.218	317.105	639.222	-271.743	726.844	636.876	-216.037	712.381	655.212	-234.952	629.320	652.770	-293.837	641.684	820.078	-334.831	454.743	698.477	-363.360	460.794	706.582	-426.396	334.261	911.454	320.527	421.422	837.556	310.642	404.038	893.763	-23.177	377.050	748.077	-431.312	417.730
