NO_OF_FRAMES	358
NO_OF_CAMERAS	24
NO_OF_MARKERS	46
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-24, 11:23:52.016	500228.80772950
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_2	cluster_tibia_right_4	cluster_tibia_right_3	calc_med_right	calc_back_right	calc_lat_right	forfoot_med_right	toe_right	forfoot_lat_right	mal_med_right	mal_lat_right	mal_lat_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_2 X	cluster_tibia_right_2 Y	cluster_tibia_right_2 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	calc_med_right X	calc_med_right Y	calc_med_right Z	calc_back_right X	calc_back_right Y	calc_back_right Z	calc_lat_right X	calc_lat_right Y	calc_lat_right Z	forfoot_med_right X	forfoot_med_right Y	forfoot_med_right Z	toe_right X	toe_right Y	toe_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_med_right X	mal_med_right Y	mal_med_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
140	0.69500	899.495	2144.427	1438.606	888.043	2095.611	1258.028	911.737	2290.615	1506.582	899.528	2337.702	1317.142	1018.874	2169.502	976.087	755.159	2146.919	960.694	901.740	2359.418	1018.510	822.433	2353.236	1019.201	1045.599	2203.712	1053.820	720.737	2175.395	1057.500	1078.200	2209.389	1480.229	731.855	2219.377	1473.519	0.000	0.000	0.000	1056.866	2166.258	704.329	1012.399	2189.671	601.437	1042.749	2134.238	616.468	886.920	2107.368	481.378	1011.621	2126.715	474.353	1005.232	2157.371	339.899	1013.667	2209.075	362.512	992.838	2248.031	289.570	985.368	2198.700	261.932	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.211	2101.358	721.980	694.821	2158.665	704.015	719.200	2138.177	622.917	709.299	2082.642	635.446	856.786	2077.320	498.925	741.652	2062.319	495.111	719.183	2148.780	421.194	722.689	2178.631	466.540	724.734	2251.279	426.216	721.831	2220.782	379.430	808.859	2509.149	235.115	781.038	2528.170	265.394	741.424	2515.737	258.577	778.785	2347.523	122.108	746.975	2309.283	101.921	687.084	2359.197	142.902	818.505	2411.372	240.340	727.955	2441.222	260.474	955.626	2321.999	73.401	958.322	2067.420	420.088	782.143	2049.871	421.720
141	0.70000	898.636	2125.961	1439.201	887.310	2077.937	1258.521	912.082	2272.022	1507.321	900.237	2319.406	1317.886	1018.540	2152.837	976.555	754.249	2130.251	962.317	902.896	2342.122	1019.349	823.527	2336.317	1020.360	1046.218	2186.992	1054.540	719.791	2160.011	1058.599	1077.430	2189.211	1481.739	731.792	2202.179	1474.065	0.000	0.000	0.000	1056.453	2155.407	702.186	1011.692	2179.050	599.246	1041.815	2123.092	613.202	887.749	2097.866	478.638	1011.649	2118.091	470.671	1005.352	2151.951	337.760	1013.482	2203.059	361.524	993.573	2244.455	289.974	985.092	2194.772	260.397	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.187	2079.042	726.873	694.869	2135.778	707.160	719.706	2113.589	627.136	709.758	2058.384	641.129	860.158	2043.401	504.509	743.263	2033.770	500.743	719.910	2118.970	425.068	723.113	2150.047	470.172	724.586	2221.519	427.951	722.196	2189.890	381.608	809.822	2476.675	231.117	779.722	2495.065	260.006	740.228	2482.457	254.158	778.560	2309.934	122.662	747.073	2270.970	103.187	687.325	2322.239	142.031	816.456	2377.143	234.963	727.180	2407.632	257.421	955.429	2321.500	73.755	958.277	2060.593	416.840	783.484	2020.510	428.400
142	0.70500	897.694	2107.507	1440.262	886.669	2060.254	1259.436	912.380	2253.384	1508.404	901.007	2301.086	1319.033	1015.872	2135.047	976.976	753.285	2113.559	964.567	904.100	2324.536	1020.487	824.709	2319.282	1021.894	1047.193	2170.146	1055.669	718.749	2144.346	1059.829	1076.829	2169.024	1483.790	731.566	2185.041	1474.948	0.000	0.000	0.000	1056.165	2144.790	700.614	1011.283	2169.232	597.650	1040.091	2111.671	610.381	887.473	2091.157	476.388	1011.496	2110.448	467.684	1004.970	2146.903	335.847	1013.019	2197.617	360.774	993.501	2240.851	289.882	985.622	2191.701	259.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.917	2057.812	732.307	695.187	2113.937	711.172	720.266	2089.445	631.898	710.287	2034.586	646.979	861.419	2017.223	511.646	744.478	2006.258	507.627	720.540	2089.421	429.445	723.757	2121.700	474.104	724.930	2192.329	430.045	723.401	2160.601	384.350	808.460	2442.112	226.584	778.584	2461.858	254.734	738.748	2448.796	249.419	779.343	2271.864	123.117	747.142	2233.123	105.036	687.311	2285.027	141.884	817.803	2344.184	236.717	726.616	2374.219	254.671	955.249	2321.021	74.243	959.597	2055.313	413.368	786.517	1992.608	435.124
143	0.71000	896.700	2089.109	1441.603	886.049	2042.437	1260.740	912.090	2234.971	1510.019	901.768	2282.770	1320.465	1015.382	2117.603	978.722	752.202	2096.609	966.997	904.431	2306.664	1022.260	826.048	2302.259	1023.767	1047.485	2152.269	1056.876	718.043	2128.375	1061.203	1075.850	2149.013	1486.189	731.204	2168.107	1476.136	0.000	0.000	0.000	1055.764	2133.937	699.479	1010.839	2159.840	596.832	1039.371	2101.699	609.050	887.361	2084.502	474.194	1011.279	2103.929	465.453	1004.727	2142.604	334.361	1012.695	2192.969	360.206	992.874	2237.147	290.080	986.005	2189.339	259.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.863	2036.605	738.187	695.610	2092.088	715.535	721.012	2065.647	637.025	710.808	2011.142	653.483	862.028	1991.447	519.434	745.552	1980.096	515.441	721.523	2060.183	434.721	724.606	2093.365	478.643	725.130	2163.553	432.373	722.976	2129.119	387.606	807.635	2407.848	222.148	777.604	2428.415	249.539	737.878	2414.967	244.581	778.870	2234.254	124.541	747.067	2194.658	107.568	687.586	2248.263	141.892	817.463	2310.442	235.328	726.034	2340.342	251.921	955.055	2320.491	74.805	959.020	2049.355	409.944	786.150	1962.979	443.251
144	0.71500	895.414	2070.682	1443.470	885.256	2024.340	1262.498	912.173	2216.666	1511.566	902.647	2264.371	1322.164	1013.646	2099.196	980.278	751.171	2079.591	970.014	905.724	2288.957	1024.053	827.451	2285.020	1025.897	1048.146	2135.030	1057.788	717.105	2112.066	1063.057	1074.883	2129.342	1489.045	730.857	2151.404	1477.596	0.000	0.000	0.000	1055.161	2122.919	698.784	1010.742	2150.841	596.689	1038.955	2092.441	607.707	886.422	2079.316	473.131	1010.899	2098.421	463.920	1004.735	2139.005	333.223	1012.215	2188.847	359.696	992.554	2233.822	290.149	985.434	2185.966	259.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.778	2015.245	744.020	696.299	2070.994	720.127	721.921	2042.201	642.552	711.474	1988.132	660.252	863.255	1966.241	527.149	746.596	1953.796	523.058	724.060	2032.593	439.893	725.325	2065.886	483.120	725.611	2134.609	435.488	723.449	2099.123	391.366	806.911	2372.991	216.999	776.752	2394.818	244.542	737.380	2381.245	239.790	778.719	2196.485	126.907	748.166	2155.744	110.643	687.734	2210.882	142.471	819.858	2278.945	234.731	725.652	2306.528	249.616	954.906	2320.038	75.470	959.483	2044.859	407.312	787.522	1934.703	451.525
145	0.72000	894.226	2052.267	1445.644	884.512	2006.065	1264.620	912.130	2198.416	1513.380	903.600	2245.852	1324.032	1012.508	2080.682	981.687	750.105	2062.558	973.245	907.377	2270.945	1025.952	828.926	2267.607	1028.419	1047.921	2115.617	1059.725	716.361	2095.628	1065.103	1074.110	2109.651	1492.168	730.452	2134.947	1479.464	0.000	0.000	0.000	1054.469	2111.611	698.314	1010.467	2142.137	596.972	1038.299	2083.221	606.539	885.933	2073.062	470.488	1010.144	2093.486	462.442	1004.215	2135.448	332.170	1012.145	2184.626	360.072	992.419	2231.051	289.999	985.285	2183.434	258.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.557	1994.923	749.999	696.829	2049.639	724.972	722.977	2019.087	648.303	712.264	1965.549	667.515	864.226	1940.776	534.911	747.603	1927.987	531.559	723.524	2003.345	446.607	728.462	2038.838	487.808	726.451	2106.202	438.696	724.230	2069.700	395.923	806.470	2338.796	213.071	776.071	2361.006	239.691	737.585	2346.666	235.101	778.709	2159.313	128.763	748.558	2118.249	113.100	687.081	2172.856	143.253	826.627	2253.289	236.954	725.320	2272.816	247.532	954.850	2319.521	76.100	958.631	2039.655	404.384	788.512	1906.766	460.076
146	0.72500	892.966	2033.962	1447.988	883.635	1987.664	1267.223	912.034	2180.261	1515.377	904.693	2227.347	1326.171	1011.799	2061.817	982.907	749.188	2045.350	976.795	909.068	2252.798	1028.178	830.313	2249.847	1031.135	1047.737	2096.173	1061.938	715.584	2078.940	1067.462	1073.038	2090.229	1495.739	730.054	2118.608	1481.532	0.000	0.000	0.000	1053.757	2099.984	698.135	1010.346	2133.728	597.016	1038.190	2074.888	605.333	885.766	2066.986	468.227	1009.383	2088.969	461.847	1003.491	2132.316	331.489	1011.426	2181.578	359.917	991.373	2228.164	290.547	984.344	2180.784	258.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.829	1974.904	756.631	697.550	2028.922	730.025	724.295	1996.221	654.135	713.085	1943.239	674.533	865.626	1915.074	544.257	748.708	1902.506	539.881	724.446	1975.396	452.757	728.964	2010.895	492.596	727.348	2077.709	442.076	724.922	2040.208	400.333	806.092	2304.391	209.376	775.578	2326.863	234.549	737.845	2313.619	229.107	779.601	2121.901	130.536	749.423	2079.980	116.639	687.483	2135.811	145.432	819.699	2211.897	234.299	725.135	2238.663	245.942	954.799	2318.910	76.966	957.962	2036.418	402.652	789.171	1879.430	469.327
147	0.73000	891.533	2015.637	1450.851	882.707	1969.176	1270.179	911.855	2162.167	1517.630	905.959	2208.627	1328.428	1011.281	2042.602	983.950	748.492	2027.930	980.638	910.721	2234.413	1030.667	831.699	2231.930	1034.223	1047.467	2076.227	1064.514	715.322	2062.003	1070.179	1071.965	2070.748	1499.604	729.497	2102.402	1483.944	0.000	0.000	0.000	1053.075	2088.175	698.197	1010.209	2125.332	598.025	1035.697	2064.740	602.563	884.333	2062.880	467.536	1008.481	2084.644	461.545	1004.498	2131.091	331.965	1010.672	2178.896	360.242	990.813	2226.253	291.219	983.675	2178.292	258.609	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.828	1954.514	763.094	698.118	2007.945	735.409	725.541	1973.821	660.399	713.788	1921.243	681.818	863.628	1890.040	550.984	750.054	1877.420	548.379	725.364	1947.924	459.664	730.677	1984.266	498.079	728.453	2049.868	445.605	725.254	2010.968	405.009	806.113	2270.112	205.660	774.822	2293.130	229.950	736.824	2277.495	226.367	780.136	2084.421	132.935	749.265	2042.419	120.385	687.822	2098.991	147.794	819.893	2176.989	231.775	725.277	2204.795	244.080	954.832	2318.366	78.132	959.144	2034.732	402.775	791.342	1852.308	478.057
148	0.73500	890.081	1997.366	1453.987	881.589	1950.575	1273.461	911.631	2144.142	1520.115	907.294	2189.945	1330.948	1010.920	2023.331	985.098	748.080	2010.442	984.812	912.508	2215.788	1033.446	833.032	2213.838	1037.527	1046.951	2055.643	1067.266	715.511	2044.794	1073.185	1070.598	2051.431	1503.573	727.957	2086.931	1487.406	0.000	0.000	0.000	1052.199	2075.990	698.615	1010.043	2116.767	599.486	1035.366	2056.570	604.474	883.200	2058.637	467.050	1007.400	2080.429	461.593	1006.581	2131.861	334.114	1008.701	2175.402	361.209	990.053	2224.067	292.340	983.523	2176.695	259.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.054	1934.178	769.635	698.656	1987.158	741.040	726.565	1951.639	667.104	714.602	1899.419	689.114	867.063	1866.746	561.121	751.769	1852.666	556.871	726.436	1920.650	466.119	732.115	1958.407	503.601	729.820	2022.031	449.513	726.038	1982.302	410.063	805.891	2235.685	202.548	774.501	2259.029	225.716	736.518	2243.027	222.744	780.790	2047.110	135.606	750.001	2004.586	124.583	688.282	2061.948	150.482	819.996	2142.999	230.618	725.398	2170.890	242.641	954.796	2317.574	79.541	955.535	2029.987	400.834	792.765	1825.674	487.015
149	0.74000	888.621	1979.157	1457.330	880.811	1932.100	1276.951	911.374	2126.118	1522.801	908.724	2171.179	1333.544	1010.066	2003.611	986.095	748.080	1992.768	989.203	914.223	2196.893	1036.390	834.430	2195.616	1041.048	1046.157	2034.539	1070.215	715.625	2027.206	1076.682	1069.509	2031.681	1507.822	727.520	2070.942	1490.226	0.000	0.000	0.000	1051.133	2063.586	699.397	1010.115	2108.443	601.746	1034.228	2047.634	604.781	881.367	2055.380	467.877	1006.197	2076.329	462.235	1000.825	2125.011	332.896	1008.751	2173.956	362.605	988.814	2221.939	294.292	982.930	2175.747	260.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.307	1913.863	776.554	699.282	1965.804	746.430	727.519	1929.635	673.838	715.336	1877.784	696.682	867.144	1841.949	570.073	752.805	1828.506	565.645	727.210	1893.802	473.458	733.429	1933.482	509.786	730.369	1994.991	453.954	726.623	1953.814	415.520	805.722	2201.282	199.649	774.304	2225.048	221.719	736.516	2208.568	219.204	781.487	2009.883	138.726	750.788	1966.856	129.165	688.801	2024.942	153.018	820.177	2107.076	230.519	725.681	2137.051	241.803	954.915	2316.652	81.418	954.244	2026.929	400.503	794.709	1799.580	495.817
150	0.74500	888.104	1961.355	1461.078	879.110	1913.135	1280.842	911.047	2108.035	1525.687	910.286	2152.259	1336.331	1009.604	1983.625	987.654	748.344	1974.848	993.927	916.020	2177.722	1039.460	835.890	2177.167	1044.748	1045.591	2013.227	1073.178	716.053	2009.428	1080.455	1068.246	2012.428	1512.389	727.205	2055.008	1493.345	0.000	0.000	0.000	1050.140	2051.143	700.594	1009.946	2099.809	605.609	1031.618	2037.819	604.169	879.944	2052.250	468.818	1004.861	2072.485	463.559	1004.671	2127.535	336.779	1007.056	2171.116	364.518	988.451	2219.303	295.521	981.874	2173.432	262.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.566	1893.560	783.459	699.686	1945.755	753.002	728.403	1907.781	680.745	716.078	1856.268	704.266	868.246	1818.191	578.888	754.078	1804.719	574.464	727.969	1867.546	480.518	734.618	1908.184	515.757	732.984	1966.850	457.310	726.939	1925.835	420.703	806.426	2163.563	194.683	774.680	2190.031	217.681	736.347	2173.542	216.038	781.984	1972.844	142.207	751.673	1929.608	134.106	689.326	1988.198	156.015	820.490	2073.219	230.237	726.098	2103.110	240.753	955.096	2315.548	84.095	952.589	2024.606	401.609	795.763	1773.680	505.354
151	0.75000	885.704	1943.021	1465.103	877.625	1894.272	1284.866	910.740	2090.069	1528.744	911.922	2133.268	1339.263	1008.849	1963.710	989.320	748.905	1956.948	998.860	918.017	2158.492	1042.767	837.437	2158.604	1048.532	1044.677	1991.377	1076.097	716.489	1991.323	1084.686	1066.856	1993.089	1517.063	726.823	2039.120	1496.689	0.000	0.000	0.000	1049.026	2038.637	702.137	1009.558	2091.125	609.066	1030.249	2029.370	604.905	878.404	2049.472	470.840	1003.392	2068.904	465.812	1000.805	2122.495	337.630	1004.907	2168.405	367.867	987.304	2217.584	298.855	980.970	2171.746	264.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.811	1873.227	790.611	700.071	1925.039	759.257	729.061	1886.052	687.813	716.723	1834.887	711.886	869.458	1794.787	587.816	755.249	1781.456	583.339	728.766	1841.621	487.710	736.000	1883.121	521.831	734.300	1940.067	461.303	727.471	1897.959	426.045	806.470	2128.421	192.481	775.145	2155.256	213.898	736.580	2138.429	211.799	782.743	1935.970	145.777	752.388	1892.381	139.314	690.019	1951.584	159.249	821.027	2039.398	230.466	726.359	2069.257	240.241	955.282	2314.412	87.030	950.623	2022.475	403.016	796.829	1748.115	514.597
152	0.75500	883.960	1924.844	1469.219	876.133	1875.351	1289.107	910.447	2071.985	1531.979	913.584	2114.183	1342.256	1008.313	1943.575	991.153	749.571	1938.806	1004.044	920.066	2139.132	1046.073	839.081	2140.004	1052.447	1043.612	1968.922	1079.035	716.918	1973.099	1089.305	1065.367	1973.757	1521.910	726.560	2023.194	1500.103	0.000	0.000	0.000	1047.320	2025.690	704.097	1008.839	2082.103	613.076	1028.605	2020.161	606.912	876.676	2046.800	473.474	1001.819	2065.473	468.994	997.900	2118.516	340.411	1004.630	2166.974	370.615	986.383	2215.665	302.368	980.474	2169.982	268.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.005	1852.937	797.776	700.383	1904.422	766.250	729.671	1864.467	694.934	717.318	1813.572	719.747	868.947	1770.878	596.070	756.354	1758.409	591.857	729.686	1815.713	494.637	737.377	1858.375	527.714	735.621	1913.308	465.000	728.297	1870.368	431.691	807.222	2092.909	189.825	775.849	2120.828	210.445	737.271	2103.871	208.778	783.513	1899.367	149.726	752.536	1855.354	145.002	690.816	1915.306	162.648	821.010	2006.728	231.488	726.832	2035.505	239.738	955.582	2312.986	90.086	947.880	2019.902	405.333	797.907	1722.795	523.702
153	0.76000	881.864	1906.170	1473.595	874.440	1856.407	1293.456	910.101	2053.958	1535.214	915.294	2095.056	1345.370	1007.669	1923.185	993.401	750.288	1920.370	1009.527	922.231	2119.569	1049.534	840.902	2121.215	1056.382	1042.422	1946.103	1082.016	717.434	1954.797	1094.019	1063.790	1954.262	1526.932	726.207	2007.311	1503.674	0.000	0.000	0.000	1046.587	2013.445	707.027	1008.225	2073.227	617.879	1027.086	2010.934	610.249	875.120	2044.091	476.914	1000.279	2061.884	472.681	996.471	2116.194	344.851	1003.512	2164.661	374.926	985.743	2213.360	306.116	979.736	2167.633	272.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.163	1832.564	805.073	700.676	1883.742	772.930	730.250	1843.016	702.195	717.801	1792.426	727.486	869.682	1748.023	604.701	757.436	1735.765	600.224	730.268	1790.316	501.539	739.134	1833.681	533.063	736.850	1886.980	469.329	728.965	1843.084	436.955	808.126	2058.083	187.912	776.852	2086.100	207.040	738.231	2069.518	206.096	784.763	1863.116	153.857	753.625	1819.027	150.534	691.546	1879.498	166.492	823.014	1971.528	231.833	728.006	2002.095	239.220	955.701	2311.114	94.352	946.171	2017.651	408.862	798.836	1698.098	532.716
154	0.76500	880.116	1888.192	1477.940	872.695	1837.481	1297.963	909.810	2035.842	1538.537	916.971	2075.847	1348.605	1006.877	1902.590	995.736	751.203	1901.967	1014.973	924.462	2099.838	1052.936	842.910	2102.569	1060.331	1041.021	1922.847	1085.036	717.955	1936.341	1098.863	1062.119	1934.722	1531.900	725.916	1991.317	1507.302	0.000	0.000	0.000	1046.021	2000.826	711.033	1006.606	2063.728	623.023	1026.305	2002.306	614.767	873.486	2041.536	481.640	998.670	2058.497	477.880	996.187	2114.244	348.893	1002.437	2161.938	379.742	984.885	2210.957	311.140	979.665	2166.035	277.456	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.505	1812.302	812.365	701.028	1863.060	779.741	730.670	1821.642	709.466	718.399	1771.329	735.268	870.351	1725.271	613.429	758.494	1713.215	608.169	731.223	1765.073	508.098	740.479	1809.178	538.380	737.919	1860.903	473.337	729.641	1816.000	442.046	809.147	2023.392	186.137	777.905	2052.034	203.952	739.086	2035.251	204.174	785.359	1827.344	157.973	754.586	1783.109	155.975	692.447	1843.911	170.270	823.532	1938.693	233.263	729.071	1968.685	238.785	957.083	2307.517	97.965	944.476	2015.183	412.648	799.704	1673.546	541.602
155	0.77000	878.090	1869.820	1482.395	870.780	1818.606	1302.500	909.524	2017.539	1542.011	918.604	2056.861	1351.822	1006.096	1881.918	998.723	752.123	1883.417	1020.462	926.679	2079.895	1056.544	844.919	2083.643	1064.236	1039.643	1899.566	1088.478	718.315	1917.908	1103.694	1060.455	1915.277	1537.050	725.572	1975.338	1510.981	0.000	0.000	0.000	1044.368	1988.185	713.997	1006.166	2054.393	629.227	1024.698	1993.016	618.761	871.976	2038.969	487.258	997.189	2054.568	483.782	995.137	2111.094	354.793	1001.513	2158.989	385.782	984.522	2208.453	317.363	978.944	2163.008	282.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.591	1792.027	819.768	701.310	1842.471	786.634	731.046	1800.297	716.833	718.573	1750.462	743.232	870.807	1702.911	621.931	759.229	1691.039	615.930	732.021	1740.047	514.395	741.875	1785.008	543.424	739.260	1834.887	476.986	730.219	1789.230	447.149	810.368	1988.476	184.260	779.421	2017.526	201.686	740.359	2001.392	202.173	786.410	1791.677	162.256	755.629	1747.454	161.749	693.724	1808.620	173.961	824.756	1905.224	233.976	730.577	1935.617	238.406	957.764	2303.074	104.033	942.586	2012.689	417.440	800.426	1649.367	550.209
156	0.77500	876.427	1851.915	1486.802	869.055	1799.866	1306.972	909.186	1999.375	1545.525	920.187	2037.583	1355.211	1005.194	1860.946	1001.976	752.814	1864.760	1026.167	929.055	2059.886	1060.093	847.033	2064.493	1068.106	1038.172	1876.193	1092.132	718.704	1899.458	1108.574	1058.785	1895.835	1542.157	725.248	1959.242	1514.620	0.000	0.000	0.000	1043.220	1975.270	718.257	1005.990	2044.664	636.080	1023.010	1983.335	623.434	870.643	2036.234	493.941	996.351	2050.395	490.715	994.637	2107.709	362.469	1000.649	2155.931	392.009	983.355	2204.886	323.890	978.107	2160.794	288.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.906	1771.721	827.145	701.539	1821.872	793.579	731.243	1779.196	723.884	719.228	1729.460	750.838	871.303	1680.766	630.102	759.865	1669.103	623.299	732.708	1715.493	520.526	743.051	1760.953	548.228	740.578	1809.058	480.445	731.130	1762.566	451.775	811.994	1953.622	181.920	780.991	1983.372	198.864	742.176	1967.394	200.206	788.034	1756.500	166.610	756.760	1712.149	167.518	694.802	1773.831	177.689	826.112	1871.846	234.851	731.360	1902.474	238.476	958.400	2299.594	109.892	940.761	2009.453	423.109	801.103	1625.526	558.531
157	0.78000	874.627	1833.888	1491.073	867.675	1781.365	1311.481	908.754	1981.125	1549.109	921.690	2018.372	1358.663	1004.495	1839.495	1005.576	753.422	1845.894	1031.874	931.293	2039.552	1063.700	848.958	2045.969	1072.122	1036.813	1852.845	1095.721	718.933	1881.021	1113.605	1056.931	1876.270	1547.199	724.977	1943.172	1518.257	0.000	0.000	0.000	1042.251	1961.923	723.018	1005.017	2034.283	643.147	1021.559	1973.363	628.604	869.515	2033.397	501.431	995.185	2045.321	498.587	994.273	2104.249	369.554	999.836	2152.357	399.136	982.628	2201.168	330.946	977.931	2156.338	294.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	704.226	1751.428	834.511	701.783	1801.430	800.479	731.315	1758.186	731.071	719.768	1708.584	758.375	871.447	1658.850	637.977	760.304	1647.455	630.254	733.604	1691.037	526.200	744.180	1737.227	552.657	741.828	1783.459	483.558	731.789	1736.296	456.238	813.721	1919.062	180.699	782.820	1949.299	196.227	744.188	1933.140	198.043	788.807	1721.461	170.888	758.166	1677.402	173.110	696.127	1739.428	181.117	827.677	1839.012	235.861	728.363	1869.260	240.160	958.959	2295.331	116.253	939.144	2005.679	429.390	801.589	1602.010	566.540
158	0.78500	872.979	1815.776	1495.457	865.838	1762.750	1315.939	908.387	1962.965	1552.664	923.181	1999.177	1362.213	1003.265	1818.137	1009.508	754.164	1827.024	1037.662	933.584	2019.149	1067.344	851.423	2026.075	1075.664	1035.320	1829.555	1099.667	719.202	1862.643	1118.621	1055.133	1856.852	1552.307	724.551	1926.842	1521.916	0.000	0.000	0.000	1041.412	1948.186	728.166	1004.581	2023.459	651.028	1020.186	1962.798	634.330	868.715	2030.243	509.810	994.729	2039.584	506.429	993.907	2100.355	376.093	999.157	2148.320	406.521	981.863	2196.840	338.532	978.018	2152.019	302.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	704.570	1731.183	841.682	701.956	1780.915	807.419	731.346	1737.338	738.119	720.148	1687.894	765.936	871.746	1637.117	645.703	760.563	1625.954	636.858	734.069	1666.881	531.568	745.269	1713.808	556.698	743.045	1758.065	486.382	732.319	1710.361	460.640	815.547	1884.648	179.193	784.698	1915.337	193.692	746.079	1899.374	195.925	790.317	1687.061	174.803	759.754	1643.100	178.370	697.540	1705.432	184.770	829.020	1805.417	236.505	730.000	1836.680	239.797	959.371	2290.552	123.169	938.410	2001.203	435.901	802.117	1578.865	574.038
