NO_OF_FRAMES	257
NO_OF_CAMERAS	24
NO_OF_MARKERS	43
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:23:03.575	240978.54400470
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	forfoot_med_right	toe_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	forfoot_med_right X	forfoot_med_right Y	forfoot_med_right Z	toe_right X	toe_right Y	toe_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
98	0.48500	860.351	2012.163	1329.372	843.850	1974.704	1137.481	883.018	2112.049	1402.376	889.865	2172.934	1217.667	954.588	2033.738	930.577	772.914	2032.447	948.349	912.588	2185.861	982.711	820.749	2195.858	978.514	1002.082	2097.919	986.784	718.368	2120.839	997.705	1009.476	2035.562	1378.153	735.403	2100.218	1383.687	1029.787	2158.266	733.585	1032.942	2217.614	762.730	1008.115	2254.368	676.806	1012.050	2192.261	654.108	855.098	2317.101	513.021	978.910	2292.724	486.139	977.004	2384.735	372.397	970.562	2422.543	404.555	960.283	2477.488	344.517	960.193	2432.738	307.439	868.562	2610.639	211.565	906.237	2618.553	223.566	936.449	2604.470	194.158	832.683	2536.297	73.279	845.978	2508.110	34.294	934.658	2546.756	70.191	673.839	2052.771	778.057	665.679	2104.996	756.088	691.375	2078.171	676.739	693.317	2021.398	696.741	843.565	1988.643	504.427	728.866	1968.898	502.317	732.871	1954.432	354.135	828.474	2048.141	59.820	861.547	2006.626	55.796	781.733	1996.198	100.885	754.550	2029.084	280.499	933.939	2549.622	200.663	859.610	2535.812	199.573	918.549	2290.659	411.967	772.302	1915.576	435.884
99	0.49000	859.990	1994.667	1330.164	843.337	1957.191	1139.589	882.646	2095.010	1403.294	889.702	2155.473	1218.606	954.597	2016.366	931.682	772.527	2014.584	949.455	913.142	2168.254	984.685	820.797	2177.576	980.248	1002.052	2079.809	988.231	718.177	2103.029	999.102	1009.064	2018.400	1379.488	735.205	2083.170	1384.567	1029.785	2141.674	735.436	1032.534	2200.816	765.016	1007.302	2237.857	679.049	1012.363	2176.247	656.052	855.267	2301.402	515.645	976.731	2279.155	488.116	976.604	2371.093	375.709	971.110	2407.811	408.849	960.024	2465.322	350.758	959.368	2421.120	312.383	868.607	2602.982	221.285	905.647	2610.154	233.189	936.447	2596.883	204.163	833.133	2529.872	81.690	846.357	2502.543	42.303	934.795	2540.459	79.371	674.437	2035.405	778.956	665.443	2087.763	757.957	691.132	2062.805	678.106	694.074	2005.653	697.151	842.499	1975.115	502.120	728.214	1954.322	500.587	732.717	1933.780	352.654	830.200	2012.572	54.643	863.570	1970.862	53.230	783.543	1962.701	98.248	754.897	2004.756	275.496	934.107	2542.146	209.725	859.606	2527.999	207.996	917.833	2276.056	413.757	772.052	1899.688	435.983
100	0.49500	859.533	1977.544	1331.313	842.810	1939.689	1141.249	882.217	2077.893	1403.978	889.429	2138.167	1219.279	954.393	1998.810	932.481	772.781	1997.213	949.980	913.104	2150.414	986.208	820.679	2159.564	981.562	1002.017	2062.014	989.480	717.932	2085.078	1000.086	1008.636	2001.392	1380.561	734.887	2066.104	1385.156	1029.699	2124.922	736.995	1031.389	2183.145	766.734	1007.009	2221.182	680.860	1012.414	2159.671	657.672	855.298	2285.092	517.648	976.474	2262.870	489.377	969.938	2356.188	378.377	976.315	2395.177	416.264	957.568	2453.961	357.370	958.933	2409.387	317.102	868.794	2595.059	231.134	905.812	2601.852	243.229	936.744	2588.730	214.148	833.678	2523.322	90.968	846.493	2496.549	50.981	934.676	2533.447	88.606	675.226	2018.435	779.533	665.434	2071.212	759.350	690.869	2047.619	678.991	694.503	1990.304	697.069	841.477	1962.064	499.206	727.623	1939.783	498.538	732.617	1913.451	351.427	831.786	1977.371	50.310	865.035	1935.625	51.524	784.533	1929.568	96.291	754.512	1980.007	271.244	933.538	2533.521	218.865	859.583	2520.286	216.995	917.118	2261.075	415.048	771.638	1883.958	435.754
101	0.50000	859.101	1960.357	1332.188	842.471	1921.654	1141.856	881.710	2060.740	1404.440	889.143	2120.890	1219.709	954.264	1981.358	933.050	772.875	1979.633	950.010	912.922	2132.698	987.474	820.572	2141.723	982.596	1001.806	2044.415	990.529	717.872	2066.549	1000.321	1008.361	1984.362	1381.359	734.383	2048.966	1385.598	1029.437	2107.759	737.986	1031.499	2166.379	767.950	1006.739	2203.993	681.880	1012.322	2142.547	658.680	857.296	2266.145	517.267	973.624	2248.382	489.235	972.284	2340.761	378.636	976.278	2379.531	420.029	961.828	2438.177	362.458	958.598	2397.725	321.992	869.063	2586.630	241.413	905.958	2592.873	253.525	936.960	2580.213	224.543	833.773	2516.974	100.212	846.523	2490.501	59.796	935.146	2526.674	98.243	675.628	2001.772	779.612	665.627	2054.595	760.356	690.515	2032.613	679.416	695.074	1974.849	696.497	841.700	1947.921	495.643	727.012	1925.131	496.370	732.598	1893.348	350.642	833.228	1943.174	46.977	866.580	1901.409	50.351	785.755	1897.546	94.828	755.073	1957.867	267.975	933.726	2524.954	228.206	859.781	2511.827	226.038	916.606	2245.547	415.738	771.192	1868.326	435.011
102	0.50500	858.674	1943.154	1332.909	842.266	1904.297	1142.674	881.271	2043.580	1404.737	888.797	2103.588	1219.899	954.071	1963.998	933.303	773.175	1962.245	949.852	912.575	2115.202	988.450	820.208	2124.103	983.338	1001.559	2027.076	991.442	717.345	2048.710	1000.776	1008.078	1967.373	1381.867	734.159	2032.166	1385.821	1029.213	2090.174	738.450	1030.277	2148.466	768.264	1006.490	2186.414	682.138	1012.129	2125.035	659.128	857.307	2247.852	517.680	975.194	2228.318	489.861	971.319	2325.937	381.560	976.793	2364.119	424.023	960.926	2423.993	368.281	957.363	2384.999	326.512	869.378	2577.457	251.696	906.527	2583.236	264.230	936.801	2571.020	236.283	833.562	2510.396	109.396	846.562	2484.583	68.507	934.829	2519.822	107.369	676.203	1985.333	779.161	665.589	2038.470	760.814	690.095	2017.690	679.380	695.053	1959.745	695.555	841.935	1935.031	492.248	726.355	1910.662	494.266	732.638	1873.850	350.362	834.390	1910.081	44.473	868.091	1868.474	51.075	786.428	1866.716	94.062	756.113	1934.801	265.409	934.065	2515.736	237.477	859.745	2502.874	235.202	919.424	2228.972	414.921	771.010	1852.780	434.164
103	0.51000	858.407	1926.166	1333.115	842.162	1886.973	1143.091	880.824	2026.427	1404.786	888.440	2086.427	1219.889	954.500	1947.033	933.663	773.782	1944.930	949.180	912.122	2097.849	989.057	819.784	2106.491	983.750	1001.234	2009.952	992.194	716.848	2031.005	1000.728	1007.871	1950.400	1382.101	733.463	2014.884	1385.492	1028.704	2072.490	738.467	1029.707	2130.777	768.118	1006.175	2168.426	681.769	1011.554	2106.928	659.032	857.236	2228.754	517.513	975.064	2209.434	490.552	970.764	2311.006	384.183	976.417	2347.267	426.787	964.636	2408.625	374.253	956.951	2372.270	331.199	869.613	2567.322	262.619	906.785	2572.654	275.293	937.035	2561.999	245.736	833.761	2503.488	118.725	846.530	2478.532	77.328	934.898	2512.484	116.874	676.531	1968.972	778.090	666.200	2022.477	760.636	689.740	2002.740	678.823	694.630	1944.672	694.141	842.322	1921.865	488.592	725.920	1896.267	492.250	732.714	1855.048	350.298	834.587	1878.280	43.325	869.451	1837.983	51.817	787.050	1837.090	94.068	757.081	1912.498	263.570	934.119	2505.624	246.588	860.568	2492.551	243.960	918.827	2212.796	414.676	770.732	1837.231	433.495
104	0.51500	858.214	1909.064	1333.067	841.945	1869.666	1143.205	880.267	2009.258	1404.637	888.077	2069.304	1219.641	954.467	1929.717	933.632	773.980	1927.529	948.659	911.493	2080.725	989.373	819.172	2089.159	983.730	1000.842	1993.081	992.727	716.439	2013.098	1000.157	1007.597	1933.384	1382.073	733.128	1997.801	1385.217	1028.134	2054.447	738.049	1029.558	2113.119	767.439	1005.931	2150.119	680.848	1010.746	2088.366	658.353	856.757	2209.035	516.852	973.652	2191.986	489.689	970.319	2295.854	386.810	976.075	2330.710	430.716	960.464	2394.409	380.284	957.071	2359.396	336.171	869.887	2556.325	273.876	907.104	2561.416	286.468	937.285	2551.707	256.664	834.218	2495.824	128.293	846.590	2472.118	86.246	935.394	2505.292	126.703	676.735	1952.709	776.635	666.320	2006.575	759.994	689.193	1987.835	677.751	693.908	1929.503	692.262	844.219	1907.314	485.390	725.518	1882.131	490.088	732.640	1836.771	350.379	834.969	1848.384	42.214	870.062	1808.651	52.834	787.277	1808.752	94.689	756.394	1891.393	261.613	934.784	2495.261	255.985	860.926	2481.466	252.564	918.245	2196.284	413.936	770.782	1821.381	432.547
105	0.52000	857.870	1891.932	1332.837	841.832	1852.463	1142.889	879.726	1991.989	1404.248	887.595	2052.194	1219.214	954.378	1912.631	933.531	774.328	1910.320	947.793	910.849	2063.753	989.223	818.568	2072.066	983.368	1000.475	1976.512	993.095	716.117	1995.448	999.642	1007.406	1916.363	1381.784	732.535	1980.590	1384.500	1027.309	2036.210	737.174	1028.368	2094.543	766.120	1005.766	2131.880	679.464	1009.702	2069.669	657.438	856.241	2188.954	515.796	972.607	2173.339	488.818	972.594	2280.904	391.231	975.451	2313.351	434.383	959.864	2379.010	386.219	950.927	2344.147	340.332	869.786	2544.053	285.258	907.244	2549.406	297.743	937.510	2540.609	267.758	834.404	2487.534	138.128	846.928	2465.037	95.288	929.866	2490.723	138.903	676.818	1936.623	774.823	666.695	1990.692	758.765	688.777	1972.828	676.214	693.089	1914.123	689.938	844.023	1895.100	482.005	725.301	1867.799	488.120	732.554	1818.827	350.378	835.150	1820.610	41.506	870.040	1780.865	53.562	787.640	1782.249	95.485	756.276	1870.697	259.930	934.506	2484.266	265.475	861.334	2470.484	261.711	917.811	2179.201	412.847	771.141	1805.511	431.658
106	0.52500	857.468	1874.749	1332.309	842.042	1835.449	1142.269	879.163	1974.858	1403.647	887.214	2035.180	1218.592	954.914	1895.845	933.439	774.535	1893.054	946.829	910.248	2047.016	988.740	817.822	2055.130	982.645	1000.173	1960.078	993.147	715.826	1977.798	998.548	1007.033	1899.352	1381.242	731.856	1963.262	1383.545	1026.834	2018.107	736.074	1028.555	2076.811	764.651	1005.359	2113.135	677.669	1008.853	2050.817	656.019	855.467	2168.099	514.433	971.750	2154.124	487.690	972.051	2264.711	393.862	974.668	2295.800	438.106	959.016	2362.628	391.893	954.288	2329.244	343.501	870.058	2531.407	296.668	907.410	2536.636	309.121	937.860	2528.858	279.002	835.081	2478.391	147.656	847.027	2457.696	104.679	929.729	2482.148	148.458	676.702	1920.452	772.529	666.885	1974.886	757.183	688.225	1957.768	674.247	691.809	1898.915	687.304	844.718	1881.044	478.507	725.048	1853.061	486.215	732.401	1801.001	350.345	835.340	1794.305	40.924	870.266	1755.476	54.111	787.962	1757.549	96.280	756.419	1850.273	258.516	932.150	2473.245	275.570	861.309	2458.833	270.894	915.993	2162.331	410.904	771.779	1789.324	431.086
107	0.53000	857.232	1857.736	1331.393	841.730	1818.331	1141.209	878.508	1957.691	1402.786	886.842	2018.262	1217.795	955.023	1878.832	933.053	774.598	1875.830	945.848	909.603	2030.314	987.815	817.257	2038.435	981.661	999.864	1943.795	992.861	715.654	1960.132	997.087	1006.933	1882.483	1380.379	731.274	1945.920	1382.312	1025.842	1999.325	734.471	1028.093	2058.379	762.576	1004.667	2093.936	675.339	1007.755	2031.686	654.280	854.870	2147.216	512.433	970.846	2134.281	486.123	971.715	2248.153	396.505	973.831	2277.075	442.769	957.696	2346.825	397.954	954.208	2313.878	347.981	870.070	2517.645	307.978	907.459	2522.889	320.468	938.298	2516.289	290.300	835.709	2468.505	157.471	847.747	2449.011	113.977	930.284	2473.150	158.168	676.390	1904.496	769.895	666.910	1959.148	755.139	687.699	1942.595	671.968	690.423	1883.627	684.248	845.092	1867.142	474.593	724.697	1838.109	484.093	732.337	1783.225	350.153	835.438	1770.110	40.401	870.997	1732.277	54.406	788.420	1734.667	96.940	756.839	1830.341	257.437	933.023	2458.691	278.984	861.790	2445.935	279.795	916.479	2143.447	409.887	772.304	1773.013	430.856
108	0.53500	857.014	1840.750	1330.150	842.075	1801.495	1139.751	877.900	1940.522	1401.714	886.486	2001.364	1216.732	954.973	1861.829	932.559	774.663	1858.791	944.691	909.052	2013.747	986.539	816.575	2021.658	980.342	999.719	1927.684	992.217	715.496	1943.228	996.060	1006.642	1865.491	1379.343	730.582	1928.303	1380.956	1025.097	1980.716	732.623	1028.078	2040.252	760.247	1004.192	2074.838	672.747	1006.970	2012.536	652.391	854.284	2126.142	510.093	970.176	2114.132	484.241	971.368	2230.655	398.937	972.725	2258.261	446.275	958.003	2328.468	403.311	954.036	2297.795	353.215	870.579	2503.220	319.471	907.627	2508.207	331.660	938.784	2502.718	301.691	836.487	2458.158	167.457	848.618	2439.728	123.249	930.227	2462.337	168.122	675.724	1888.515	766.935	666.847	1943.357	752.772	687.147	1927.553	669.339	688.780	1868.263	681.075	845.255	1852.392	471.318	724.262	1822.469	481.750	732.562	1765.526	349.855	835.773	1748.166	39.737	871.155	1710.338	54.224	788.944	1713.683	97.196	757.305	1811.250	256.537	933.596	2445.400	288.790	862.149	2432.408	288.642	918.787	2123.621	408.005	772.956	1756.237	430.486
109	0.54000	856.755	1823.640	1328.611	841.911	1784.526	1138.063	877.247	1923.389	1400.371	886.059	1984.516	1215.566	955.199	1845.049	931.806	774.945	1841.951	943.435	908.574	1997.196	984.886	816.085	2005.320	978.600	999.589	1911.527	991.089	715.431	1926.302	994.575	1006.392	1848.566	1378.041	729.835	1910.776	1379.250	1024.418	1962.062	730.597	1028.026	2021.829	757.378	1004.220	2056.021	669.866	1006.147	1992.950	649.909	853.345	2104.539	507.193	969.053	2093.228	481.821	971.301	2212.655	401.231	971.766	2238.790	449.656	957.420	2310.098	408.842	954.211	2281.279	357.887	870.583	2487.333	330.442	907.856	2492.415	342.936	940.190	2486.267	313.499	837.460	2446.798	177.190	849.634	2429.686	132.368	939.812	2458.523	180.667	674.780	1872.542	763.657	666.871	1927.542	750.150	686.211	1912.518	666.513	687.100	1852.990	677.455	845.391	1837.897	467.999	723.963	1806.927	479.679	732.792	1748.003	349.298	836.581	1728.419	39.134	871.925	1690.705	53.995	789.592	1694.584	96.913	757.764	1793.056	255.668	934.323	2430.308	300.287	862.405	2418.016	297.418	917.192	2105.055	404.667	773.357	1739.402	430.061
110	0.54500	856.346	1806.526	1326.901	842.294	1767.802	1135.905	876.501	1906.218	1398.807	885.688	1967.726	1214.178	955.674	1828.328	931.073	774.856	1825.085	942.221	908.255	1980.767	982.869	815.626	1989.005	976.591	999.660	1895.379	989.626	715.445	1909.575	992.840	1005.898	1831.561	1376.456	729.185	1893.245	1377.236	1023.995	1943.305	728.250	1028.278	2003.719	754.459	1003.313	2036.219	666.392	1005.654	1973.485	647.304	852.519	2083.058	504.039	968.618	2072.533	479.214	966.024	2193.887	401.347	970.651	2217.988	451.785	956.903	2290.914	414.065	956.244	2264.561	363.564	870.787	2470.652	341.225	908.277	2475.687	353.890	940.867	2470.338	324.772	837.931	2435.071	186.705	851.284	2418.704	141.130	940.827	2446.585	190.834	673.659	1856.407	760.059	666.611	1911.967	747.302	685.734	1897.249	663.271	685.027	1837.940	673.829	845.557	1821.378	465.533	724.538	1789.015	477.344	733.098	1730.707	348.359	837.647	1710.763	38.113	872.792	1673.096	53.438	790.256	1677.223	95.991	758.080	1775.781	254.620	939.968	2415.748	312.287	862.943	2402.402	305.568	916.952	2085.332	401.643	773.922	1722.424	429.459
111	0.55000	856.089	1789.511	1324.787	843.171	1751.587	1133.596	875.746	1889.042	1397.035	885.334	1950.904	1212.576	955.889	1811.552	929.714	775.099	1808.515	940.861	907.986	1964.279	980.552	815.317	1972.718	974.353	999.660	1879.277	987.691	715.394	1893.238	990.831	1005.716	1814.838	1374.687	728.453	1875.749	1375.093	1023.753	1924.578	725.658	1028.326	1985.166	751.022	1003.210	2016.768	662.731	1005.249	1953.908	644.384	851.619	2061.287	500.463	967.335	2050.778	475.998	969.435	2173.767	403.655	969.769	2196.755	454.225	956.788	2269.716	418.845	956.076	2246.312	367.377	871.371	2452.877	351.629	907.743	2457.336	364.329	941.748	2453.450	335.675	839.670	2422.028	195.712	852.277	2407.445	150.130	942.033	2433.554	200.735	672.345	1840.154	756.236	666.299	1896.012	744.172	683.097	1883.430	659.790	683.165	1822.389	669.766	845.002	1805.013	464.035	724.318	1771.750	476.004	733.416	1713.754	347.027	838.751	1695.220	36.746	873.643	1657.300	52.259	790.882	1661.486	94.263	758.064	1759.184	253.390	939.275	2400.197	321.765	863.501	2386.337	313.818	916.570	2065.226	398.424	774.422	1705.416	428.544
112	0.55500	855.909	1772.529	1322.488	843.494	1734.784	1130.799	875.117	1871.900	1395.091	885.374	1934.560	1210.917	956.032	1794.763	928.215	774.757	1791.965	939.640	907.962	1947.996	977.891	815.143	1956.630	971.781	999.842	1863.098	985.413	715.299	1876.703	987.970	1005.331	1798.017	1372.655	727.792	1858.241	1372.683	1023.594	1905.822	722.803	1028.356	1966.548	747.298	1004.752	1998.658	658.914	1004.980	1933.954	641.192	850.716	2039.389	496.573	966.647	2029.022	472.482	971.621	2154.426	406.248	969.280	2174.893	457.176	956.106	2250.005	423.412	955.927	2227.445	370.874	872.588	2434.692	361.272	908.878	2439.119	374.824	942.706	2435.733	346.335	840.393	2408.682	204.794	853.714	2395.109	158.706	943.267	2419.442	210.390	671.107	1823.756	752.223	665.860	1879.764	740.758	682.390	1867.848	656.402	681.526	1806.747	665.601	844.320	1788.586	463.780	724.377	1754.384	474.972	733.827	1697.157	345.283	839.580	1681.420	34.755	874.336	1643.430	50.276	791.335	1647.366	92.010	757.923	1743.241	251.893	939.567	2382.647	330.405	863.991	2369.056	321.502	916.531	2044.731	394.972	774.745	1688.642	427.337
113	0.56000	855.620	1755.519	1319.884	843.661	1718.136	1127.788	874.399	1854.714	1392.901	884.348	1917.222	1208.808	956.298	1778.060	926.277	775.194	1775.559	938.105	908.187	1931.694	974.951	815.220	1940.773	968.919	1000.072	1846.861	982.788	715.922	1859.269	985.702	1004.998	1781.274	1370.287	726.961	1840.587	1369.988	1023.349	1886.854	719.618	1028.717	1947.878	743.207	1004.850	1978.927	654.589	1004.774	1913.990	637.705	849.782	2017.224	492.273	966.453	2007.431	468.697	971.006	2133.255	406.737	968.343	2152.293	458.365	955.313	2228.700	427.035	955.957	2207.609	373.828	873.547	2417.278	367.615	909.232	2419.592	383.317	943.728	2416.985	356.387	842.316	2393.929	213.110	856.434	2381.738	166.617	944.675	2404.338	219.686	669.707	1807.311	748.320	665.381	1863.615	737.195	681.986	1851.853	652.926	680.057	1790.826	661.571	844.550	1770.654	464.077	724.900	1736.299	473.668	734.286	1680.855	343.171	839.863	1669.280	31.969	874.631	1631.184	47.322	791.615	1634.841	89.016	757.792	1728.151	250.178	939.945	2364.376	338.686	864.536	2350.644	328.618	916.445	2023.685	391.153	775.139	1671.639	425.847
114	0.56500	855.577	1738.765	1317.177	843.940	1701.422	1124.464	873.839	1837.699	1390.487	883.617	1900.211	1206.537	956.189	1761.254	924.054	775.233	1759.146	936.619	908.445	1915.422	971.666	815.347	1924.943	965.678	1000.316	1830.612	979.896	715.415	1844.295	983.223	1004.634	1764.602	1367.733	726.367	1823.190	1367.061	1023.252	1867.804	716.242	1029.134	1929.229	738.882	1005.016	1959.136	649.940	1004.686	1893.960	633.953	848.904	1994.805	487.536	966.244	1985.318	464.594	971.089	2112.029	406.853	967.796	2129.222	458.960	954.408	2206.803	429.860	956.309	2187.191	376.271	873.884	2397.325	376.256	907.392	2399.030	392.656	943.368	2398.599	364.373	843.354	2378.676	221.251	857.149	2367.582	174.613	946.135	2388.402	228.610	668.117	1791.378	744.968	664.915	1847.705	733.754	681.656	1835.246	649.549	679.608	1774.318	658.373	845.054	1752.554	464.569	725.357	1717.902	472.227	734.853	1664.925	340.671	839.650	1658.929	28.644	874.601	1620.886	43.706	791.668	1623.778	85.596	757.560	1713.914	248.372	940.435	2344.960	346.399	864.919	2331.941	335.503	916.321	2002.215	386.999	775.529	1654.638	423.791
115	0.57000	855.153	1721.727	1314.137	844.288	1684.762	1120.882	873.174	1820.387	1387.865	883.056	1883.532	1204.057	956.282	1744.496	921.524	775.133	1743.785	933.875	908.790	1899.068	968.084	815.679	1908.969	962.180	1000.613	1814.123	976.673	715.635	1828.749	980.272	1004.183	1748.016	1364.860	725.652	1805.671	1363.909	1023.155	1848.797	712.445	1029.715	1910.457	734.356	1005.311	1939.532	645.012	1004.768	1873.757	629.894	848.193	1972.373	482.604	966.219	1962.858	460.029	970.468	2089.428	406.036	967.327	2105.467	458.891	955.642	2183.320	432.825	959.286	2167.550	379.061	874.248	2376.435	384.399	909.770	2377.381	401.977	940.623	2377.081	371.304	844.982	2362.254	228.813	859.244	2352.179	181.895	944.227	2368.436	236.193	666.432	1775.909	742.510	664.386	1832.163	730.628	681.738	1818.254	646.692	679.660	1757.452	656.410	845.584	1732.638	465.210	725.911	1699.629	470.531	735.384	1649.217	337.772	839.099	1650.282	25.035	874.236	1612.111	39.432	791.486	1613.955	81.737	757.240	1700.380	246.392	937.934	2322.724	350.890	865.607	2312.086	341.644	916.417	1980.497	382.685	775.873	1637.495	421.354
116	0.57500	855.166	1704.853	1310.800	844.535	1667.950	1116.860	872.505	1803.260	1385.001	882.462	1866.737	1201.304	956.888	1728.197	918.819	774.741	1727.621	931.709	909.224	1882.805	963.708	816.070	1893.069	958.462	1000.918	1797.732	973.198	716.101	1812.930	977.102	1003.806	1731.538	1361.774	724.918	1788.078	1360.454	1023.086	1829.672	708.527	1030.326	1891.845	729.424	1005.820	1920.007	639.982	1004.935	1853.821	625.721	847.531	1949.533	477.233	966.365	1940.161	455.298	970.701	2066.880	405.117	966.986	2081.190	458.123	955.459	2159.480	434.133	956.332	2144.203	378.732	874.697	2354.472	391.720	907.962	2355.686	409.288	938.815	2354.213	376.690	846.681	2344.746	235.652	861.423	2335.919	188.663	945.101	2351.023	244.117	665.325	1760.620	740.676	663.895	1816.610	727.469	682.022	1800.776	644.151	679.750	1740.343	655.273	846.291	1713.079	465.267	726.282	1681.166	468.823	735.735	1633.878	334.538	838.185	1643.252	21.351	874.117	1605.417	34.987	791.168	1605.390	77.599	756.673	1687.411	244.279	938.390	2301.524	357.440	866.354	2291.227	347.153	916.727	1958.430	378.265	776.205	1620.639	418.302
117	0.58000	854.779	1687.814	1307.254	844.861	1651.210	1112.790	871.718	1786.093	1381.891	881.796	1850.058	1198.301	956.688	1711.534	915.841	773.937	1711.130	929.382	909.895	1866.708	959.613	816.817	1877.203	954.498	1001.239	1781.276	969.438	716.334	1797.709	973.771	1003.436	1715.100	1358.409	724.184	1770.503	1356.685	1023.127	1810.692	704.307	1030.528	1872.794	724.260	1005.420	1899.540	634.565	1005.259	1833.749	621.096	847.003	1926.509	471.493	966.742	1917.165	450.283	970.737	2043.684	403.414	966.840	2056.491	456.898	954.986	2135.804	434.964	958.148	2122.353	380.298	874.967	2332.069	398.357	909.588	2331.831	416.833	938.620	2331.789	386.159	848.524	2326.212	241.845	863.585	2318.546	194.945	944.116	2329.362	248.904	664.732	1745.376	739.232	663.470	1801.006	724.577	682.659	1783.048	641.850	679.751	1722.836	654.496	846.412	1693.887	464.883	726.263	1662.918	467.468	735.910	1618.814	330.854	836.913	1637.882	18.141	872.906	1599.463	30.606	790.498	1597.831	73.203	755.688	1674.868	241.807	939.329	2279.927	363.455	866.981	2269.791	352.239	917.051	1935.997	373.500	776.332	1603.976	414.680
