NO_OF_FRAMES	257
NO_OF_CAMERAS	24
NO_OF_MARKERS	43
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:23:03.575	240978.54400470
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	forfoot_med_right	toe_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	forfoot_med_right X	forfoot_med_right Y	forfoot_med_right Z	toe_right X	toe_right Y	toe_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
163	0.81000	874.938	907.146	1327.024	890.061	870.291	1134.701	850.486	1006.286	1401.956	833.982	1064.973	1216.404	957.791	932.409	943.122	775.136	919.188	929.476	904.680	1084.227	984.618	813.273	1084.690	975.358	995.802	1009.307	1001.516	716.297	991.459	976.444	1000.068	991.910	1382.683	723.451	937.666	1373.530	1036.146	949.420	761.278	1040.536	1010.478	738.261	1012.461	974.057	652.666	1018.083	914.557	681.635	864.461	888.234	505.356	983.528	872.621	495.924	987.961	889.055	350.195	984.107	942.695	360.785	967.335	952.192	279.487	971.622	897.576	269.700	874.763	977.709	61.514	908.924	998.855	64.600	943.761	975.632	62.879	872.180	818.632	49.687	897.489	773.335	55.085	968.277	840.849	51.998	676.407	1051.002	744.881	669.761	1103.408	770.556	691.975	1142.145	694.054	693.697	1088.001	666.054	852.360	1215.134	504.470	727.552	1195.383	489.672	736.961	1269.562	362.587	829.676	1501.507	201.851	868.664	1484.438	171.040	786.944	1442.300	177.463	761.414	1372.048	343.287	946.521	942.687	112.810	872.413	919.827	121.913	934.573	824.640	436.317	775.505	1194.038	403.420
164	0.81500	875.525	889.983	1329.119	890.217	852.612	1137.564	850.677	989.032	1403.556	833.693	1047.366	1217.981	957.472	914.299	944.969	775.526	901.411	931.070	904.568	1065.733	986.672	813.233	1066.127	977.363	995.000	990.573	1003.276	716.315	973.044	978.176	1000.203	974.716	1384.300	723.966	920.317	1375.510	1035.444	931.831	762.930	1040.797	993.145	740.661	1012.794	958.211	654.400	1017.566	898.149	682.944	865.742	873.967	504.233	983.882	857.426	495.713	988.078	868.048	348.709	983.685	921.937	356.717	966.657	927.514	275.124	971.560	872.623	268.052	873.407	941.596	56.157	904.472	963.635	56.351	942.280	939.675	57.347	870.927	782.132	52.837	896.237	737.274	60.626	967.084	804.817	53.620	676.295	1034.468	747.201	670.028	1086.542	773.535	692.312	1126.267	697.550	693.631	1072.430	668.834	852.382	1200.845	508.242	728.285	1181.023	492.714	737.544	1257.242	366.971	830.742	1492.256	212.865	869.592	1476.161	181.218	786.691	1434.121	186.668	761.456	1360.332	349.873	944.901	909.161	108.811	871.424	886.397	120.330	934.641	808.180	437.594	776.159	1180.919	406.464
165	0.82000	875.967	872.756	1330.955	890.455	835.085	1140.119	850.903	971.849	1404.901	833.555	1029.758	1219.279	957.393	896.482	946.454	776.083	883.616	932.129	904.326	1047.297	988.423	813.154	1047.577	979.272	995.026	972.641	1004.777	716.259	954.592	979.785	1000.404	957.476	1385.649	724.352	903.044	1377.333	1034.557	914.547	763.982	1040.728	976.230	742.630	1013.107	942.478	655.692	1016.814	882.265	683.414	866.484	859.633	502.741	984.126	842.336	494.991	988.270	847.365	347.224	983.230	901.518	352.952	966.179	903.090	271.051	971.403	848.028	266.497	872.025	905.814	51.873	905.769	927.464	52.258	940.768	904.019	52.584	869.549	746.438	57.110	894.997	701.924	66.798	965.854	769.367	55.691	676.344	1017.761	749.164	670.298	1069.634	776.090	692.665	1109.957	700.500	693.615	1056.544	671.201	852.867	1186.494	511.521	728.745	1165.966	495.361	738.330	1244.477	370.799	831.692	1484.274	223.381	870.202	1468.792	190.967	787.255	1426.849	195.860	761.406	1348.041	356.388	943.454	876.550	105.599	870.351	854.162	118.936	935.349	792.068	438.466	776.959	1167.180	409.046
166	0.82500	876.362	855.505	1332.397	890.778	817.580	1142.222	851.257	954.769	1405.990	833.516	1012.204	1220.336	957.082	878.528	947.412	776.281	865.809	932.972	904.391	1029.027	989.909	813.003	1029.173	981.085	995.088	954.584	1005.802	716.146	936.174	981.156	1000.591	940.232	1386.800	724.734	885.811	1378.772	1033.893	897.572	764.625	1040.551	959.356	744.021	1013.323	927.062	656.584	1016.320	866.480	683.596	866.872	845.540	501.121	984.355	827.271	493.957	988.243	826.837	345.868	982.476	881.157	349.078	965.327	878.950	267.280	971.293	823.869	265.198	871.661	869.078	47.966	903.771	892.737	47.076	939.805	869.104	48.874	868.400	711.758	61.861	894.025	667.830	73.414	964.598	734.372	58.778	676.363	1000.989	750.652	671.396	1052.984	777.932	693.162	1093.403	702.991	693.529	1040.262	673.144	853.163	1171.318	514.291	729.132	1150.282	497.332	739.179	1231.387	374.245	831.874	1476.350	233.690	870.473	1461.894	200.854	787.784	1419.358	205.253	761.501	1335.580	362.715	942.837	843.793	103.250	869.634	822.985	117.423	935.307	776.018	439.030	777.896	1153.126	411.114
167	0.83000	876.897	838.268	1333.657	890.960	800.048	1143.992	851.337	937.359	1406.794	833.672	994.703	1221.127	957.176	860.871	947.793	776.701	848.084	933.510	904.487	1010.788	991.114	812.987	1010.779	982.485	995.784	937.210	1006.631	716.112	917.975	982.277	1000.797	923.010	1387.714	725.154	868.654	1380.024	1033.166	880.829	764.763	1040.290	942.856	744.816	1013.255	911.790	656.975	1016.099	850.809	683.303	867.079	831.711	498.859	984.491	812.205	492.407	988.328	806.639	344.645	981.916	860.964	345.607	964.633	854.944	263.950	971.120	799.851	264.193	870.617	834.736	45.377	903.047	858.321	42.711	938.342	834.164	45.552	866.662	677.689	67.305	892.733	634.621	80.578	963.590	700.376	62.215	676.478	983.890	751.935	671.427	1035.870	779.574	693.440	1076.509	704.948	693.461	1023.724	674.742	853.326	1155.187	516.405	729.599	1134.210	498.841	740.084	1217.978	377.268	831.988	1468.508	244.169	870.458	1454.854	210.955	788.138	1411.349	214.405	761.434	1322.706	369.030	942.316	811.962	101.424	868.850	792.022	117.131	935.756	760.110	439.182	778.884	1138.844	412.715
168	0.83500	877.384	821.057	1334.587	891.285	782.656	1145.368	851.718	920.243	1407.398	833.883	977.299	1221.706	956.942	843.109	948.097	776.794	830.393	933.801	904.906	992.878	992.055	813.124	992.482	983.789	996.082	919.230	1006.944	716.043	899.934	983.143	1001.203	905.774	1388.378	725.384	851.351	1380.997	1032.308	864.186	764.494	1040.041	926.365	745.369	1013.210	896.456	657.053	1015.769	835.049	682.397	866.988	818.025	496.495	984.502	797.060	490.647	988.304	786.759	343.536	981.187	840.959	342.300	964.290	831.705	261.046	971.248	776.560	263.499	868.920	802.173	44.977	902.298	824.380	40.283	937.972	800.589	43.290	865.617	645.209	72.923	891.555	602.791	88.155	962.494	667.441	66.242	676.604	966.568	752.735	671.799	1018.408	780.705	693.804	1059.395	706.245	693.526	1006.675	675.730	853.692	1138.452	518.095	730.572	1117.658	499.661	741.154	1204.269	379.995	831.213	1459.746	254.634	870.224	1447.528	221.212	788.392	1402.671	223.534	761.372	1309.439	375.309	941.591	780.793	100.301	868.287	762.083	117.352	935.704	744.376	438.831	779.930	1124.308	413.964
169	0.84000	877.876	803.795	1335.282	891.367	765.299	1146.278	852.058	902.987	1407.688	834.142	959.844	1221.984	956.774	825.454	948.024	776.995	812.762	933.747	905.284	974.940	992.688	813.286	974.317	984.737	996.434	901.320	1006.914	715.957	881.966	983.846	1001.450	888.505	1388.849	725.728	834.243	1381.680	1031.606	847.575	763.831	1039.505	909.953	745.378	1013.120	881.208	656.639	1015.655	819.515	681.246	866.748	804.476	493.732	984.594	782.368	488.838	988.300	767.113	342.665	980.879	821.155	339.356	964.016	808.756	258.441	971.313	753.769	263.103	868.590	769.617	43.753	902.035	791.420	37.912	937.779	767.688	41.864	864.564	613.538	79.140	890.398	572.401	96.078	961.501	635.488	70.681	676.741	949.020	753.298	672.013	1000.825	781.378	694.023	1041.939	706.886	693.559	989.342	676.211	854.163	1120.965	519.175	731.114	1100.772	500.186	742.204	1190.388	382.494	830.410	1450.464	265.033	869.674	1439.374	231.620	788.597	1393.457	232.573	761.331	1295.741	381.561	941.405	750.378	99.764	867.977	732.717	117.927	935.580	728.452	438.086	780.973	1109.405	414.726
170	0.84500	878.272	786.465	1335.725	891.635	748.028	1146.906	852.359	885.696	1407.811	834.442	942.473	1222.053	956.565	807.681	947.617	776.935	795.404	933.702	905.568	957.114	993.024	813.419	956.384	985.460	996.242	882.784	1006.529	716.000	864.239	984.235	1001.742	871.154	1389.024	726.046	816.914	1382.135	1031.032	831.050	762.669	1039.012	893.591	745.048	1012.966	865.880	655.870	1015.801	803.947	679.705	864.998	791.436	491.412	984.611	767.743	486.854	988.207	747.950	342.137	980.793	801.633	336.720	963.634	786.098	256.294	971.133	731.408	262.786	868.493	738.193	42.983	901.988	759.543	36.151	937.581	735.757	40.994	863.400	583.888	85.321	889.173	543.375	103.878	960.314	604.384	75.529	677.142	931.233	753.306	672.577	982.982	781.346	694.196	1024.237	706.983	693.782	971.587	676.207	854.129	1102.500	519.559	731.882	1083.539	500.346	743.287	1176.133	384.899	829.763	1440.421	275.466	869.474	1430.630	242.264	788.725	1383.567	241.227	761.294	1281.653	387.540	941.226	721.033	99.744	867.772	704.610	118.856	935.611	712.812	437.182	783.665	1093.893	414.616
171	0.85000	878.628	769.185	1335.844	891.704	730.538	1147.207	852.859	868.773	1407.669	834.760	925.064	1221.940	956.524	790.146	947.061	776.970	777.876	933.359	905.936	939.425	992.971	813.684	938.553	985.887	997.343	865.812	1006.114	715.995	846.513	984.522	1002.133	853.808	1389.224	726.380	799.617	1382.283	1030.480	814.446	761.174	1038.579	877.372	744.370	1012.822	850.593	654.636	1016.119	788.331	677.650	864.494	777.831	488.584	984.629	753.272	484.848	988.150	728.650	341.623	980.660	782.217	334.388	963.789	763.991	254.416	971.347	709.480	262.974	868.501	707.999	42.687	902.148	728.850	34.911	937.577	705.069	40.639	862.421	555.667	91.308	887.846	515.781	111.547	959.672	575.307	80.348	677.537	913.261	752.913	673.131	964.914	780.757	694.302	1006.291	706.344	694.055	953.579	675.795	854.590	1083.808	519.537	732.783	1066.203	500.248	744.161	1161.527	387.127	828.439	1429.661	285.982	869.128	1420.681	252.783	788.749	1373.210	249.792	761.261	1267.133	393.252	941.200	692.929	100.177	867.508	677.826	120.240	935.185	696.971	436.317	784.666	1078.423	414.733
172	0.85500	879.007	751.862	1335.789	891.971	713.369	1146.946	853.167	851.355	1407.352	835.135	907.722	1221.591	956.326	772.522	946.278	776.806	760.247	932.921	906.191	921.878	992.705	814.040	920.882	985.933	997.824	848.231	1005.366	716.208	828.925	984.514	1002.457	836.477	1388.698	726.663	782.285	1382.146	1030.157	798.066	759.224	1038.048	860.949	743.123	1012.785	835.370	653.065	1016.335	772.912	675.455	864.218	763.928	485.638	984.662	738.699	482.769	988.193	709.630	341.212	980.579	762.802	332.253	963.928	742.191	252.870	971.307	687.888	263.190	868.568	679.368	42.660	902.327	699.453	34.194	937.611	675.775	40.692	861.339	528.939	96.976	886.573	489.666	118.726	958.903	547.452	85.153	678.153	895.115	752.071	673.386	946.841	779.863	694.546	988.036	705.375	694.673	935.360	674.927	855.083	1064.945	519.151	733.706	1048.644	499.887	744.949	1146.497	389.310	828.056	1417.995	296.068	868.932	1410.067	263.209	788.791	1362.229	258.088	761.249	1252.073	398.648	941.174	665.788	100.854	867.677	651.579	121.491	934.788	681.442	435.607	785.438	1062.640	414.612
173	0.86000	879.138	734.491	1335.345	892.071	696.136	1146.467	853.548	834.026	1406.852	835.479	890.421	1221.069	956.217	754.915	945.366	776.759	742.670	932.433	906.541	904.446	992.099	814.194	903.447	985.593	997.502	829.781	1004.179	716.267	811.485	984.428	1002.734	819.093	1388.191	726.983	764.914	1381.724	1029.943	781.713	756.943	1037.662	844.868	741.656	1012.822	819.933	651.117	1016.901	757.439	672.785	863.891	749.871	482.629	985.025	724.083	480.737	988.327	690.797	340.907	980.598	743.669	330.149	964.127	720.831	251.573	971.329	666.728	263.432	868.593	652.112	42.793	902.582	671.804	33.759	937.577	647.965	40.910	860.418	503.677	102.135	885.425	464.983	125.160	957.929	520.999	89.622	678.726	876.614	750.758	673.634	928.613	778.538	694.502	969.659	703.821	695.353	916.773	673.656	855.559	1045.723	518.438	734.748	1030.769	499.249	745.578	1131.091	391.217	827.660	1405.666	306.511	868.676	1398.444	273.447	788.721	1351.036	266.671	761.315	1236.560	403.687	941.093	640.275	101.482	867.559	626.752	122.724	934.753	665.654	434.771	785.829	1046.412	414.248
174	0.86500	879.547	717.249	1334.676	892.171	678.994	1145.694	853.891	816.758	1406.124	835.850	873.100	1220.366	956.349	737.460	944.261	776.745	725.346	931.766	906.797	887.258	991.195	814.376	886.134	984.980	997.893	812.258	1003.024	716.351	794.218	984.011	1003.010	801.615	1387.366	727.285	747.662	1381.152	1030.052	765.271	754.283	1037.176	828.569	739.978	1013.136	804.787	648.955	1017.599	741.945	669.872	863.745	735.674	479.507	985.299	709.079	478.507	988.328	672.097	340.645	980.799	724.785	328.489	964.433	700.094	250.547	971.278	646.270	263.743	868.524	626.597	43.068	902.573	645.881	33.420	937.434	622.018	41.184	859.497	479.937	106.543	884.438	441.727	130.638	957.312	496.404	93.449	679.373	858.220	749.371	673.844	910.305	776.777	694.670	951.155	701.940	696.254	898.074	672.086	856.041	1026.553	517.570	735.755	1012.513	498.366	746.082	1115.281	393.034	827.534	1392.780	316.298	868.821	1386.138	283.452	788.790	1339.022	274.824	761.426	1220.421	408.517	941.229	616.121	102.300	867.377	603.677	123.917	934.173	649.483	433.973	786.099	1029.823	413.460
175	0.87000	879.859	699.911	1333.747	892.210	661.845	1144.509	854.245	799.366	1405.220	836.277	855.921	1219.463	956.003	720.256	942.931	776.484	707.804	931.105	907.060	870.212	989.984	814.622	869.028	984.074	998.041	794.704	1001.599	716.388	777.111	983.484	1003.459	784.048	1386.266	727.566	730.248	1380.318	1030.258	748.863	751.308	1037.016	812.468	737.780	1013.580	789.468	646.405	1018.538	726.490	666.711	863.541	721.032	476.161	985.981	693.640	476.340	988.358	653.414	340.233	980.934	705.958	326.896	964.801	679.814	249.554	971.297	626.350	263.862	868.376	602.775	43.254	902.599	621.524	33.270	937.215	597.807	41.222	858.845	457.613	110.065	883.668	419.849	134.983	956.793	473.576	96.193	679.780	839.700	747.705	673.165	891.566	774.962	694.869	932.559	699.697	697.081	879.301	670.201	856.490	1007.090	516.418	736.536	993.921	497.363	746.396	1099.089	394.697	827.521	1379.151	325.806	869.026	1372.991	293.060	788.952	1326.399	282.848	761.521	1203.725	413.118	941.141	593.284	102.879	867.287	581.311	124.427	933.566	632.987	433.298	786.547	1012.712	412.283
176	0.87500	880.079	682.631	1332.473	892.278	644.729	1143.016	854.733	782.078	1404.000	836.638	838.756	1218.351	956.037	703.258	941.633	776.291	690.349	930.318	907.251	853.328	988.523	814.639	852.074	982.641	998.314	778.110	1000.020	716.493	760.150	982.703	1003.805	766.360	1385.114	727.802	712.878	1379.055	1030.831	732.624	748.165	1037.000	796.410	735.532	1014.139	774.183	643.660	1019.443	711.107	663.218	863.575	706.315	472.895	986.777	677.383	474.199	988.207	634.910	339.684	981.229	687.528	325.687	965.249	660.340	248.611	971.195	607.008	263.766	868.082	580.686	43.071	902.291	599.251	32.638	936.633	575.375	40.827	858.124	436.701	112.596	883.167	399.396	138.011	956.218	452.044	98.088	680.403	821.192	745.815	673.132	873.270	772.593	694.926	913.832	697.112	697.841	860.381	668.125	856.788	987.448	514.977	737.850	975.010	495.797	746.765	1082.480	396.166	827.715	1364.695	335.203	869.362	1359.148	302.496	789.072	1313.155	290.835	761.828	1186.728	417.698	940.864	571.811	102.997	867.037	560.746	124.864	933.457	616.423	432.545	786.586	995.031	410.752
177	0.88000	879.985	665.305	1330.860	892.211	627.544	1141.128	855.088	764.584	1402.672	837.012	821.599	1217.086	955.863	686.236	940.274	776.302	673.162	929.408	907.186	836.492	986.718	814.970	834.557	980.132	998.103	761.015	998.377	716.471	743.316	981.556	1004.332	748.722	1383.465	728.123	695.655	1377.861	1031.566	716.448	744.859	1037.206	780.290	732.946	1014.758	758.929	640.725	1020.702	695.662	659.591	863.863	691.299	469.751	987.012	660.898	472.185	988.211	616.897	339.009	981.770	669.417	324.431	965.505	641.511	247.641	971.067	588.400	263.288	867.554	560.295	42.425	901.926	578.867	31.702	936.214	554.915	40.040	857.680	417.491	114.001	882.718	380.424	139.817	955.770	432.386	98.623	680.715	802.731	743.631	672.972	854.952	769.984	695.112	895.053	694.377	698.547	841.467	665.772	857.366	967.787	513.323	738.832	955.629	493.862	747.038	1065.495	397.394	827.949	1349.444	344.299	869.764	1344.372	311.336	789.296	1299.285	298.648	762.193	1169.058	421.964	940.760	552.237	102.479	866.861	541.794	124.778	932.936	599.427	431.896	786.667	976.843	408.830
178	0.88500	880.263	648.017	1329.075	892.298	610.549	1138.928	855.591	747.241	1401.021	837.452	804.431	1215.568	955.922	669.523	938.880	776.219	655.944	928.352	907.216	820.034	984.670	814.890	817.774	978.172	998.815	745.048	996.730	716.483	726.518	980.183	1004.785	730.944	1381.659	728.362	678.310	1376.276	1032.369	700.121	741.324	1037.589	764.278	730.182	1015.370	743.658	637.741	1022.203	680.258	655.792	864.253	675.786	466.905	987.238	643.808	470.395	988.087	599.082	338.013	982.032	651.548	323.285	965.894	623.682	246.564	971.005	570.448	262.360	867.325	541.993	41.389	901.591	560.331	30.318	935.798	536.436	38.584	857.395	399.898	114.098	882.496	362.915	140.113	955.625	414.408	98.106	681.018	784.351	741.112	673.014	836.654	767.106	695.270	876.333	691.320	699.033	822.422	663.130	857.675	947.821	511.006	739.924	935.895	491.496	747.203	1047.988	398.328	828.595	1333.545	353.144	870.164	1328.719	319.868	789.468	1284.589	306.312	762.697	1150.910	426.051	940.547	534.130	101.354	867.388	524.069	123.222	932.871	582.442	431.224	786.768	958.166	406.441
179	0.89000	880.331	630.679	1326.939	892.216	593.521	1136.412	856.094	729.788	1399.148	837.882	787.335	1213.886	955.713	652.904	937.387	775.932	638.660	927.091	907.106	803.648	982.360	814.403	801.246	976.035	998.540	728.455	994.705	716.393	709.778	978.448	1005.313	713.207	1379.577	728.748	661.069	1374.383	1033.407	683.626	737.741	1038.256	747.928	727.285	1015.844	728.161	634.648	1024.012	664.767	652.104	864.960	659.801	464.652	987.261	626.368	468.893	988.234	581.561	336.741	982.360	634.033	322.030	966.025	606.385	245.259	970.660	553.110	260.952	867.039	525.485	39.678	901.414	543.817	28.461	935.694	519.832	36.713	856.961	383.664	112.984	881.332	346.994	139.649	955.235	397.937	96.488	681.202	765.888	738.422	672.602	818.386	764.084	695.271	857.535	687.961	699.560	803.435	660.282	857.951	927.698	508.124	740.713	915.715	488.637	747.400	1030.042	399.018	829.209	1316.637	361.620	870.768	1312.552	328.085	789.569	1269.053	313.925	763.123	1131.936	429.829	940.475	517.548	99.735	867.237	507.812	121.458	932.360	565.164	430.188	786.756	938.984	403.707
180	0.89500	880.436	613.274	1324.576	892.197	576.599	1133.578	856.567	712.269	1397.057	838.298	770.312	1212.061	955.937	636.399	935.797	776.065	621.619	925.528	907.491	788.122	979.703	814.038	784.793	973.422	997.964	712.224	992.328	716.295	692.996	976.465	1005.806	695.294	1377.243	728.995	643.826	1372.255	1034.336	667.250	734.288	1039.193	731.564	724.382	1016.200	712.288	631.661	1025.641	648.912	648.354	865.350	643.119	463.392	986.324	607.940	467.699	988.047	564.411	334.946	982.608	617.053	320.655	966.291	590.108	243.734	970.494	536.634	259.065	867.205	510.902	37.424	901.443	528.997	26.097	935.568	504.887	34.273	856.516	368.689	110.374	881.972	331.779	136.211	954.603	382.782	93.999	681.419	747.446	735.670	672.326	800.134	760.720	695.034	838.344	684.593	699.933	784.306	657.374	858.318	907.307	504.618	741.644	895.213	485.347	747.930	1011.675	399.292	830.126	1298.910	369.858	870.906	1295.431	335.590	789.704	1252.772	321.300	763.796	1112.455	433.182	940.321	502.363	97.411	867.148	492.735	119.143	931.315	547.837	428.927	786.923	919.566	400.352
181	0.90000	880.627	595.984	1321.929	891.945	559.745	1130.459	857.198	694.923	1394.713	838.605	753.302	1210.025	955.979	619.973	933.980	775.861	604.676	923.775	906.776	771.664	977.095	813.660	768.443	970.582	997.630	696.231	989.949	716.144	676.312	974.027	1006.268	677.355	1374.565	729.237	626.413	1369.794	1035.623	650.440	731.107	1040.195	714.908	721.319	1016.369	695.607	628.857	1026.541	632.144	645.014	865.384	625.619	463.032	985.885	589.177	466.572	987.948	547.865	332.918	982.814	600.648	319.107	966.279	574.500	241.788	970.305	520.974	256.586	867.165	497.646	34.454	901.720	515.836	23.357	935.700	491.590	31.409	856.050	355.352	106.922	881.037	318.338	132.863	954.381	369.284	90.547	681.439	728.864	732.719	671.899	781.765	757.058	694.871	819.335	680.816	700.104	765.156	654.030	858.700	886.529	500.412	742.199	874.305	481.490	747.923	992.488	399.398	830.911	1280.410	377.533	870.945	1277.737	342.569	789.851	1235.651	328.340	764.549	1092.156	436.007	940.257	488.593	94.512	866.528	478.969	116.401	930.881	530.573	427.382	786.690	899.729	396.790
182	0.90500	880.686	578.597	1318.974	892.014	542.879	1127.170	857.694	677.427	1392.030	839.094	736.223	1207.633	956.176	603.917	932.135	775.716	587.769	921.786	906.173	755.593	974.015	813.013	752.026	967.420	997.829	681.014	987.466	715.918	659.599	971.437	1006.813	659.529	1371.679	729.682	609.334	1367.193	1037.099	633.924	728.938	1041.112	698.336	718.724	1016.752	678.315	626.476	1027.015	615.086	643.049	865.267	607.387	462.982	985.418	570.499	465.061	987.530	531.552	330.340	982.921	584.619	317.401	966.398	559.872	239.737	970.057	506.004	253.691	867.486	486.049	31.033	901.955	504.223	20.122	935.902	479.796	27.992	855.518	343.274	102.513	880.396	305.988	128.171	953.778	356.805	86.398	681.466	710.290	729.434	671.453	763.431	753.228	694.924	800.441	676.618	700.140	745.829	650.549	859.328	865.654	495.812	742.633	853.048	477.211	747.944	972.817	398.795	832.104	1261.057	384.963	871.560	1259.178	349.251	789.970	1217.697	334.928	765.176	1071.269	438.225	940.425	476.226	91.113	866.548	466.707	112.838	930.304	513.214	425.429	786.258	879.596	392.820
183	0.91000	880.692	561.203	1315.694	891.725	525.988	1123.495	858.222	659.867	1389.212	839.610	719.149	1205.036	956.539	587.712	929.821	775.933	570.930	919.378	905.589	739.711	970.676	812.537	735.774	963.975	997.124	665.432	984.248	715.765	643.039	968.428	1007.403	641.625	1368.598	730.026	592.184	1364.245	1038.310	617.418	727.523	1041.770	681.865	716.366	1016.980	660.497	624.648	1027.280	597.420	642.112	865.139	588.735	462.735	985.073	551.997	463.615	987.622	515.869	327.599	983.131	569.333	315.604	966.534	545.942	237.429	969.886	491.818	250.398	867.795	475.975	27.233	902.356	494.021	16.438	936.190	469.395	24.168	855.099	332.744	97.427	879.747	294.960	122.715	953.899	346.672	80.908	681.663	691.647	725.851	671.093	744.914	749.097	695.003	781.216	672.209	700.231	726.435	646.676	859.483	843.938	490.602	742.867	831.456	472.604	747.545	952.436	397.972	833.185	1240.852	391.740	871.943	1240.020	355.365	789.907	1198.740	341.030	766.044	1049.642	439.961	940.936	465.542	87.334	866.630	455.608	108.873	930.170	496.088	423.115	785.657	858.995	388.485
184	0.91500	880.784	543.749	1312.212	891.537	509.148	1119.553	858.813	642.298	1386.034	840.060	702.197	1202.208	957.002	571.505	927.590	775.758	554.177	916.761	904.907	723.832	967.086	811.827	719.571	960.199	996.647	649.900	981.178	715.401	626.528	965.263	1007.950	623.679	1365.126	730.405	575.122	1361.074	1039.364	601.166	726.506	1042.144	665.322	714.312	1016.889	642.447	623.093	1027.321	579.592	641.626	864.924	569.666	462.170	984.693	533.451	461.861	987.735	500.571	324.445	983.371	554.251	313.646	966.867	532.686	234.950	970.021	478.199	246.824	868.204	467.155	23.063	902.968	485.265	12.530	936.582	460.223	19.868	854.416	323.364	91.690	879.046	285.089	116.514	953.026	335.902	75.809	681.760	672.916	722.099	670.822	726.430	744.684	694.960	761.894	667.616	700.310	706.892	642.547	859.856	821.932	484.914	742.935	809.503	467.577	747.336	931.537	396.370	834.363	1220.139	397.784	872.352	1220.129	360.824	790.028	1179.264	346.943	766.723	1027.477	440.988	941.330	455.679	83.120	866.706	445.720	104.484	930.237	478.901	420.108	785.206	838.061	383.842
