NO_OF_FRAMES	221
NO_OF_CAMERAS	24
NO_OF_MARKERS	46
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-03-21, 11:26:02.260	241157.22938720
DATA_INCLUDED	3D
MARKER_NAMES	clav	sternum	C_7	B_10	SIAS_left	SIAS_right	SIPS_left	SIPS_right	becken_top_left	becken_top_right	acrom_left	acrom_right	cluster_femur_left_1	cluster_femur_left_2	cluster_femur_left_4	cluster_femur_left_3	epi_med_left	epi_lat_left	cluster_tibia_left_1	cluster_tibia_left_2	cluster_tibia_left_4	cluster_tibia_left_3	calc_med_left	calc_back_left	calc_lat_left	forefoot_med_left	toe_left	forefoot_lat_left	cluster_femur_right_1	cluster_femur_right_2	cluster_femur_right_4	cluster_femur_right_3	epi_med_right	epi_lat_right	cluster_tibia_right_1	cluster_tibia_right_2	cluster_tibia_right_4	cluster_tibia_right_3	forfoot_med_right	toe_right	forfoot_lat_right	mal_lat_right	mal_lat_left	mal_med_left	tib_plat_left	tib_plat_right
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	clav X	clav Y	clav Z	sternum X	sternum Y	sternum Z	C_7 X	C_7 Y	C_7 Z	B_10 X	B_10 Y	B_10 Z	SIAS_left X	SIAS_left Y	SIAS_left Z	SIAS_right X	SIAS_right Y	SIAS_right Z	SIPS_left X	SIPS_left Y	SIPS_left Z	SIPS_right X	SIPS_right Y	SIPS_right Z	becken_top_left X	becken_top_left Y	becken_top_left Z	becken_top_right X	becken_top_right Y	becken_top_right Z	acrom_left X	acrom_left Y	acrom_left Z	acrom_right X	acrom_right Y	acrom_right Z	cluster_femur_left_1 X	cluster_femur_left_1 Y	cluster_femur_left_1 Z	cluster_femur_left_2 X	cluster_femur_left_2 Y	cluster_femur_left_2 Z	cluster_femur_left_4 X	cluster_femur_left_4 Y	cluster_femur_left_4 Z	cluster_femur_left_3 X	cluster_femur_left_3 Y	cluster_femur_left_3 Z	epi_med_left X	epi_med_left Y	epi_med_left Z	epi_lat_left X	epi_lat_left Y	epi_lat_left Z	cluster_tibia_left_1 X	cluster_tibia_left_1 Y	cluster_tibia_left_1 Z	cluster_tibia_left_2 X	cluster_tibia_left_2 Y	cluster_tibia_left_2 Z	cluster_tibia_left_4 X	cluster_tibia_left_4 Y	cluster_tibia_left_4 Z	cluster_tibia_left_3 X	cluster_tibia_left_3 Y	cluster_tibia_left_3 Z	calc_med_left X	calc_med_left Y	calc_med_left Z	calc_back_left X	calc_back_left Y	calc_back_left Z	calc_lat_left X	calc_lat_left Y	calc_lat_left Z	forefoot_med_left X	forefoot_med_left Y	forefoot_med_left Z	toe_left X	toe_left Y	toe_left Z	forefoot_lat_left X	forefoot_lat_left Y	forefoot_lat_left Z	cluster_femur_right_1 X	cluster_femur_right_1 Y	cluster_femur_right_1 Z	cluster_femur_right_2 X	cluster_femur_right_2 Y	cluster_femur_right_2 Z	cluster_femur_right_4 X	cluster_femur_right_4 Y	cluster_femur_right_4 Z	cluster_femur_right_3 X	cluster_femur_right_3 Y	cluster_femur_right_3 Z	epi_med_right X	epi_med_right Y	epi_med_right Z	epi_lat_right X	epi_lat_right Y	epi_lat_right Z	cluster_tibia_right_1 X	cluster_tibia_right_1 Y	cluster_tibia_right_1 Z	cluster_tibia_right_2 X	cluster_tibia_right_2 Y	cluster_tibia_right_2 Z	cluster_tibia_right_4 X	cluster_tibia_right_4 Y	cluster_tibia_right_4 Z	cluster_tibia_right_3 X	cluster_tibia_right_3 Y	cluster_tibia_right_3 Z	forfoot_med_right X	forfoot_med_right Y	forfoot_med_right Z	toe_right X	toe_right Y	toe_right Z	forfoot_lat_right X	forfoot_lat_right Y	forfoot_lat_right Z	mal_lat_right X	mal_lat_right Y	mal_lat_right Z	mal_lat_left X	mal_lat_left Y	mal_lat_left Z	mal_med_left X	mal_med_left Y	mal_med_left Z	tib_plat_left X	tib_plat_left Y	tib_plat_left Z	tib_plat_right X	tib_plat_right Y	tib_plat_right Z	
196	0.97500	890.632	1503.558	1271.313	876.838	1481.537	1069.677	906.190	1600.681	1356.913	904.788	1676.007	1179.664	987.297	1555.845	888.020	0.000	0.000	0.000	932.765	1713.097	939.369	838.140	1718.913	927.707	1026.810	1630.982	946.225	797.464	1546.571	887.760	1042.789	1530.122	1322.829	756.191	1580.735	1335.004	1060.227	1647.530	690.032	1061.745	1711.680	702.007	1037.004	1723.218	608.300	1044.258	1658.044	603.561	886.462	1724.779	429.330	1008.571	1707.973	413.871	1002.168	1771.323	288.125	1008.487	1816.337	317.784	986.745	1860.203	249.958	982.254	1813.420	219.304	886.341	1977.434	65.627	921.300	1996.425	69.324	954.158	1971.285	57.723	862.169	1828.975	18.060	885.627	1782.382	12.905	962.812	1843.019	18.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	772.725	1541.848	351.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	956.390	1919.744	97.694	877.718	1907.660	111.787	949.227	1688.578	345.921	817.581	1458.105	384.885
197	0.98000	890.197	1484.952	1276.075	875.877	1462.298	1074.759	905.937	1581.928	1360.757	905.838	1656.355	1182.901	987.074	1535.233	890.966	0.000	0.000	0.000	933.095	1692.187	942.989	838.513	1698.471	932.298	1026.964	1609.465	949.272	797.194	1527.432	891.940	1041.683	1510.594	1327.504	756.244	1563.218	1339.039	1059.292	1630.773	692.972	1061.417	1694.467	706.858	1036.795	1709.117	613.532	1043.342	1644.035	606.782	886.109	1719.345	434.785	1008.197	1701.385	419.026	1002.729	1766.860	293.879	1007.321	1810.685	324.279	987.108	1855.435	257.176	982.731	1809.028	224.874	886.607	1973.224	73.155	921.511	1991.986	77.688	954.352	1967.456	64.987	863.141	1828.269	18.798	885.686	1782.068	12.997	962.990	1841.390	19.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	772.821	1514.798	353.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	956.696	1915.131	103.684	879.175	1902.031	115.467	948.790	1683.033	350.692	817.694	1432.748	390.928
198	0.98500	889.292	1466.186	1280.760	875.062	1442.893	1079.782	905.857	1563.436	1364.591	907.120	1637.102	1186.340	986.842	1514.580	894.140	797.652	1507.211	896.853	933.516	1671.349	946.640	838.993	1677.854	936.908	1027.200	1587.699	952.334	738.749	1591.631	947.028	1040.853	1491.053	1332.119	756.269	1545.479	1343.058	1058.415	1613.960	695.943	1061.053	1677.291	711.954	1036.935	1694.873	619.020	1042.388	1629.666	610.299	884.860	1713.172	441.443	1007.797	1694.403	424.699	1002.639	1761.202	300.270	1008.617	1807.148	331.560	986.393	1849.954	264.251	983.465	1803.872	231.732	886.989	1968.331	81.259	921.999	1986.876	86.776	955.032	1962.325	73.728	863.571	1827.522	19.771	885.761	1781.570	13.096	963.025	1839.159	20.709	701.682	1537.304	723.210	702.119	1590.014	700.168	727.017	1558.740	622.897	721.683	1501.890	643.688	888.875	1455.464	479.051	768.046	1424.562	472.771	772.709	1488.255	355.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	956.869	1909.795	109.881	880.631	1894.822	119.136	948.431	1676.905	355.738	817.548	1407.789	396.874
199	0.99000	888.710	1447.433	1285.286	874.100	1423.638	1084.761	905.413	1544.309	1368.546	908.171	1617.638	1189.664	986.452	1493.903	897.353	797.720	1487.494	901.578	933.886	1650.507	950.259	839.487	1657.337	941.500	1027.340	1566.050	955.452	738.938	1571.440	952.207	1040.016	1471.495	1336.564	756.340	1527.501	1347.092	1057.646	1596.816	699.354	1060.764	1659.794	716.897	1036.946	1680.135	624.491	1041.593	1614.920	614.015	884.210	1706.123	448.227	1007.249	1686.667	430.833	1003.635	1755.075	306.960	1007.492	1801.506	338.772	985.687	1843.985	271.444	983.980	1798.091	238.862	887.636	1962.658	89.879	922.662	1980.767	96.674	955.300	1957.118	82.699	864.389	1826.828	20.676	886.227	1780.978	13.474	963.551	1837.065	22.073	701.328	1516.496	728.607	701.354	1568.956	705.056	726.872	1537.041	628.242	721.842	1480.403	649.630	888.260	1432.868	485.688	768.406	1403.312	478.511	772.571	1461.983	356.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	957.149	1903.811	115.984	881.715	1888.147	124.712	948.411	1670.112	361.135	817.448	1383.544	402.302
200	0.99500	888.140	1428.699	1289.667	873.478	1404.380	1089.694	905.685	1525.656	1372.213	909.241	1598.248	1193.029	985.919	1473.325	900.598	797.948	1467.500	906.434	934.284	1629.662	953.881	839.735	1636.411	946.080	1027.392	1544.405	958.585	739.286	1552.184	957.074	1038.940	1451.832	1340.934	756.368	1509.372	1350.862	1057.019	1579.785	702.602	1060.482	1642.300	721.774	1037.124	1665.102	630.033	1041.036	1600.179	618.034	883.629	1697.968	455.544	1006.902	1678.118	437.470	1003.669	1748.711	314.154	1006.375	1793.962	345.988	985.302	1837.072	278.648	984.715	1791.357	245.846	888.367	1956.108	98.538	923.575	1973.629	107.386	955.871	1950.382	92.237	864.633	1825.853	21.869	884.982	1781.056	13.001	963.220	1834.056	23.858	701.011	1495.611	734.074	700.555	1547.851	710.084	726.728	1515.324	633.498	721.942	1459.062	655.487	887.852	1410.669	492.016	768.175	1382.925	483.969	772.353	1435.927	357.784	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	957.413	1896.807	122.689	882.415	1881.196	129.843	948.933	1662.521	366.937	817.227	1359.995	407.339
201	1.00000	887.426	1410.004	1294.199	872.770	1385.163	1094.544	905.711	1506.912	1375.738	910.128	1578.748	1196.299	985.104	1452.746	904.028	797.784	1447.336	911.406	934.634	1608.859	957.307	840.150	1615.736	950.452	1027.383	1522.957	961.580	739.672	1532.294	962.595	1037.919	1432.337	1345.096	756.479	1491.134	1354.535	1056.647	1562.658	706.071	1060.066	1624.709	726.854	1036.759	1649.667	635.542	1040.693	1585.238	621.999	883.220	1688.615	463.063	1006.550	1668.906	444.109	1003.660	1741.016	321.323	1005.394	1786.208	353.573	984.118	1829.531	285.861	985.495	1784.131	252.939	889.414	1949.130	108.484	924.734	1965.432	118.638	956.777	1942.962	102.548	864.829	1824.368	23.524	884.493	1780.579	12.826	963.623	1831.111	26.253	700.765	1474.592	739.482	699.669	1526.622	715.090	726.637	1493.657	638.768	722.071	1437.698	661.079	887.319	1389.214	497.655	768.200	1363.183	488.544	772.032	1410.219	358.694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	957.850	1889.033	129.826	883.143	1873.090	135.351	948.809	1654.285	372.865	816.681	1336.853	412.032
202	1.00500	887.092	1391.369	1298.376	871.894	1365.748	1099.229	905.242	1488.288	1379.446	910.804	1559.148	1199.460	984.414	1432.200	907.444	797.539	1427.250	916.320	934.888	1588.066	960.682	840.630	1595.188	954.519	1027.394	1501.624	964.551	740.752	1509.076	968.548	1037.350	1412.874	1349.086	756.518	1472.799	1358.045	1056.379	1545.490	709.459	1059.649	1606.974	731.800	1036.607	1634.254	641.117	1040.124	1569.947	625.972	882.824	1678.096	470.377	1006.258	1658.927	450.764	1004.044	1732.861	328.655	1003.837	1777.769	361.043	983.623	1821.276	293.302	986.053	1775.816	260.334	890.614	1940.707	120.584	925.713	1956.191	131.297	957.638	1934.230	113.088	864.370	1822.416	26.074	884.429	1780.193	13.022	963.836	1828.207	29.118	700.594	1453.595	744.778	698.838	1505.592	720.229	726.028	1472.276	643.914	722.147	1416.404	666.583	886.888	1368.417	502.599	767.822	1344.021	492.813	771.795	1384.836	359.407	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.219	1880.391	137.124	883.824	1864.202	140.985	949.253	1645.158	378.746	816.171	1314.285	416.415
203	1.01000	886.482	1372.533	1302.307	871.380	1346.529	1103.842	905.083	1469.750	1382.620	911.479	1539.701	1202.494	983.821	1411.701	910.623	797.718	1407.264	921.019	935.242	1567.335	963.854	841.078	1574.639	958.382	1027.224	1480.287	967.438	740.916	1490.758	972.834	1036.085	1393.391	1352.810	756.595	1454.426	1361.362	1056.229	1528.276	712.890	1059.257	1589.242	736.655	1036.422	1618.686	646.652	1040.057	1554.726	630.023	882.369	1666.477	477.635	1005.938	1648.171	457.444	1004.457	1724.103	336.078	1002.501	1768.450	368.383	982.417	1811.722	300.520	986.669	1766.869	267.488	891.072	1932.329	131.987	926.583	1945.935	143.980	958.432	1925.185	124.011	864.630	1820.302	29.233	884.486	1779.445	13.547	964.218	1825.600	32.393	700.539	1432.519	749.959	698.008	1484.404	725.173	725.413	1451.095	648.878	722.052	1395.507	672.033	886.604	1348.229	506.228	767.598	1325.302	496.188	771.680	1359.550	360.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.460	1871.022	144.856	884.491	1854.624	147.084	949.619	1635.170	384.544	815.397	1292.167	420.353
204	1.01500	886.093	1353.914	1306.182	870.671	1327.199	1108.183	904.519	1450.418	1385.937	912.060	1520.331	1205.355	983.178	1391.363	913.738	797.640	1387.370	925.535	935.433	1546.698	966.906	841.623	1554.251	962.210	1027.043	1459.219	970.181	740.501	1472.422	977.490	1035.734	1374.035	1356.482	756.638	1435.901	1364.438	1056.246	1511.080	716.332	1058.966	1571.481	741.452	1036.212	1602.845	652.097	1039.696	1539.173	633.927	881.970	1653.721	484.669	1006.080	1635.856	463.823	1004.580	1714.397	343.379	1000.962	1758.289	375.798	981.862	1801.784	307.815	987.229	1757.237	274.715	891.352	1922.317	144.121	927.051	1935.077	157.020	958.807	1915.896	135.580	864.586	1817.430	33.145	884.278	1779.726	13.478	964.190	1823.243	36.612	700.494	1411.520	754.920	697.163	1463.220	729.951	724.844	1429.825	653.458	722.324	1374.525	677.046	886.208	1328.670	508.742	767.154	1306.894	499.073	771.243	1334.734	360.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.984	1861.474	153.119	884.984	1844.719	153.740	951.559	1624.027	389.713	814.545	1270.628	423.999
205	1.02000	885.493	1335.097	1309.611	870.098	1307.874	1112.242	904.751	1431.902	1388.819	912.545	1500.928	1207.998	982.952	1371.073	916.470	798.309	1368.203	929.562	935.799	1526.114	969.767	842.147	1533.861	965.592	1026.763	1438.406	972.862	740.983	1452.814	981.597	1034.727	1354.816	1359.664	756.600	1417.325	1367.126	1056.387	1493.786	719.807	1058.726	1553.572	746.189	1035.727	1586.563	657.455	1039.521	1523.414	638.019	881.607	1639.816	491.005	1006.006	1622.958	469.683	1004.639	1703.816	350.478	999.848	1747.289	383.130	981.525	1791.299	315.275	987.706	1747.122	281.970	891.763	1912.522	156.909	927.482	1924.037	170.463	959.052	1906.408	147.564	864.840	1814.435	38.184	884.631	1778.725	14.424	964.370	1820.355	42.122	700.542	1390.498	759.665	696.418	1442.066	734.380	724.130	1408.993	658.007	722.447	1353.718	681.745	885.607	1309.880	509.951	766.591	1288.711	501.378	770.946	1310.221	360.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	959.217	1851.852	162.035	885.397	1834.593	161.222	952.022	1612.193	394.944	813.943	1249.676	427.160
206	1.02500	885.123	1316.446	1312.757	869.692	1288.544	1116.142	904.715	1413.347	1391.581	912.955	1481.705	1210.501	982.495	1350.957	919.115	798.323	1348.608	933.458	936.025	1505.543	972.539	842.642	1513.507	968.581	1026.587	1417.801	975.470	741.425	1433.315	985.326	1033.896	1335.518	1362.717	756.511	1398.765	1369.664	1056.456	1476.302	723.100	1058.575	1535.810	750.630	1035.526	1570.358	662.593	1039.433	1507.551	641.974	881.434	1625.234	496.816	1005.859	1609.147	475.027	1004.613	1692.350	357.256	999.000	1735.208	390.095	981.380	1780.166	322.524	987.913	1736.161	289.143	891.862	1901.718	170.183	927.377	1912.474	184.119	959.062	1896.684	159.783	865.016	1810.564	44.381	884.426	1777.173	15.222	963.727	1817.265	48.284	700.722	1369.634	764.041	695.632	1421.147	738.987	723.309	1388.359	662.175	722.837	1333.129	686.050	884.865	1291.674	510.548	765.811	1270.693	503.214	770.632	1285.999	360.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	959.392	1842.104	171.281	885.721	1824.362	169.343	952.271	1599.529	399.788	812.947	1228.873	429.965
207	1.03000	884.606	1297.776	1315.820	869.077	1269.227	1119.791	904.967	1394.788	1393.714	913.259	1462.471	1212.797	982.000	1331.000	921.394	798.392	1329.003	937.029	936.626	1485.246	975.420	843.185	1493.370	971.462	1026.532	1397.454	978.064	741.787	1413.671	988.888	1033.276	1316.546	1365.580	756.444	1380.131	1371.973	1056.823	1458.907	726.405	1058.381	1517.815	755.000	1035.064	1553.842	667.609	1039.427	1491.253	645.800	881.421	1609.917	502.027	1005.647	1594.600	479.826	1004.344	1680.052	363.443	998.719	1722.531	397.259	981.152	1768.224	329.901	987.961	1724.807	296.104	891.499	1890.514	183.379	926.697	1900.514	197.932	958.887	1886.997	172.237	865.502	1806.656	50.976	883.344	1775.253	15.448	963.650	1815.469	55.889	701.307	1348.963	768.146	694.478	1400.207	743.189	722.669	1368.106	666.146	723.150	1312.913	689.855	883.609	1273.928	510.488	765.122	1252.851	504.499	770.020	1262.051	359.677	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	959.727	1832.727	181.484	885.661	1814.602	178.040	952.179	1586.016	404.242	811.791	1208.820	432.410
208	1.03500	884.088	1278.952	1318.443	868.758	1249.946	1123.098	904.763	1375.985	1395.770	913.808	1443.555	1214.922	981.659	1311.202	923.604	798.554	1309.520	940.026	936.782	1465.155	977.797	843.589	1473.135	973.960	1026.583	1377.144	980.389	742.109	1394.075	991.919	1032.747	1297.522	1368.137	756.249	1361.524	1373.959	1056.965	1441.271	729.634	1058.139	1499.864	759.169	1034.425	1536.906	672.242	1039.580	1474.832	649.463	881.489	1594.097	506.612	1005.514	1579.336	484.156	1003.995	1666.909	369.302	998.706	1708.946	403.899	981.099	1755.747	337.393	987.597	1712.894	302.763	891.034	1880.351	195.741	926.332	1889.635	210.489	958.445	1877.605	184.049	865.665	1802.148	58.191	883.822	1774.380	19.743	962.892	1812.922	63.843	701.577	1328.300	771.539	694.149	1379.590	746.916	722.107	1348.496	669.583	723.839	1293.048	692.900	882.038	1256.664	509.973	764.261	1235.290	505.216	769.545	1238.280	359.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	959.039	1823.243	191.047	885.595	1805.145	186.508	951.840	1571.861	408.371	810.731	1189.087	434.406
209	1.04000	883.712	1260.140	1320.692	868.156	1230.639	1126.173	904.474	1357.290	1397.611	913.900	1424.343	1216.649	981.258	1291.483	925.481	798.570	1290.080	942.405	936.998	1445.398	980.181	844.014	1453.099	976.229	1026.655	1356.998	982.564	742.393	1374.431	994.550	1032.388	1278.654	1370.369	756.055	1342.848	1375.769	1057.237	1423.842	732.723	1058.074	1481.917	762.955	1033.989	1519.859	676.583	1039.953	1458.145	652.928	881.701	1577.896	510.518	1005.328	1563.381	487.762	1003.632	1653.033	374.517	999.028	1694.435	410.139	981.272	1742.728	344.820	987.099	1700.747	309.047	890.518	1871.691	207.362	925.668	1880.515	222.297	957.835	1869.487	195.543	864.811	1798.650	67.161	883.476	1771.893	28.361	962.940	1808.881	73.298	702.261	1307.803	774.468	693.244	1359.191	750.404	721.715	1329.517	672.482	724.417	1274.011	695.283	880.440	1239.678	508.938	763.758	1217.805	505.021	769.414	1214.816	357.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.843	1814.822	200.644	885.652	1796.234	195.042	951.325	1556.938	411.672	809.777	1169.657	435.949
210	1.04500	883.302	1241.308	1322.803	868.114	1211.427	1128.797	904.225	1338.531	1399.235	913.890	1405.286	1218.157	980.916	1271.898	927.122	798.768	1270.747	944.385	936.702	1425.134	982.092	844.373	1433.034	978.221	1026.771	1336.982	984.523	742.549	1354.713	996.652	1031.836	1259.683	1372.386	755.721	1324.096	1377.223	1057.343	1405.942	735.596	1057.750	1463.731	766.410	1033.528	1502.412	680.278	1040.300	1441.048	656.107	881.647	1561.020	513.969	1005.208	1546.897	490.837	1003.142	1638.753	379.267	999.322	1679.231	415.974	981.768	1729.778	352.409	986.474	1688.331	315.189	889.982	1863.513	218.792	925.220	1871.972	234.051	957.414	1861.551	207.261	864.209	1793.668	77.188	883.267	1767.283	37.669	962.575	1803.352	83.547	703.054	1287.765	776.704	692.820	1339.181	753.379	721.224	1311.237	674.918	725.016	1255.423	696.823	878.696	1223.171	507.451	762.767	1200.742	504.616	768.817	1191.414	356.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.480	1806.916	211.099	884.801	1788.701	205.266	951.268	1541.604	414.464	808.627	1150.646	437.118
211	1.05000	882.743	1222.409	1324.576	867.701	1192.196	1131.143	903.882	1319.823	1400.505	913.821	1386.250	1219.417	980.846	1252.513	928.556	798.814	1251.222	945.935	936.967	1405.175	984.055	844.587	1413.084	979.968	1026.937	1317.157	986.177	742.687	1335.008	998.319	1031.491	1240.897	1374.209	755.397	1305.350	1378.563	1057.504	1387.866	738.193	1057.511	1445.467	769.425	1033.232	1484.570	683.524	1040.574	1423.590	658.800	881.550	1543.749	516.862	1004.995	1529.895	493.313	1002.750	1624.115	383.481	1000.090	1663.596	421.531	982.417	1716.392	359.959	985.785	1675.957	321.259	889.818	1855.333	230.605	925.096	1863.381	245.793	957.307	1853.261	218.909	864.321	1787.351	87.810	882.040	1761.695	47.719	961.414	1796.293	94.446	703.761	1268.127	778.478	692.496	1319.673	755.998	720.572	1293.350	676.876	725.475	1237.354	697.920	876.852	1206.594	505.382	761.784	1183.872	503.534	768.394	1168.264	355.724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.253	1798.863	222.119	884.274	1780.837	215.888	950.685	1525.908	416.856	807.469	1131.924	437.928
212	1.05500	882.509	1203.735	1326.228	867.748	1173.004	1133.092	903.433	1301.115	1401.599	913.625	1367.212	1220.439	980.755	1233.236	929.576	798.935	1231.827	946.842	937.306	1385.305	985.854	844.729	1393.130	981.450	1026.990	1297.722	987.447	742.593	1315.270	999.525	1031.114	1221.959	1375.645	754.975	1286.653	1379.627	1057.498	1369.413	740.290	1056.962	1426.973	771.780	1033.008	1466.360	686.022	1040.951	1405.574	661.045	881.454	1525.530	519.074	1004.675	1512.314	495.148	1002.262	1609.301	387.387	1000.321	1647.350	426.934	982.481	1702.501	367.437	984.942	1663.488	327.378	889.887	1846.834	242.508	924.694	1854.285	257.765	957.294	1844.309	230.538	863.621	1781.090	99.055	880.626	1755.892	58.203	961.005	1789.474	105.325	704.493	1248.874	779.816	692.388	1300.638	758.191	719.873	1275.840	678.426	725.580	1219.570	698.612	875.403	1190.596	503.185	760.603	1167.189	502.232	767.851	1145.215	354.616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	958.064	1790.059	232.897	884.182	1772.147	226.506	950.023	1509.886	418.812	806.475	1113.616	438.346
213	1.06000	881.788	1184.851	1327.488	867.383	1153.789	1134.762	902.972	1282.397	1402.488	913.316	1348.193	1221.270	980.578	1213.817	930.468	799.201	1212.379	947.353	937.376	1365.585	987.275	844.727	1373.358	982.595	1026.951	1278.229	988.787	742.427	1295.573	1000.320	1030.830	1203.088	1376.866	754.551	1267.957	1380.349	1057.473	1350.793	741.867	1057.138	1408.812	773.527	1032.893	1447.581	687.659	1041.218	1386.842	662.551	881.309	1506.597	520.667	1004.319	1494.381	496.633	1001.654	1594.238	391.246	1000.917	1630.866	432.350	982.512	1688.291	375.095	984.299	1650.756	333.497	889.933	1837.434	254.591	925.333	1844.349	269.683	957.386	1834.780	242.383	862.319	1774.560	109.913	879.358	1749.729	68.623	959.577	1781.701	115.914	705.245	1230.069	780.644	692.407	1281.995	759.923	719.021	1258.480	679.508	725.402	1201.974	698.755	874.400	1174.550	500.487	759.687	1150.359	500.278	766.866	1122.451	353.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	957.253	1780.113	243.277	884.143	1762.930	236.813	949.795	1493.753	420.256	805.514	1095.539	438.432
214	1.06500	881.349	1166.017	1328.501	867.094	1134.635	1136.008	902.477	1263.617	1403.111	912.970	1329.221	1221.823	980.834	1194.457	931.071	799.416	1192.965	947.551	937.212	1346.087	988.481	844.614	1353.633	983.462	1026.805	1258.960	989.947	742.201	1275.797	1000.692	1030.561	1184.246	1377.813	754.058	1249.346	1380.992	1057.368	1331.785	742.914	1056.405	1389.601	774.654	1033.078	1428.613	688.654	1041.235	1367.832	663.617	881.099	1486.962	521.614	1003.971	1476.127	497.831	1000.867	1578.785	394.927	1000.945	1614.103	437.426	982.430	1673.631	382.525	983.664	1637.762	339.430	889.872	1826.902	266.841	925.069	1833.475	282.011	957.034	1824.630	254.214	860.997	1767.607	120.829	877.861	1743.690	79.076	958.932	1774.721	126.651	705.851	1211.535	781.036	692.438	1263.591	761.128	718.245	1241.203	680.069	725.082	1184.550	698.595	873.802	1158.712	497.613	758.711	1133.472	498.183	766.600	1099.954	352.724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	956.860	1769.439	253.552	883.263	1753.218	247.327	949.259	1477.316	421.417	804.576	1077.604	438.148
